"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"7104","West","Metropolitan",44,"Male","Married",44,"MastersDegree","Private",440
"7105","South","Metropolitan",26,"Female","Not Married",37,"EleventhGrade","Private",290
"7106","South","Metropolitan",51,"Female","Married",40,"SomeCollegeButNoDegree","Private",639
"7107","South","Metropolitan",44,"Female","Married",44,"MastersDegree","Private",1923.07
"7108","South","Metropolitan",46,"Male","Married",46,"DoctorateDegree","Private",1738
"7109","West","Not Identified",55,"Male","Married",43,"BachelorsDegree","Private",1615.38
"7110","Northeast","Not Metropolitan",51,"Female","Not Married",46,"DoctorateDegree","Private",865.38
"7111","Northeast","Not Metropolitan",62,"Female","Married",40,"SomeCollegeButNoDegree","Private",880
"7112","Northeast","Metropolitan",58,"Male","Married",43,"BachelorsDegree","Private",1923.07
"7113","Northeast","Metropolitan",22,"Male","Not Married",38,"TwelthButNoDiploma","Private",430
"7114","Northeast","Metropolitan",54,"Male","Not Married",41,"AssocDegOccupVocat","Private",2048.04
"7115","West","Metropolitan",52,"Male","Married",43,"BachelorsDegree","Private",1753.84
"7116","South","Not Metropolitan",41,"Male","Married",39,"HighSchoolDiploma","Private",570
"7117","Midwest","Metropolitan",43,"Male","Married",39,"HighSchoolDiploma","Private",370
"7118","West","Not Metropolitan",49,"Female","Married",40,"SomeCollegeButNoDegree","Private",1384
"7119","South","Metropolitan",47,"Male","Married",39,"HighSchoolDiploma","Private",923.07
"7120","South","Not Metropolitan",46,"Male","Married",39,"HighSchoolDiploma","Private",500
"7121","South","Not Metropolitan",60,"Male","Married",39,"HighSchoolDiploma","Private",1000
"7122","South","Metropolitan",49,"Male","Married",41,"AssocDegOccupVocat","Private",1200
"7123","South","Metropolitan",48,"Male","Married",31,"LessThanFirstGrade","Private",285
"7124","Midwest","Metropolitan",52,"Male","Married",41,"AssocDegOccupVocat","Private",2307.69
"7125","Northeast","Metropolitan",54,"Male","Not Married",43,"BachelorsDegree","Private",700
"7126","Northeast","Metropolitan",51,"Male","Married",39,"HighSchoolDiploma","Private",400
"7127","West","Metropolitan",40,"Female","Married",39,"HighSchoolDiploma","Private",400
"7128","West","Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",1154
"7129","West","Metropolitan",54,"Female","Not Married",39,"HighSchoolDiploma","Private",992.3
"7130","South","Metropolitan",60,"Male","Married",43,"BachelorsDegree","Private",1019
"7131","South","Metropolitan",24,"Female","Not Married",42,"AssocDegAcadem","Private",330
"7132","South","Metropolitan",38,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"7133","Northeast","Metropolitan",29,"Male","Married",43,"BachelorsDegree","Private",760
"7134","Midwest","Metropolitan",67,"Male","Not Married",39,"HighSchoolDiploma","Private",769
"7135","West","Metropolitan",31,"Female","Not Married",35,"NinthGrade","Private",380
"7136","West","Metropolitan",41,"Male","Married",45,"ProfSchoolDegree","Private",1730.76
"7137","West","Metropolitan",45,"Female","Married",43,"BachelorsDegree","Private",1538.46
"7138","West","Not Metropolitan",48,"Male","Married",32,"FirstSecondThirdOrFourthGrade","Private",440
"7139","South","Metropolitan",38,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",346.15
"7140","Northeast","Metropolitan",27,"Female","Married",43,"BachelorsDegree","Private",1346.15
"7141","Midwest","Metropolitan",53,"Male","Not Married",39,"HighSchoolDiploma","Private",419.6
"7142","Northeast","Metropolitan",50,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",840
"7143","West","Metropolitan",43,"Male","Not Married",39,"HighSchoolDiploma","Private",480.76
"7144","Midwest","Metropolitan",58,"Female","Not Married",43,"BachelorsDegree","Private",1520
"7145","Northeast","Not Metropolitan",60,"Male","Not Married",37,"EleventhGrade","Private",620
"7146","South","Metropolitan",54,"Female","Married",43,"BachelorsDegree","Private",865.38
"7147","Northeast","Metropolitan",55,"Male","Married",43,"BachelorsDegree","Private",1798.07
"7148","South","Metropolitan",48,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",653.84
"7149","West","Metropolitan",40,"Female","Married",35,"NinthGrade","Private",365.38
"7150","South","Metropolitan",36,"Female","Not Married",44,"MastersDegree","Private",1442.3
"7151","Northeast","Metropolitan",27,"Male","Not Married",43,"BachelorsDegree","Private",923.07
"7152","West","Metropolitan",47,"Female","Married",39,"HighSchoolDiploma","Private",528.84
"7153","South","Metropolitan",38,"Male","Married",44,"MastersDegree","Private",1730.76
"7154","Midwest","Metropolitan",58,"Male","Not Married",39,"HighSchoolDiploma","Private",384.61
"7155","West","Not Metropolitan",52,"Male","Married",40,"SomeCollegeButNoDegree","Private",471.15
"7156","Midwest","Metropolitan",47,"Male","Married",40,"SomeCollegeButNoDegree","Private",1274
"7157","Midwest","Metropolitan",40,"Female","Not Married",39,"HighSchoolDiploma","Private",340
"7158","Midwest","Metropolitan",40,"Female","Married",43,"BachelorsDegree","Private",865.38
"7159","Midwest","Metropolitan",24,"Female","Not Married",42,"AssocDegAcadem","Private",315
"7160","Midwest","Metropolitan",50,"Female","Married",40,"SomeCollegeButNoDegree","Private",865.38
"7161","Midwest","Metropolitan",51,"Female","Married",43,"BachelorsDegree","Private",600
"7162","West","Metropolitan",29,"Male","Married",40,"SomeCollegeButNoDegree","Private",480
"7163","Midwest","Not Metropolitan",56,"Female","Not Married",39,"HighSchoolDiploma","Private",530
"7164","Northeast","Metropolitan",50,"Male","Not Married",39,"HighSchoolDiploma","Private",380
"7165","West","Metropolitan",32,"Female","Married",44,"MastersDegree","Private",1346
"7166","West","Metropolitan",32,"Female","Married",41,"AssocDegOccupVocat","Private",2884.61
"7167","South","Metropolitan",45,"Male","Not Married",39,"HighSchoolDiploma","Private",673.07
"7168","Midwest","Metropolitan",27,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",384
"7169","Midwest","Metropolitan",47,"Male","Married",43,"BachelorsDegree","Private",1346.15
"7170","South","Metropolitan",31,"Male","Married",42,"AssocDegAcadem","Private",1153
"7171","Midwest","Metropolitan",61,"Male","Married",42,"AssocDegAcadem","Private",606.32
"7172","Midwest","Metropolitan",34,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1225
"7173","Northeast","Metropolitan",28,"Female","Married",46,"DoctorateDegree","Private",1923.07
"7174","Northeast","Metropolitan",71,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",700
"7175","South","Metropolitan",68,"Female","Not Married",44,"MastersDegree","Private",1076.92
"7176","Northeast","Not Metropolitan",61,"Female","Married",43,"BachelorsDegree","Private",1028.5
"7177","Midwest","Metropolitan",43,"Female","Married",44,"MastersDegree","Private",1384
"7178","Midwest","Metropolitan",28,"Female","Not Married",43,"BachelorsDegree","Private",663.46
"7179","Midwest","Metropolitan",23,"Male","Not Married",39,"HighSchoolDiploma","Private",436.4
"7180","South","Metropolitan",48,"Male","Married",43,"BachelorsDegree","Private",1730.76
"7181","West","Not Metropolitan",50,"Male","Married",39,"HighSchoolDiploma","Private",602.3
"7182","South","Metropolitan",27,"Male","Not Married",39,"HighSchoolDiploma","Private",615.38
"7183","South","Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","Private",295.38
"7184","Midwest","Metropolitan",29,"Male","Married",40,"SomeCollegeButNoDegree","Private",384.61
"7185","West","Metropolitan",36,"Female","Married",38,"TwelthButNoDiploma","Private",740
"7186","South","Not Metropolitan",31,"Male","Married",40,"SomeCollegeButNoDegree","Private",1711.53
"7187","South","Metropolitan",32,"Female","Not Married",44,"MastersDegree","Private",1153.84
"7188","West","Metropolitan",28,"Male","Not Married",41,"AssocDegOccupVocat","Private",2884.61
"7189","South","Not Metropolitan",23,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",630
"7190","South","Metropolitan",49,"Female","Not Married",43,"BachelorsDegree","Private",1080
"7191","West","Metropolitan",25,"Female","Not Married",39,"HighSchoolDiploma","Private",342
"7192","Northeast","Metropolitan",53,"Female","Married",42,"AssocDegAcadem","Private",680
"7193","West","Metropolitan",42,"Female","Married",43,"BachelorsDegree","Private",672.8
"7194","South","Metropolitan",61,"Male","Not Married",46,"DoctorateDegree","Private",2884.61
"7195","West","Metropolitan",32,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",340
"7196","Northeast","Not Metropolitan",27,"Male","Not Married",42,"AssocDegAcadem","Private",472
"7197","South","Not Metropolitan",56,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",400
"7198","Midwest","Metropolitan",48,"Male","Married",39,"HighSchoolDiploma","Private",1115.38
"7199","Midwest","Not Metropolitan",50,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"7200","West","Metropolitan",45,"Male","Married",43,"BachelorsDegree","Private",2576
"7201","Northeast","Metropolitan",68,"Male","Married",43,"BachelorsDegree","Private",769
"7202","South","Not Metropolitan",65,"Female","Married",42,"AssocDegAcadem","Private",346.15
"7203","South","Metropolitan",48,"Female","Married",41,"AssocDegOccupVocat","Private",422.56
"7204","Midwest","Not Metropolitan",30,"Male","Not Married",39,"HighSchoolDiploma","Private",375
"7205","South","Metropolitan",34,"Female","Married",43,"BachelorsDegree","Private",880
"7206","South","Metropolitan",57,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1246
"7207","Northeast","Metropolitan",26,"Male","Not Married",43,"BachelorsDegree","Private",1115.38
"7208","Midwest","Metropolitan",50,"Female","Married",43,"BachelorsDegree","Private",2884.61
"7209","Midwest","Metropolitan",58,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",480
"7210","Northeast","Not Metropolitan",43,"Female","Married",43,"BachelorsDegree","Private",1346.15
"7211","West","Metropolitan",31,"Male","Married",35,"NinthGrade","Private",650
"7212","South","Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",730.76
"7213","Northeast","Metropolitan",46,"Male","Married",39,"HighSchoolDiploma","Private",865
"7214","Midwest","Not Metropolitan",44,"Male","Married",41,"AssocDegOccupVocat","Private",1333.33
"7215","West","Metropolitan",37,"Male","Married",39,"HighSchoolDiploma","Private",1175
"7216","Midwest","Metropolitan",16,"Male","Not Married",39,"HighSchoolDiploma","Private",297.5
"7217","South","Metropolitan",73,"Male","Not Married",43,"BachelorsDegree","Private",1200
"7218","Midwest","Metropolitan",26,"Female","Not Married",39,"HighSchoolDiploma","Private",1153.84
"7219","Northeast","Metropolitan",61,"Female","Married",42,"AssocDegAcadem","Private",1230
"7220","West","Not Metropolitan",22,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",340
"7221","West","Metropolitan",37,"Male","Married",43,"BachelorsDegree","Private",2500
"7222","Northeast","Not Metropolitan",49,"Female","Married",43,"BachelorsDegree","Private",1080
"7223","Midwest","Metropolitan",59,"Male","Married",39,"HighSchoolDiploma","Private",732
"7224","West","Metropolitan",24,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",600
"7225","South","Metropolitan",55,"Female","Married",40,"SomeCollegeButNoDegree","Private",580
"7226","Midwest","Metropolitan",21,"Female","Not Married",37,"EleventhGrade","Private",440
"7227","West","Metropolitan",51,"Male","Married",46,"DoctorateDegree","Private",1538
"7228","West","Metropolitan",29,"Male","Not Married",43,"BachelorsDegree","Private",673.07
"7229","Midwest","Metropolitan",26,"Male","Not Married",41,"AssocDegOccupVocat","Private",290
"7230","Midwest","Not Metropolitan",45,"Male","Not Married",43,"BachelorsDegree","Private",1605.5
"7231","South","Not Metropolitan",45,"Female","Married",39,"HighSchoolDiploma","Private",410
"7232","South","Metropolitan",50,"Male","Not Married",43,"BachelorsDegree","Private",2750
"7233","Midwest","Metropolitan",64,"Male","Married",40,"SomeCollegeButNoDegree","Private",2178
"7234","South","Metropolitan",20,"Male","Not Married",42,"AssocDegAcadem","Private",730.76
"7235","South","Metropolitan",29,"Male","Not Married",43,"BachelorsDegree","Private",414
"7236","South","Metropolitan",26,"Female","Not Married",42,"AssocDegAcadem","Private",300
"7237","Midwest","Metropolitan",49,"Male","Married",43,"BachelorsDegree","Private",1442
"7238","West","Metropolitan",49,"Female","Married",42,"AssocDegAcadem","Private",738.46
"7239","West","Metropolitan",47,"Female","Married",42,"AssocDegAcadem","Private",1505
"7240","Midwest","Metropolitan",33,"Female","Married",39,"HighSchoolDiploma","Private",328
"7241","Midwest","Metropolitan",46,"Male","Married",33,"FifthorSixthGrade","Private",474
"7242","West","Not Metropolitan",23,"Male","Married",39,"HighSchoolDiploma","Private",1160
"7243","South","Metropolitan",21,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"7244","South","Metropolitan",49,"Female","Married",39,"HighSchoolDiploma","Private",450
"7245","Midwest","Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1057.69
"7246","Northeast","Metropolitan",50,"Male","Married",40,"SomeCollegeButNoDegree","Private",1214
"7247","South","Metropolitan",62,"Male","Married",46,"DoctorateDegree","Private",738.46
"7248","South","Metropolitan",43,"Male","Married",39,"HighSchoolDiploma","Private",2403.84
"7249","Midwest","Metropolitan",33,"Male","Married",39,"HighSchoolDiploma","Private",440
"7250","Midwest","Not Metropolitan",50,"Female","Not Married",42,"AssocDegAcadem","Private",963
"7251","South","Metropolitan",24,"Female","Not Married",43,"BachelorsDegree","Private",830.76
"7252","South","Not Metropolitan",60,"Male","Married",40,"SomeCollegeButNoDegree","Private",720
"7253","South","Metropolitan",52,"Male","Married",41,"AssocDegOccupVocat","Private",2058
"7254","West","Metropolitan",37,"Male","Married",43,"BachelorsDegree","Private",646.15
"7255","Northeast","Metropolitan",28,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",550
"7256","West","Metropolitan",57,"Male","Married",40,"SomeCollegeButNoDegree","Private",650
"7257","Northeast","Metropolitan",36,"Female","Married",42,"AssocDegAcadem","Private",1045.8
"7258","Northeast","Metropolitan",28,"Female","Not Married",43,"BachelorsDegree","Private",730.76
"7259","West","Not Metropolitan",46,"Male","Married",44,"MastersDegree","Private",1980
"7260","West","Metropolitan",28,"Male","Married",42,"AssocDegAcadem","Private",1600
"7261","Northeast","Metropolitan",36,"Male","Married",34,"SeventhOrEighthGrade","Private",2884.61
"7262","South","Metropolitan",45,"Male","Not Married",39,"HighSchoolDiploma","Private",500
"7263","Northeast","Metropolitan",39,"Male","Not Married",43,"BachelorsDegree","Private",1923
"7264","West","Metropolitan",48,"Male","Not Married",41,"AssocDegOccupVocat","Private",1370
"7265","Midwest","Metropolitan",39,"Male","Married",44,"MastersDegree","Private",961
"7266","South","Metropolitan",51,"Female","Married",44,"MastersDegree","Private",1223
"7267","South","Metropolitan",47,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"7268","West","Metropolitan",35,"Male","Married",43,"BachelorsDegree","Private",420
"7269","South","Not Metropolitan",55,"Female","Married",39,"HighSchoolDiploma","Private",636.8
"7270","Northeast","Metropolitan",41,"Female","Married",44,"MastersDegree","Private",942.3
"7271","West","Metropolitan",32,"Male","Married",40,"SomeCollegeButNoDegree","Private",1575
"7272","South","Metropolitan",38,"Male","Not Married",43,"BachelorsDegree","Private",1000
"7273","Midwest","Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",442
"7274","Northeast","Metropolitan",39,"Male","Married",43,"BachelorsDegree","Private",1442.3
"7275","Northeast","Metropolitan",40,"Male","Married",44,"MastersDegree","Private",1923.07
"7276","South","Metropolitan",33,"Male","Not Married",43,"BachelorsDegree","Private",600
"7277","South","Metropolitan",20,"Female","Not Married",42,"AssocDegAcadem","Private",480.76
"7278","Northeast","Metropolitan",49,"Female","Not Married",39,"HighSchoolDiploma","Private",980
"7279","West","Metropolitan",35,"Female","Married",43,"BachelorsDegree","Private",1346.15
"7280","South","Metropolitan",36,"Female","Not Married",43,"BachelorsDegree","Private",1538.46
"7281","West","Metropolitan",47,"Male","Married",39,"HighSchoolDiploma","Private",320
"7282","Northeast","Not Metropolitan",51,"Male","Married",41,"AssocDegOccupVocat","Private",1400
"7283","Northeast","Metropolitan",37,"Male","Married",39,"HighSchoolDiploma","Private",612.5
"7284","Midwest","Not Metropolitan",61,"Male","Married",40,"SomeCollegeButNoDegree","Private",400
"7285","South","Not Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",716
"7286","Northeast","Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","Private",615
"7287","South","Not Metropolitan",43,"Male","Married",39,"HighSchoolDiploma","Private",800
"7288","Northeast","Metropolitan",58,"Female","Not Married",43,"BachelorsDegree","Private",1346
"7289","Midwest","Metropolitan",28,"Male","Married",39,"HighSchoolDiploma","Private",700
"7290","Midwest","Not Metropolitan",48,"Female","Married",39,"HighSchoolDiploma","Private",461.53
"7291","Midwest","Not Metropolitan",46,"Female","Not Married",42,"AssocDegAcadem","Private",800
"7292","Midwest","Metropolitan",33,"Female","Married",43,"BachelorsDegree","Private",1000
"7293","Midwest","Metropolitan",49,"Male","Married",39,"HighSchoolDiploma","Private",461.53
"7294","West","Metropolitan",56,"Male","Married",45,"ProfSchoolDegree","Private",1369
"7295","Midwest","Not Metropolitan",61,"Male","Married",43,"BachelorsDegree","Private",256
"7296","West","Metropolitan",51,"Female","Not Married",39,"HighSchoolDiploma","Private",720
"7297","West","Metropolitan",26,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",320
"7298","South","Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",640
"7299","West","Metropolitan",32,"Male","Married",40,"SomeCollegeButNoDegree","Private",1057.69
"7300","South","Metropolitan",26,"Female","Not Married",39,"HighSchoolDiploma","Private",440
"7301","Midwest","Metropolitan",54,"Female","Not Married",39,"HighSchoolDiploma","Private",439.2
"7302","South","Metropolitan",35,"Male","Married",43,"BachelorsDegree","Private",961.53
"7303","Northeast","Metropolitan",72,"Female","Married",39,"HighSchoolDiploma","Private",200
"7304","Northeast","Not Metropolitan",31,"Male","Not Married",39,"HighSchoolDiploma","Private",570
"7305","Northeast","Metropolitan",55,"Male","Married",39,"HighSchoolDiploma","Private",673.07
"7306","West","Metropolitan",27,"Male","Not Married",43,"BachelorsDegree","Private",807.69
"7307","South","Metropolitan",49,"Male","Married",39,"HighSchoolDiploma","Private",375
"7308","Midwest","Not Metropolitan",45,"Female","Not Married",43,"BachelorsDegree","Private",680
"7309","Northeast","Metropolitan",50,"Male","Not Married",37,"EleventhGrade","Private",865.38
"7310","Midwest","Metropolitan",58,"Female","Married",40,"SomeCollegeButNoDegree","Private",640
"7311","South","Metropolitan",41,"Male","Married",39,"HighSchoolDiploma","Private",380
"7312","West","Metropolitan",35,"Male","Married",36,"TenthGrade","Private",800
"7313","West","Metropolitan",54,"Male","Married",42,"AssocDegAcadem","Private",850
"7314","Midwest","Not Metropolitan",54,"Male","Not Married",43,"BachelorsDegree","Private",1115.38
"7315","South","Metropolitan",51,"Female","Not Married",43,"BachelorsDegree","Private",2884.61
"7316","Northeast","Not Metropolitan",30,"Female","Not Married",39,"HighSchoolDiploma","Private",297.5
"7317","West","Not Metropolitan",27,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"7318","Midwest","Metropolitan",28,"Male","Not Married",39,"HighSchoolDiploma","Private",385
"7319","South","Metropolitan",34,"Female","Married",43,"BachelorsDegree","Private",769
"7320","Midwest","Metropolitan",56,"Male","Not Married",43,"BachelorsDegree","Private",1538
"7321","South","Not Metropolitan",26,"Female","Not Married",35,"NinthGrade","Private",280
"7322","Midwest","Metropolitan",24,"Male","Not Married",39,"HighSchoolDiploma","Private",808.4
"7323","West","Metropolitan",36,"Male","Married",35,"NinthGrade","Private",908.46
"7324","South","Metropolitan",47,"Female","Married",40,"SomeCollegeButNoDegree","Private",769
"7325","West","Metropolitan",49,"Female","Married",42,"AssocDegAcadem","Private",903
"7326","Midwest","Not Metropolitan",59,"Male","Not Married",42,"AssocDegAcadem","Private",1100
"7327","South","Metropolitan",54,"Female","Not Married",39,"HighSchoolDiploma","Private",960
"7328","West","Metropolitan",30,"Male","Not Married",39,"HighSchoolDiploma","Private",1
"7329","South","Metropolitan",56,"Female","Not Married",39,"HighSchoolDiploma","Private",462.6
"7330","Midwest","Not Metropolitan",50,"Male","Married",39,"HighSchoolDiploma","Private",1538.46
"7331","Northeast","Not Metropolitan",33,"Female","Married",45,"ProfSchoolDegree","Private",2884.61
"7332","Midwest","Metropolitan",24,"Female","Not Married",34,"SeventhOrEighthGrade","Private",480
"7333","Midwest","Metropolitan",46,"Female","Married",43,"BachelorsDegree","Private",446.98
"7334","West","Metropolitan",52,"Male","Married",43,"BachelorsDegree","Private",1442
"7335","Midwest","Not Metropolitan",49,"Male","Married",42,"AssocDegAcadem","Private",865.38
"7336","Midwest","Not Metropolitan",79,"Male","Married",40,"SomeCollegeButNoDegree","Private",1000
"7337","Northeast","Not Metropolitan",49,"Female","Not Married",39,"HighSchoolDiploma","Private",576.92
"7338","Midwest","Metropolitan",41,"Male","Married",33,"FifthorSixthGrade","Private",740
"7339","South","Metropolitan",26,"Female","Not Married",44,"MastersDegree","Private",864.42
"7340","Midwest","Metropolitan",56,"Male","Married",39,"HighSchoolDiploma","Private",1000
"7341","South","Metropolitan",33,"Female","Married",43,"BachelorsDegree","Private",923.07
"7342","West","Metropolitan",43,"Male","Married",35,"NinthGrade","Private",1038.46
"7343","West","Not Metropolitan",48,"Male","Married",40,"SomeCollegeButNoDegree","Private",1461.53
"7344","West","Metropolitan",34,"Female","Married",43,"BachelorsDegree","Private",738.46
"7345","South","Not Metropolitan",48,"Female","Married",42,"AssocDegAcadem","Private",470
"7346","West","Metropolitan",36,"Male","Married",40,"SomeCollegeButNoDegree","Private",940
"7347","West","Metropolitan",29,"Female","Married",44,"MastersDegree","Private",1346
"7348","West","Metropolitan",39,"Female","Married",40,"SomeCollegeButNoDegree","Private",923.07
"7349","South","Metropolitan",44,"Female","Married",39,"HighSchoolDiploma","Private",961.53
"7350","Northeast","Metropolitan",27,"Male","Married",42,"AssocDegAcadem","Private",1100
"7351","South","Not Metropolitan",27,"Female","Married",43,"BachelorsDegree","Private",692.3
"7352","West","Metropolitan",39,"Male","Not Married",43,"BachelorsDegree","Private",200
"7353","West","Metropolitan",47,"Female","Married",39,"HighSchoolDiploma","Private",960
"7354","West","Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","Private",480.8
"7355","Northeast","Metropolitan",40,"Male","Married",43,"BachelorsDegree","Private",1538.46
"7356","Midwest","Metropolitan",46,"Female","Not Married",43,"BachelorsDegree","Private",575
"7357","South","Metropolitan",47,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",560
"7358","West","Metropolitan",42,"Male","Married",42,"AssocDegAcadem","Private",1240.38
"7359","South","Metropolitan",35,"Male","Married",43,"BachelorsDegree","Private",416
"7360","Midwest","Metropolitan",38,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",300
"7361","West","Metropolitan",43,"Male","Married",40,"SomeCollegeButNoDegree","Private",550
"7362","Midwest","Metropolitan",40,"Female","Married",43,"BachelorsDegree","Private",1346.15
"7363","Midwest","Not Metropolitan",49,"Female","Married",40,"SomeCollegeButNoDegree","Private",310
"7364","Midwest","Metropolitan",55,"Male","Married",39,"HighSchoolDiploma","Private",767.6
"7365","Midwest","Metropolitan",46,"Female","Married",44,"MastersDegree","Private",450
"7366","West","Metropolitan",30,"Male","Not Married",43,"BachelorsDegree","Private",1249.84
"7367","Midwest","Metropolitan",64,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",865
"7368","Northeast","Metropolitan",52,"Male","Married",39,"HighSchoolDiploma","Private",2403
"7369","South","Metropolitan",36,"Male","Not Married",39,"HighSchoolDiploma","Private",456
"7370","Midwest","Not Metropolitan",27,"Female","Not Married",39,"HighSchoolDiploma","Private",520
"7371","South","Metropolitan",40,"Female","Married",43,"BachelorsDegree","Private",1615
"7372","Midwest","Metropolitan",51,"Female","Not Married",42,"AssocDegAcadem","Private",1775
"7373","West","Metropolitan",36,"Female","Not Married",43,"BachelorsDegree","Private",860
"7374","Midwest","Not Metropolitan",43,"Male","Married",43,"BachelorsDegree","Private",923.07
"7375","West","Metropolitan",22,"Female","Not Married",39,"HighSchoolDiploma","Private",438.46
"7376","Northeast","Metropolitan",18,"Male","Not Married",39,"HighSchoolDiploma","Private",200
"7377","Northeast","Not Metropolitan",35,"Female","Married",42,"AssocDegAcadem","Private",1250
"7378","West","Metropolitan",50,"Male","Married",39,"HighSchoolDiploma","Private",769
"7379","Midwest","Metropolitan",25,"Male","Married",43,"BachelorsDegree","Private",1000
"7380","South","Metropolitan",56,"Male","Not Married",43,"BachelorsDegree","Private",2884.61
"7381","South","Metropolitan",46,"Male","Not Married",44,"MastersDegree","Private",2692.3
"7382","West","Metropolitan",36,"Male","Married",44,"MastersDegree","Private",1086
"7383","Northeast","Not Metropolitan",46,"Female","Married",42,"AssocDegAcadem","Private",540
"7384","Northeast","Metropolitan",63,"Male","Married",39,"HighSchoolDiploma","Private",1230.76
"7385","Northeast","Metropolitan",50,"Female","Married",40,"SomeCollegeButNoDegree","Private",863
"7386","Midwest","Metropolitan",25,"Female","Not Married",39,"HighSchoolDiploma","Private",484.61
"7387","West","Metropolitan",64,"Female","Not Married",43,"BachelorsDegree","Private",692.3
"7388","South","Metropolitan",43,"Female","Married",40,"SomeCollegeButNoDegree","Private",640
"7389","West","Metropolitan",36,"Male","Married",37,"EleventhGrade","Private",562
"7390","Northeast","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",2115.38
"7391","South","Metropolitan",39,"Female","Married",39,"HighSchoolDiploma","Private",888.4
"7392","South","Metropolitan",35,"Female","Married",43,"BachelorsDegree","Private",1490.38
"7393","Northeast","Metropolitan",57,"Male","Married",39,"HighSchoolDiploma","Private",2884.61
"7394","South","Metropolitan",27,"Female","Married",43,"BachelorsDegree","Private",614
"7395","Northeast","Metropolitan",46,"Male","Married",37,"EleventhGrade","Private",576
"7396","South","Not Metropolitan",48,"Female","Married",44,"MastersDegree","Private",923.07
"7397","South","Metropolitan",22,"Male","Not Married",39,"HighSchoolDiploma","Private",420
"7398","West","Metropolitan",37,"Female","Married",43,"BachelorsDegree","Private",1980
"7399","Midwest","Metropolitan",27,"Female","Not Married",39,"HighSchoolDiploma","Private",299.25
"7400","Midwest","Metropolitan",41,"Female","Married",42,"AssocDegAcadem","Private",961
"7401","West","Metropolitan",34,"Male","Married",39,"HighSchoolDiploma","Private",1107
"7402","West","Metropolitan",32,"Male","Married",43,"BachelorsDegree","Private",1403.84
"7403","South","Metropolitan",61,"Male","Married",40,"SomeCollegeButNoDegree","Private",1000
"7404","Northeast","Metropolitan",48,"Male","Not Married",39,"HighSchoolDiploma","Private",1057
"7405","Northeast","Metropolitan",34,"Male","Married",45,"ProfSchoolDegree","Private",980.76
"7406","West","Metropolitan",43,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",615.38
"7407","West","Not Metropolitan",24,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",384.61
"7408","South","Metropolitan",45,"Male","Not Married",39,"HighSchoolDiploma","Private",700
"7409","South","Metropolitan",64,"Male","Married",37,"EleventhGrade","Private",173
"7410","West","Not Identified",25,"Male","Not Married",39,"HighSchoolDiploma","Private",692.3
"7411","Midwest","Metropolitan",30,"Male","Married",41,"AssocDegOccupVocat","Private",1532.69
"7412","Northeast","Metropolitan",61,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1384.61
"7413","Midwest","Metropolitan",28,"Male","Not Married",39,"HighSchoolDiploma","Private",615
"7414","Midwest","Metropolitan",39,"Male","Married",40,"SomeCollegeButNoDegree","Private",1305
"7415","West","Metropolitan",40,"Male","Married",40,"SomeCollegeButNoDegree","Private",711.53
"7416","South","Not Metropolitan",54,"Female","Married",40,"SomeCollegeButNoDegree","Private",769.23
"7417","West","Metropolitan",27,"Female","Not Married",43,"BachelorsDegree","Private",769.23
