"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"21599","West","MetropolitanArea",6,14,"NotBlack",973.41
"21600","Midwest","NotMetropolitanArea",3,16,"NotBlack",356.13
"21601","West","MetropolitanArea",29,12,"NotBlack",1251.19
"21602","South","NotMetropolitanArea",48,7,"NotBlack",393.4
"21603","South","MetropolitanArea",29,12,"NotBlack",830.96
"21604","Midwest","NotMetropolitanArea",10,12,"NotBlack",472.84
"21605","South","NotMetropolitanArea",35,12,"NotBlack",213.68
"21606","Midwest","MetropolitanArea",18,18,"NotBlack",1044.63
"21607","Northeast","NotMetropolitanArea",2,12,"Black",332.38
"21608","South","MetropolitanArea",12,12,"NotBlack",194.68
"21609","South","NotMetropolitanArea",30,12,"NotBlack",370.16
"21610","Midwest","MetropolitanArea",7,12,"NotBlack",688.51
"21611","South","MetropolitanArea",7,12,"NotBlack",427.35
"21612","Midwest","MetropolitanArea",9,14,"NotBlack",546.06
"21613","West","MetropolitanArea",18,14,"NotBlack",522.32
"21614","South","NotMetropolitanArea",22,11,"NotBlack",593.54
"21615","Northeast","MetropolitanArea",1,16,"NotBlack",118.71
"21616","South","NotMetropolitanArea",16,10,"Black",237.42
"21617","South","MetropolitanArea",9,13,"Black",101.64
"21618","South","MetropolitanArea",26,18,"NotBlack",1614.43
"21619","West","NotMetropolitanArea",18,15,"NotBlack",884.38
"21620","Midwest","MetropolitanArea",39,15,"NotBlack",593.54
"21621","Northeast","MetropolitanArea",38,10,"NotBlack",201.8
"21622","Midwest","MetropolitanArea",11,18,"NotBlack",1258.31
"21623","West","MetropolitanArea",32,9,"NotBlack",641.03
"21624","South","NotMetropolitanArea",22,8,"Black",595.06
"21625","West","MetropolitanArea",31,12,"NotBlack",236.3
"21626","West","MetropolitanArea",9,9,"NotBlack",148.15
"21627","South","MetropolitanArea",2,16,"NotBlack",830.96
"21628","West","NotMetropolitanArea",1,16,"NotBlack",162.96
"21629","Northeast","MetropolitanArea",10,12,"NotBlack",822.06
"21630","West","NotMetropolitanArea",27,12,"NotBlack",1163.34
"21631","West","MetropolitanArea",4,12,"NotBlack",256.41
"21632","Northeast","MetropolitanArea",7,18,"NotBlack",1234.57
"21633","Midwest","NotMetropolitanArea",12,12,"NotBlack",735.99
"21634","South","NotMetropolitanArea",15,12,"NotBlack",368
"21635","West","MetropolitanArea",43,10,"NotBlack",356.13
"21636","West","MetropolitanArea",0,16,"NotBlack",887.35
"21637","South","NotMetropolitanArea",6,14,"NotBlack",569.8
"21638","South","MetropolitanArea",17,15,"NotBlack",617.28
"21639","Northeast","NotMetropolitanArea",2,12,"NotBlack",332.38
"21640","South","MetropolitanArea",51,8,"NotBlack",324.5
"21641","Midwest","MetropolitanArea",31,16,"NotBlack",949.67
"21642","South","MetropolitanArea",24,12,"Black",427.35
"21643","Midwest","MetropolitanArea",18,16,"NotBlack",841.75
"21644","Northeast","NotMetropolitanArea",19,14,"NotBlack",841.45
"21645","South","NotMetropolitanArea",12,14,"NotBlack",446.34
"21646","South","MetropolitanArea",7,14,"NotBlack",206.72
"21647","South","MetropolitanArea",7,16,"NotBlack",624.41
"21648","Northeast","NotMetropolitanArea",44,12,"NotBlack",569.14
"21649","Midwest","NotMetropolitanArea",23,12,"NotBlack",830.96
"21650","Midwest","MetropolitanArea",47,12,"NotBlack",641.03
"21651","Northeast","MetropolitanArea",8,16,"NotBlack",617.28
"21652","South","MetropolitanArea",16,14,"Black",783.48
"21653","West","NotMetropolitanArea",15,12,"NotBlack",284.9
"21654","Northeast","NotMetropolitanArea",37,5,"NotBlack",735.49
"21655","South","MetropolitanArea",18,12,"NotBlack",279.12
"21656","Northeast","MetropolitanArea",18,12,"Black",735.99
"21657","South","NotMetropolitanArea",4,13,"NotBlack",271.32
"21658","Northeast","MetropolitanArea",5,16,"NotBlack",560.3
"21659","South","MetropolitanArea",14,12,"NotBlack",498.58
"21660","South","MetropolitanArea",1,13,"Black",356.13
"21661","Midwest","MetropolitanArea",17,12,"NotBlack",723.79
"21662","Midwest","MetropolitanArea",34,12,"NotBlack",543.68
"21663","Midwest","MetropolitanArea",35,18,"NotBlack",1448.24
"21664","West","MetropolitanArea",37,15,"NotBlack",414.09
"21665","Northeast","MetropolitanArea",6,10,"NotBlack",1899.34
"21666","Northeast","MetropolitanArea",44,12,"NotBlack",474.83
"21667","South","MetropolitanArea",15,12,"Black",332.38
"21668","South","MetropolitanArea",8,16,"NotBlack",1187.08
"21669","Midwest","MetropolitanArea",4,12,"NotBlack",356.13
"21670","Northeast","MetropolitanArea",8,12,"NotBlack",522.32
"21671","South","MetropolitanArea",12,12,"NotBlack",927.14
"21672","Northeast","NotMetropolitanArea",41,12,"NotBlack",403.61
"21673","West","MetropolitanArea",10,12,"NotBlack",569.8
"21674","South","MetropolitanArea",17,16,"Black",949.67
"21675","South","MetropolitanArea",30,6,"NotBlack",344.25
"21676","South","NotMetropolitanArea",8,8,"NotBlack",185.19
"21677","South","MetropolitanArea",2,12,"NotBlack",142.45
"21678","South","NotMetropolitanArea",24,12,"NotBlack",427.35
"21679","West","MetropolitanArea",11,12,"NotBlack",569.8
"21680","South","MetropolitanArea",17,13,"NotBlack",641.03
"21681","Midwest","MetropolitanArea",3,10,"NotBlack",230.77
"21682","South","NotMetropolitanArea",14,12,"NotBlack",403.16
"21683","South","NotMetropolitanArea",15,12,"NotBlack",296.3
"21684","West","MetropolitanArea",18,12,"NotBlack",584.92
"21685","South","MetropolitanArea",10,10,"Black",424.98
"21686","Northeast","MetropolitanArea",19,16,"NotBlack",284.9
"21687","Midwest","MetropolitanArea",11,12,"NotBlack",712.25
"21688","South","MetropolitanArea",24,12,"NotBlack",83.97
"21689","Northeast","NotMetropolitanArea",47,8,"NotBlack",385.3
"21690","West","MetropolitanArea",8,16,"NotBlack",546.06
"21691","West","NotMetropolitanArea",11,17,"NotBlack",688.51
"21692","Northeast","MetropolitanArea",8,12,"NotBlack",411.52
"21693","Northeast","MetropolitanArea",6,9,"NotBlack",480.77
"21694","Midwest","MetropolitanArea",37,8,"NotBlack",759.73
"21695","Midwest","NotMetropolitanArea",5,15,"NotBlack",451.09
"21696","South","MetropolitanArea",39,12,"NotBlack",356.13
"21697","South","MetropolitanArea",18,16,"NotBlack",1305.79
"21698","Northeast","MetropolitanArea",10,16,"NotBlack",830.96
"21699","South","NotMetropolitanArea",10,12,"NotBlack",1175.21
"21700","West","MetropolitanArea",4,12,"NotBlack",237.42
"21701","Midwest","NotMetropolitanArea",28,18,"NotBlack",546.06
"21702","Midwest","MetropolitanArea",14,14,"NotBlack",593.54
"21703","West","NotMetropolitanArea",14,14,"NotBlack",593.54
"21704","West","MetropolitanArea",5,12,"NotBlack",844.37
"21705","West","MetropolitanArea",13,6,"NotBlack",172.84
"21706","West","MetropolitanArea",11,18,"NotBlack",902.18
"21707","West","MetropolitanArea",5,10,"NotBlack",296.3
"21708","Midwest","NotMetropolitanArea",20,12,"NotBlack",740.74
"21709","Northeast","MetropolitanArea",27,18,"Black",1111.11
"21710","West","MetropolitanArea",2,14,"NotBlack",237.42
"21711","South","NotMetropolitanArea",10,12,"NotBlack",561.49
"21712","South","NotMetropolitanArea",44,7,"NotBlack",438.96
"21713","Northeast","MetropolitanArea",17,18,"NotBlack",1187.08
"21714","Midwest","NotMetropolitanArea",3,17,"NotBlack",332.38
"21715","West","NotMetropolitanArea",17,15,"NotBlack",761.32
"21716","South","MetropolitanArea",7,16,"NotBlack",807.22
"21717","West","MetropolitanArea",13,12,"NotBlack",688.51
"21718","South","NotMetropolitanArea",21,14,"NotBlack",925.93
"21719","South","MetropolitanArea",26,12,"Black",949.67
"21720","South","NotMetropolitanArea",1,12,"NotBlack",284.9
"21721","Northeast","MetropolitanArea",21,5,"NotBlack",237.42
"21722","Northeast","MetropolitanArea",14,16,"NotBlack",864.2
"21723","South","MetropolitanArea",26,11,"Black",261.16
"21724","South","MetropolitanArea",24,12,"NotBlack",706.65
"21725","Northeast","MetropolitanArea",39,12,"NotBlack",493.83
"21726","Northeast","NotMetropolitanArea",22,16,"NotBlack",1234.57
"21727","Northeast","NotMetropolitanArea",45,8,"NotBlack",237.42
"21728","South","MetropolitanArea",16,12,"NotBlack",997.15
"21729","West","MetropolitanArea",15,17,"NotBlack",885.94
"21730","South","NotMetropolitanArea",12,12,"NotBlack",878.44
"21731","Northeast","NotMetropolitanArea",15,12,"NotBlack",427.35
"21732","West","NotMetropolitanArea",44,9,"NotBlack",664.77
"21733","West","NotMetropolitanArea",1,12,"NotBlack",332.38
"21734","Northeast","NotMetropolitanArea",19,15,"NotBlack",498.53
"21735","West","MetropolitanArea",34,12,"NotBlack",1139.6
"21736","South","MetropolitanArea",37,7,"NotBlack",562.68
"21737","Northeast","MetropolitanArea",41,12,"NotBlack",758.02
"21738","West","MetropolitanArea",35,3,"NotBlack",308.64
"21739","Northeast","MetropolitanArea",37,11,"NotBlack",474.83
"21740","Midwest","NotMetropolitanArea",14,12,"NotBlack",1957.67
"21741","South","NotMetropolitanArea",33,17,"NotBlack",643
"21742","South","NotMetropolitanArea",17,13,"NotBlack",764.93
"21743","Northeast","MetropolitanArea",39,12,"NotBlack",1068.38
"21744","Midwest","NotMetropolitanArea",3,12,"NotBlack",168.15
"21745","West","NotMetropolitanArea",11,12,"NotBlack",702.75
"21746","Northeast","MetropolitanArea",6,12,"NotBlack",284.9
"21747","Midwest","MetropolitanArea",17,14,"NotBlack",313.63
"21748","South","NotMetropolitanArea",24,14,"NotBlack",712.25
"21749","South","MetropolitanArea",34,12,"Black",370.37
"21750","Midwest","MetropolitanArea",0,12,"NotBlack",427.35
"21751","South","MetropolitanArea",0,13,"NotBlack",154.32
"21752","South","MetropolitanArea",14,12,"Black",216.05
"21753","Northeast","MetropolitanArea",34,12,"NotBlack",657.64
"21754","South","MetropolitanArea",3,12,"NotBlack",284.9
"21755","Midwest","MetropolitanArea",35,16,"NotBlack",1020.89
"21756","South","MetropolitanArea",24,12,"Black",617.28
"21757","West","MetropolitanArea",5,11,"NotBlack",430.89
"21758","South","NotMetropolitanArea",19,12,"Black",754.99
"21759","South","NotMetropolitanArea",37,12,"NotBlack",474.83
"21760","Northeast","MetropolitanArea",24,17,"NotBlack",890.31
"21761","South","MetropolitanArea",17,18,"Black",902.18
"21762","South","MetropolitanArea",6,11,"NotBlack",314.81
"21763","South","MetropolitanArea",7,12,"NotBlack",308.64
"21764","Midwest","MetropolitanArea",25,12,"Black",959.92
"21765","West","MetropolitanArea",30,12,"NotBlack",2016.46
"21766","Midwest","NotMetropolitanArea",17,18,"NotBlack",1282.05
"21767","South","MetropolitanArea",44,12,"NotBlack",356.13
"21768","Midwest","NotMetropolitanArea",38,12,"NotBlack",332.38
"21769","West","MetropolitanArea",5,16,"NotBlack",487.18
"21770","Midwest","MetropolitanArea",37,12,"Black",485.01
"21771","Midwest","MetropolitanArea",5,12,"NotBlack",399
"21772","West","NotMetropolitanArea",15,18,"NotBlack",892.69
"21773","South","MetropolitanArea",13,11,"NotBlack",664.77
"21774","West","NotMetropolitanArea",47,14,"NotBlack",166.19
"21775","Northeast","MetropolitanArea",8,18,"NotBlack",850.97
"21776","Midwest","NotMetropolitanArea",14,16,"NotBlack",587.75
"21777","South","MetropolitanArea",16,12,"NotBlack",650.23
"21778","Northeast","MetropolitanArea",15,16,"NotBlack",617.28
"21779","West","MetropolitanArea",14,12,"NotBlack",498.58
"21780","Northeast","MetropolitanArea",24,14,"NotBlack",446.34
"21781","West","NotMetropolitanArea",13,14,"NotBlack",522.32
"21782","Northeast","MetropolitanArea",29,9,"NotBlack",691.36
"21783","South","MetropolitanArea",19,16,"NotBlack",188.34
"21784","South","NotMetropolitanArea",45,10,"NotBlack",735.99
"21785","West","NotMetropolitanArea",19,18,"NotBlack",759.73
"21786","South","MetropolitanArea",13,12,"Black",830.96
"21787","Northeast","MetropolitanArea",30,18,"NotBlack",1780.63
"21788","Northeast","MetropolitanArea",53,5,"NotBlack",427.35
"21789","Midwest","MetropolitanArea",16,14,"NotBlack",593.54
"21790","West","NotMetropolitanArea",16,12,"NotBlack",384.62
"21791","West","NotMetropolitanArea",3,12,"NotBlack",216.05
"21792","West","MetropolitanArea",46,12,"NotBlack",342.88
"21793","South","MetropolitanArea",26,12,"NotBlack",696.19
"21794","West","MetropolitanArea",7,18,"NotBlack",1234.57
"21795","Midwest","MetropolitanArea",28,16,"NotBlack",1260.68
"21796","South","NotMetropolitanArea",12,12,"NotBlack",379.87
"21797","Northeast","MetropolitanArea",17,12,"NotBlack",617.28
"21798","West","MetropolitanArea",14,16,"NotBlack",534.19
"21799","West","MetropolitanArea",54,0,"NotBlack",189.93
"21800","South","MetropolitanArea",26,10,"Black",314.1
"21801","South","NotMetropolitanArea",12,12,"NotBlack",449.74
"21802","Northeast","MetropolitanArea",12,14,"NotBlack",546.06
"21803","South","MetropolitanArea",26,18,"NotBlack",830.96
"21804","South","NotMetropolitanArea",36,8,"NotBlack",284.9
"21805","Northeast","MetropolitanArea",9,12,"NotBlack",854.7
"21806","Northeast","MetropolitanArea",4,14,"NotBlack",522.32
"21807","Northeast","NotMetropolitanArea",11,18,"NotBlack",314.69
"21808","Midwest","NotMetropolitanArea",21,12,"NotBlack",522.32
"21809","South","MetropolitanArea",36,12,"NotBlack",1139.6
"21810","Midwest","MetropolitanArea",1,16,"NotBlack",462.96
"21811","Northeast","MetropolitanArea",9,16,"NotBlack",688.51
"21812","West","MetropolitanArea",7,12,"NotBlack",403.61
"21813","Northeast","MetropolitanArea",0,12,"NotBlack",206.55
"21814","Midwest","MetropolitanArea",24,16,"NotBlack",830.96
"21815","Northeast","MetropolitanArea",23,16,"NotBlack",1666.67
"21816","Midwest","MetropolitanArea",7,18,"NotBlack",987.65
"21817","Northeast","MetropolitanArea",12,16,"NotBlack",1899.34
"21818","Midwest","MetropolitanArea",17,11,"NotBlack",420.23
"21819","South","NotMetropolitanArea",9,12,"Black",320.99
"21820","Midwest","NotMetropolitanArea",8,12,"NotBlack",379.87
"21821","Midwest","MetropolitanArea",15,14,"NotBlack",223.17
"21822","West","NotMetropolitanArea",28,12,"NotBlack",949.67
"21823","West","MetropolitanArea",23,14,"NotBlack",1187.08
"21824","Northeast","NotMetropolitanArea",1,15,"NotBlack",356.13
"21825","West","MetropolitanArea",40,6,"NotBlack",427.35
"21826","South","MetropolitanArea",18,17,"NotBlack",451.09
"21827","South","MetropolitanArea",0,17,"NotBlack",242.5
"21828","South","MetropolitanArea",10,12,"NotBlack",470.09
"21829","Midwest","MetropolitanArea",13,12,"NotBlack",451.09
"21830","Midwest","MetropolitanArea",15,18,"NotBlack",1661.92
"21831","South","MetropolitanArea",35,14,"NotBlack",354.59
"21832","West","MetropolitanArea",34,12,"NotBlack",902.18
"21833","Northeast","MetropolitanArea",23,12,"NotBlack",427.35
"21834","Midwest","MetropolitanArea",25,14,"NotBlack",1187.08
"21835","South","MetropolitanArea",26,12,"Black",284.9
"21836","South","NotMetropolitanArea",40,12,"NotBlack",137.17
"21837","South","MetropolitanArea",19,16,"NotBlack",329.22
"21838","Midwest","MetropolitanArea",13,16,"NotBlack",403.61
"21839","Northeast","MetropolitanArea",39,12,"NotBlack",356.13
"21840","Midwest","MetropolitanArea",0,14,"NotBlack",456.79
"21841","Northeast","MetropolitanArea",39,12,"NotBlack",617.28
"21842","Northeast","MetropolitanArea",18,12,"NotBlack",1044.63
"21843","Midwest","MetropolitanArea",4,12,"NotBlack",474.83
"21844","Northeast","MetropolitanArea",25,12,"NotBlack",617.28
"21845","Northeast","MetropolitanArea",23,12,"NotBlack",830.96
"21846","Northeast","NotMetropolitanArea",17,14,"Black",735.99
"21847","Midwest","NotMetropolitanArea",9,16,"NotBlack",474.83
"21848","Midwest","MetropolitanArea",8,12,"NotBlack",290.49
"21849","South","MetropolitanArea",13,15,"NotBlack",712.25
"21850","South","MetropolitanArea",34,14,"NotBlack",593.54
"21851","Northeast","MetropolitanArea",31,15,"NotBlack",1543.21
"21852","South","MetropolitanArea",11,12,"NotBlack",451.09
"21853","South","MetropolitanArea",34,7,"NotBlack",117.63
"21854","Northeast","MetropolitanArea",6,16,"Black",740.74
"21855","South","MetropolitanArea",11,14,"NotBlack",797.72
"21856","Northeast","MetropolitanArea",11,12,"NotBlack",830.96
"21857","West","MetropolitanArea",21,15,"NotBlack",1899.34
"21858","South","NotMetropolitanArea",19,17,"NotBlack",569.8
"21859","Midwest","NotMetropolitanArea",3,12,"NotBlack",166.19
"21860","South","MetropolitanArea",13,16,"NotBlack",783.48
"21861","West","NotMetropolitanArea",32,8,"NotBlack",548.7
"21862","South","NotMetropolitanArea",33,8,"Black",582.01
"21863","Midwest","MetropolitanArea",22,6,"NotBlack",522.32
"21864","Northeast","NotMetropolitanArea",32,12,"NotBlack",546.06
"21865","South","NotMetropolitanArea",8,12,"NotBlack",154.32
"21866","West","MetropolitanArea",37,14,"NotBlack",902.18
"21867","West","MetropolitanArea",22,16,"NotBlack",698.01
"21868","West","NotMetropolitanArea",45,8,"NotBlack",1535.4
"21869","South","MetropolitanArea",2,12,"Black",237.42
"21870","West","MetropolitanArea",11,8,"NotBlack",284.9
"21871","Midwest","MetropolitanArea",18,16,"NotBlack",1020.89
"21872","South","MetropolitanArea",16,16,"NotBlack",888.89
"21873","South","MetropolitanArea",40,8,"NotBlack",395.06
"21874","Midwest","MetropolitanArea",24,12,"NotBlack",759.73
"21875","Northeast","MetropolitanArea",35,16,"NotBlack",712.25
"21876","Midwest","MetropolitanArea",3,15,"NotBlack",105.82
"21877","Northeast","MetropolitanArea",16,18,"NotBlack",712.25
"21878","Northeast","MetropolitanArea",25,8,"NotBlack",712.25
"21879","Northeast","MetropolitanArea",11,12,"NotBlack",543.54
"21880","West","MetropolitanArea",26,18,"NotBlack",522.32
"21881","West","MetropolitanArea",17,14,"NotBlack",771.6
"21882","South","MetropolitanArea",9,10,"NotBlack",474.83
"21883","South","MetropolitanArea",15,12,"NotBlack",569.8
"21884","South","NotMetropolitanArea",24,10,"NotBlack",745.88
"21885","Midwest","NotMetropolitanArea",10,12,"NotBlack",174.29
"21886","South","MetropolitanArea",27,7,"NotBlack",593.54
"21887","West","MetropolitanArea",4,13,"NotBlack",222.22
"21888","Midwest","MetropolitanArea",11,12,"NotBlack",629.15
"21889","Midwest","MetropolitanArea",2,14,"NotBlack",237.42
"21890","Midwest","MetropolitanArea",46,13,"NotBlack",617.28
"21891","Northeast","MetropolitanArea",41,16,"Black",118.71
"21892","South","MetropolitanArea",18,14,"NotBlack",629.15
"21893","West","MetropolitanArea",40,14,"NotBlack",712.25
"21894","Northeast","MetropolitanArea",31,12,"NotBlack",593.54
"21895","South","NotMetropolitanArea",17,16,"NotBlack",1187.08
"21896","West","NotMetropolitanArea",19,12,"NotBlack",694.44
"21897","South","MetropolitanArea",5,12,"NotBlack",512.82
"21898","West","MetropolitanArea",22,14,"NotBlack",624
"21899","South","MetropolitanArea",52,0,"NotBlack",400.26
"21900","West","MetropolitanArea",35,12,"NotBlack",569.8
"21901","South","MetropolitanArea",10,12,"Black",147.2
"21902","Midwest","NotMetropolitanArea",21,13,"NotBlack",1020.89
"21903","West","MetropolitanArea",7,12,"NotBlack",688.51
"21904","Midwest","NotMetropolitanArea",28,11,"NotBlack",593.54
"21905","South","MetropolitanArea",11,12,"NotBlack",336.66
"21906","Midwest","NotMetropolitanArea",8,12,"NotBlack",807.22
"21907","South","MetropolitanArea",29,14,"NotBlack",703.79
"21908","Northeast","NotMetropolitanArea",14,12,"NotBlack",474.6
"21909","West","MetropolitanArea",5,13,"NotBlack",356.13
"21910","South","MetropolitanArea",15,14,"NotBlack",528.85
"21911","Northeast","MetropolitanArea",1,12,"NotBlack",59.35
"21912","Midwest","MetropolitanArea",33,12,"NotBlack",878.44
"21913","West","NotMetropolitanArea",21,18,"NotBlack",712.25
"21914","Midwest","NotMetropolitanArea",16,12,"NotBlack",264.55
"21915","West","MetropolitanArea",35,12,"NotBlack",1068.38
"21916","West","MetropolitanArea",20,4,"NotBlack",189.93
"21917","Northeast","MetropolitanArea",7,18,"NotBlack",759.73
"21918","South","NotMetropolitanArea",19,12,"NotBlack",660.02
"21919","Northeast","MetropolitanArea",13,16,"NotBlack",2255.46
"21920","West","MetropolitanArea",17,6,"NotBlack",641.03
"21921","Northeast","MetropolitanArea",2,16,"NotBlack",199.43
"21922","Northeast","MetropolitanArea",9,16,"NotBlack",902.18
"21923","West","MetropolitanArea",1,12,"NotBlack",237.42
"21924","West","MetropolitanArea",23,12,"NotBlack",712.25
"21925","South","MetropolitanArea",7,12,"NotBlack",213.68
"21926","South","MetropolitanArea",3,16,"NotBlack",735.99
"21927","Northeast","MetropolitanArea",10,12,"NotBlack",249.66
"21928","Midwest","MetropolitanArea",15,18,"NotBlack",1899.34
"21929","West","MetropolitanArea",18,14,"NotBlack",617.28
"21930","West","MetropolitanArea",28,12,"NotBlack",973.41
"21931","Northeast","MetropolitanArea",47,8,"NotBlack",129.63
"21932","Northeast","NotMetropolitanArea",14,14,"NotBlack",741.41
"21933","South","MetropolitanArea",8,12,"NotBlack",325.79
"21934","Northeast","MetropolitanArea",4,12,"NotBlack",376.54
"21935","Midwest","MetropolitanArea",2,12,"NotBlack",284.9
"21936","West","MetropolitanArea",13,9,"NotBlack",246.91
"21937","South","NotMetropolitanArea",10,9,"NotBlack",370.37
"21938","South","MetropolitanArea",13,10,"NotBlack",340.12
"21939","West","MetropolitanArea",17,12,"NotBlack",280.65
"21940","Northeast","MetropolitanArea",17,16,"NotBlack",878.44
"21941","West","MetropolitanArea",2,15,"NotBlack",158.28
"21942","Midwest","MetropolitanArea",17,14,"NotBlack",2374.15
"21943","Northeast","MetropolitanArea",15,18,"NotBlack",1543.21
"21944","West","MetropolitanArea",17,12,"NotBlack",729.37
"21945","Midwest","MetropolitanArea",17,18,"NotBlack",783.48
"21946","South","NotMetropolitanArea",6,14,"NotBlack",451.09
"21947","Northeast","MetropolitanArea",9,12,"NotBlack",854.7
"21948","Midwest","NotMetropolitanArea",24,12,"NotBlack",356.13
"21949","West","MetropolitanArea",11,14,"NotBlack",1661.92
"21950","South","MetropolitanArea",25,10,"Black",296.77
"21951","West","MetropolitanArea",18,12,"NotBlack",712.25
"21952","Midwest","MetropolitanArea",29,17,"NotBlack",1780.63
"21953","West","NotMetropolitanArea",6,18,"NotBlack",569.8
"21954","Midwest","NotMetropolitanArea",19,12,"NotBlack",973.41
"21955","South","MetropolitanArea",3,12,"NotBlack",249.85
"21956","West","MetropolitanArea",24,16,"NotBlack",2326.69
"21957","West","MetropolitanArea",19,12,"NotBlack",949.67
"21958","Northeast","MetropolitanArea",5,16,"NotBlack",284.9
"21959","Northeast","MetropolitanArea",10,12,"NotBlack",765.43
"21960","South","MetropolitanArea",16,13,"NotBlack",498.58
"21961","South","MetropolitanArea",37,16,"NotBlack",1187.08
"21962","West","MetropolitanArea",6,11,"NotBlack",332.38
"21963","Midwest","MetropolitanArea",31,12,"NotBlack",1258.31
"21964","Midwest","MetropolitanArea",44,16,"NotBlack",1286.01
"21965","South","NotMetropolitanArea",11,11,"NotBlack",427.35
"21966","West","MetropolitanArea",22,16,"NotBlack",2374.15
"21967","Northeast","MetropolitanArea",14,16,"NotBlack",712.25
"21968","Northeast","MetropolitanArea",14,12,"NotBlack",1469.72
"21969","South","NotMetropolitanArea",22,12,"NotBlack",532.24
"21970","Midwest","MetropolitanArea",10,12,"Black",593.54
"21971","South","MetropolitanArea",18,17,"NotBlack",759.73
"21972","Northeast","NotMetropolitanArea",11,12,"NotBlack",308.64
"21973","West","MetropolitanArea",2,12,"NotBlack",284.9
"21974","South","MetropolitanArea",29,14,"NotBlack",902.18
"21975","West","MetropolitanArea",20,12,"NotBlack",403.61
"21976","South","MetropolitanArea",21,18,"NotBlack",997.15
"21977","West","MetropolitanArea",25,12,"NotBlack",189.93
"21978","Northeast","MetropolitanArea",25,10,"NotBlack",617.28
"21979","South","MetropolitanArea",37,8,"NotBlack",474.83
"21980","Northeast","MetropolitanArea",42,12,"NotBlack",189.93
"21981","West","NotMetropolitanArea",21,12,"NotBlack",114.53
"21982","West","MetropolitanArea",10,14,"NotBlack",749.74
"21983","West","NotMetropolitanArea",13,15,"NotBlack",806.25
"21984","Northeast","MetropolitanArea",50,5,"Black",379.87
"21985","Northeast","MetropolitanArea",10,16,"NotBlack",724.12
"21986","Northeast","MetropolitanArea",15,18,"NotBlack",918.75
"21987","West","MetropolitanArea",28,16,"NotBlack",344.25
"21988","Northeast","MetropolitanArea",9,12,"NotBlack",1305.79
"21989","Midwest","MetropolitanArea",13,16,"NotBlack",1207.26
"21990","Northeast","MetropolitanArea",29,14,"NotBlack",759.73
"21991","South","MetropolitanArea",25,18,"NotBlack",641.03
"21992","South","NotMetropolitanArea",0,12,"NotBlack",227.92
"21993","Northeast","MetropolitanArea",10,16,"NotBlack",854.7
"21994","Midwest","NotMetropolitanArea",0,14,"NotBlack",349.79
"21995","West","MetropolitanArea",4,14,"NotBlack",1092.12
"21996","South","MetropolitanArea",7,16,"NotBlack",854.7
"21997","Midwest","MetropolitanArea",37,3,"NotBlack",82.3
"21998","Midwest","MetropolitanArea",11,14,"NotBlack",664.77
"21999","Northeast","MetropolitanArea",6,18,"NotBlack",997.15
"22000","South","NotMetropolitanArea",4,12,"NotBlack",239.65
"22001","South","NotMetropolitanArea",13,12,"NotBlack",949.67
"22002","South","NotMetropolitanArea",10,12,"NotBlack",617.28
"22003","Midwest","MetropolitanArea",26,12,"NotBlack",664.77
"22004","Northeast","NotMetropolitanArea",46,9,"NotBlack",447.29
"22005","Northeast","MetropolitanArea",26,18,"NotBlack",949.67
"22006","Northeast","MetropolitanArea",20,16,"NotBlack",687.32
"22007","Midwest","MetropolitanArea",48,12,"NotBlack",1105.97
"22008","Northeast","MetropolitanArea",10,15,"NotBlack",1329.53
"22009","South","NotMetropolitanArea",30,12,"Black",449.38
"22010","West","MetropolitanArea",4,15,"NotBlack",617.28
"22011","West","MetropolitanArea",9,12,"NotBlack",370.37
"22012","Midwest","MetropolitanArea",7,14,"NotBlack",498.58
"22013","South","MetropolitanArea",21,13,"NotBlack",483.09
"22014","South","MetropolitanArea",10,12,"NotBlack",391.74
"22015","South","MetropolitanArea",18,16,"NotBlack",830.96
"22016","South","NotMetropolitanArea",8,16,"NotBlack",296.3
"22017","Midwest","MetropolitanArea",12,12,"NotBlack",308.64
"22018","West","MetropolitanArea",6,10,"NotBlack",213.68
"22019","Northeast","MetropolitanArea",22,12,"NotBlack",641.03
"22020","West","MetropolitanArea",37,12,"NotBlack",973.41
"22021","South","MetropolitanArea",21,15,"NotBlack",771.6
"22022","Northeast","NotMetropolitanArea",12,12,"NotBlack",593.54
"22023","South","MetropolitanArea",5,12,"NotBlack",498.58
"22024","West","NotMetropolitanArea",36,13,"NotBlack",1218.97
"22025","South","MetropolitanArea",30,18,"NotBlack",830.96
"22026","Midwest","MetropolitanArea",7,16,"NotBlack",546.06
"22027","South","MetropolitanArea",25,1,"NotBlack",205.86
"22028","Northeast","MetropolitanArea",14,12,"NotBlack",830.96
"22029","Northeast","MetropolitanArea",21,18,"NotBlack",1200.27
"22030","Northeast","MetropolitanArea",15,11,"NotBlack",213.68
"22031","Midwest","MetropolitanArea",10,15,"NotBlack",712.25
"22032","Midwest","MetropolitanArea",13,12,"NotBlack",344.25
"22033","Midwest","MetropolitanArea",18,14,"NotBlack",830.96
"22034","Midwest","NotMetropolitanArea",8,10,"NotBlack",332.38
"22035","South","MetropolitanArea",15,16,"NotBlack",474.83
"22036","South","NotMetropolitanArea",0,14,"NotBlack",216.05
"22037","West","MetropolitanArea",3,18,"NotBlack",379.87
