"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"3744","West","Metropolitan",36,"EleventhGrade",37,"White",562
"3745","Midwest","Metropolitan",76,"SomeCollegeButNoDegree",40,"White",600
"3746","Midwest","Metropolitan",28,"BachelorsDegree",43,"White",885
"3747","Midwest","Not Metropolitan",41,"BachelorsDegree",43,"White",1500
"3748","South","Not Identified",55,"BachelorsDegree",43,"White",384.61
"3749","Northeast","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",825
"3750","Northeast","Metropolitan",26,"BachelorsDegree",43,"White",1115.38
"3751","Midwest","Not Metropolitan",62,"TenthGrade",36,"White",800
"3752","South","Metropolitan",65,"HighSchoolDiploma",39,"White",1442.3
"3753","South","Metropolitan",42,"HighSchoolDiploma",39,"White",700
"3754","West","Metropolitan",52,"MastersDegree",44,"White",1959
"3755","South","Metropolitan",62,"BachelorsDegree",43,"White",923.07
"3756","West","Metropolitan",22,"HighSchoolDiploma",39,"White",1234.5
"3757","South","Metropolitan",53,"BachelorsDegree",43,"White",300
"3758","Northeast","Not Metropolitan",40,"AssocDegOccupVocat",41,"White",412
"3759","West","Metropolitan",57,"SomeCollegeButNoDegree",40,"White",576
"3760","Midwest","Metropolitan",25,"HighSchoolDiploma",39,"White",340
"3761","West","Metropolitan",48,"MastersDegree",44,"White",1120
"3762","Midwest","Metropolitan",33,"TenthGrade",36,"White",510.8
"3763","South","Metropolitan",49,"HighSchoolDiploma",39,"Black",370
"3764","Northeast","Metropolitan",46,"HighSchoolDiploma",39,"White",1600
"3765","South","Metropolitan",29,"EleventhGrade",37,"White",674
"3766","Northeast","Metropolitan",33,"MastersDegree",44,"White",1750
"3767","West","Metropolitan",62,"BachelorsDegree",43,"White",1538.46
"3768","West","Not Metropolitan",46,"HighSchoolDiploma",39,"White",326.92
"3769","Northeast","Metropolitan",50,"BachelorsDegree",43,"White",769
"3770","South","Metropolitan",23,"HighSchoolDiploma",39,"White",500
"3771","West","Metropolitan",44,"AssocDegOccupVocat",41,"White",800
"3772","Midwest","Metropolitan",47,"BachelorsDegree",43,"White",1346.15
"3773","Midwest","Metropolitan",39,"BachelorsDegree",43,"White",807.69
"3774","West","Metropolitan",35,"HighSchoolDiploma",39,"White",1538
"3775","Midwest","Metropolitan",23,"BachelorsDegree",43,"White",420
"3776","Northeast","Metropolitan",36,"BachelorsDegree",43,"White",1923.07
"3777","South","Metropolitan",30,"HighSchoolDiploma",39,"White",360
"3778","South","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",576.92
"3779","Midwest","Metropolitan",63,"HighSchoolDiploma",39,"White",480
"3780","Northeast","Not Metropolitan",37,"HighSchoolDiploma",39,"White",456
"3781","Northeast","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",480
"3782","West","Metropolitan",64,"FifthorSixthGrade",33,"White",615.5
"3783","Northeast","Metropolitan",50,"BachelorsDegree",43,"White",1596
"3784","South","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",384.61
"3785","South","Metropolitan",55,"BachelorsDegree",43,"White",2115
"3786","Midwest","Not Metropolitan",54,"SomeCollegeButNoDegree",40,"White",899.6
"3787","South","Metropolitan",37,"MastersDegree",44,"White",2115.38
"3788","South","Metropolitan",33,"SomeCollegeButNoDegree",40,"White",480
"3789","South","Metropolitan",63,"SomeCollegeButNoDegree",40,"White",884
"3790","West","Metropolitan",51,"FifthorSixthGrade",33,"White",450
"3791","Midwest","Metropolitan",27,"FifthorSixthGrade",33,"White",320
"3792","Northeast","Metropolitan",53,"BachelorsDegree",43,"White",1057
"3793","South","Metropolitan",37,"MastersDegree",44,"White",2307
"3794","South","Metropolitan",48,"LessThanFirstGrade",31,"White",285
"3795","Northeast","Metropolitan",33,"BachelorsDegree",43,"White",1442.3
"3796","South","Metropolitan",35,"HighSchoolDiploma",39,"White",1212
"3797","West","Metropolitan",49,"BachelorsDegree",43,"White",2500
"3798","West","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",596.15
"3799","Midwest","Not Metropolitan",49,"AssocDegAcadem",42,"White",920
"3800","Midwest","Not Metropolitan",67,"HighSchoolDiploma",39,"White",380
"3801","Midwest","Metropolitan",56,"HighSchoolDiploma",39,"Black",846
"3802","Northeast","Metropolitan",38,"SomeCollegeButNoDegree",40,"White",696.15
"3803","South","Not Metropolitan",33,"HighSchoolDiploma",39,"White",500
"3804","Midwest","Metropolitan",34,"NinthGrade",35,"White",225
"3805","South","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",750
"3806","Midwest","Not Metropolitan",37,"AssocDegOccupVocat",41,"White",1800
"3807","South","Metropolitan",57,"BachelorsDegree",43,"White",1700
"3808","South","Metropolitan",37,"HighSchoolDiploma",39,"White",550
"3809","Midwest","Not Metropolitan",41,"BachelorsDegree",43,"White",2500
"3810","Northeast","Metropolitan",48,"ProfSchoolDegree",45,"White",1538.46
"3811","South","Metropolitan",46,"AssocDegOccupVocat",41,"White",640
"3812","South","Metropolitan",40,"TenthGrade",36,"White",461.53
"3813","Northeast","Not Metropolitan",42,"EleventhGrade",37,"White",600
"3814","South","Not Metropolitan",56,"HighSchoolDiploma",39,"White",720
"3815","South","Metropolitan",47,"AssocDegOccupVocat",41,"White",315
"3816","South","Not Metropolitan",57,"AssocDegAcadem",42,"White",1384
"3817","Midwest","Not Metropolitan",44,"HighSchoolDiploma",39,"White",480
"3818","Midwest","Metropolitan",47,"MastersDegree",44,"White",961.53
"3819","Northeast","Metropolitan",62,"HighSchoolDiploma",39,"White",1000
"3820","South","Metropolitan",54,"BachelorsDegree",43,"White",1057.69
"3821","South","Metropolitan",33,"SomeCollegeButNoDegree",40,"White",1096.15
"3822","West","Metropolitan",53,"HighSchoolDiploma",39,"White",1346.15
"3823","West","Metropolitan",50,"MastersDegree",44,"White",1442.3
"3824","Midwest","Metropolitan",46,"BachelorsDegree",43,"White",1788.46
"3825","Northeast","Metropolitan",47,"SomeCollegeButNoDegree",40,"White",942.3
"3826","South","Metropolitan",28,"MastersDegree",44,"White",450
"3827","Midwest","Not Metropolitan",21,"SomeCollegeButNoDegree",40,"White",280
"3828","Northeast","Metropolitan",29,"FifthorSixthGrade",33,"White",1250
"3829","Midwest","Not Metropolitan",30,"AssocDegAcadem",42,"White",660
"3830","South","Metropolitan",30,"BachelorsDegree",43,"White",1245
"3831","South","Metropolitan",62,"AssocDegAcadem",42,"White",1080
"3832","West","Metropolitan",35,"BachelorsDegree",43,"White",2305.38
"3833","West","Metropolitan",63,"EleventhGrade",37,"White",520
"3834","South","Metropolitan",76,"DoctorateDegree",46,"White",1250
"3835","South","Metropolitan",35,"DoctorateDegree",46,"Black",2750
"3836","South","Metropolitan",62,"MastersDegree",44,"White",1788.46
"3837","Midwest","Metropolitan",30,"AssocDegOccupVocat",41,"White",1532.69
"3838","Northeast","Metropolitan",57,"MastersDegree",44,"White",2250
"3839","Midwest","Metropolitan",48,"BachelorsDegree",43,"White",1346.15
"3840","Midwest","Metropolitan",30,"HighSchoolDiploma",39,"White",720
"3841","Midwest","Metropolitan",30,"HighSchoolDiploma",39,"White",720
"3842","South","Not Metropolitan",34,"TenthGrade",36,"Black",300
"3843","West","Metropolitan",64,"BachelorsDegree",43,"White",2307.69
"3844","Midwest","Not Metropolitan",54,"HighSchoolDiploma",39,"White",376.92
"3845","Midwest","Metropolitan",58,"MastersDegree",44,"White",1634
"3846","Northeast","Metropolitan",46,"SomeCollegeButNoDegree",40,"White",1442.3
"3847","South","Metropolitan",58,"BachelorsDegree",43,"White",826.92
"3848","South","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",80.85
"3849","South","Metropolitan",44,"SomeCollegeButNoDegree",40,"White",1433.92
"3850","West","Metropolitan",37,"AssocDegAcadem",42,"White",730.76
"3851","South","Metropolitan",34,"ProfSchoolDegree",45,"White",2884.61
"3852","Midwest","Metropolitan",37,"BachelorsDegree",43,"White",923.07
"3853","West","Metropolitan",44,"HighSchoolDiploma",39,"White",1153
"3854","West","Not Metropolitan",60,"AssocDegAcadem",42,"White",1230.76
"3855","Midwest","Metropolitan",40,"HighSchoolDiploma",39,"White",900
"3856","West","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",1700
"3857","South","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",1500
"3858","West","Metropolitan",64,"HighSchoolDiploma",39,"Black",486
"3859","Midwest","Metropolitan",56,"HighSchoolDiploma",39,"White",1040
"3860","Northeast","Metropolitan",56,"HighSchoolDiploma",39,"White",1634
"3861","South","Metropolitan",32,"BachelorsDegree",43,"Black",606
"3862","Midwest","Metropolitan",32,"AssocDegOccupVocat",41,"White",600
"3863","Midwest","Metropolitan",59,"HighSchoolDiploma",39,"White",2240
"3864","Midwest","Metropolitan",22,"SeventhOrEighthGrade",34,"White",550
"3865","South","Metropolitan",41,"MastersDegree",44,"White",807
"3866","West","Metropolitan",19,"SomeCollegeButNoDegree",40,"White",326
"3867","Northeast","Metropolitan",35,"SomeCollegeButNoDegree",40,"White",1000
"3868","West","Metropolitan",34,"SomeCollegeButNoDegree",40,"White",440
"3869","West","Metropolitan",43,"AssocDegAcadem",42,"Black",560
"3870","Northeast","Metropolitan",45,"AssocDegAcadem",42,"White",961.53
"3871","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",517
"3872","West","Metropolitan",54,"BachelorsDegree",43,"White",1282.5
"3873","South","Metropolitan",31,"BachelorsDegree",43,"White",1615.38
"3874","South","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",1400
"3875","Northeast","Metropolitan",56,"HighSchoolDiploma",39,"White",2769
"3876","West","Metropolitan",32,"HighSchoolDiploma",39,"White",720
"3877","Northeast","Metropolitan",44,"BachelorsDegree",43,"Black",1423.07
"3878","Midwest","Metropolitan",56,"HighSchoolDiploma",39,"White",2769.23
"3879","Midwest","Metropolitan",22,"AssocDegOccupVocat",41,"White",320
"3880","South","Metropolitan",39,"HighSchoolDiploma",39,"White",320
"3881","South","Metropolitan",30,"HighSchoolDiploma",39,"White",560
"3882","South","Metropolitan",28,"HighSchoolDiploma",39,"White",403.84
"3883","Northeast","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",769.23
"3884","South","Metropolitan",63,"BachelorsDegree",43,"White",692.3
"3885","Midwest","Metropolitan",58,"HighSchoolDiploma",39,"White",807.69
"3886","Midwest","Metropolitan",28,"BachelorsDegree",43,"White",1384.61
"3887","South","Metropolitan",27,"HighSchoolDiploma",39,"Black",590
"3888","South","Metropolitan",52,"BachelorsDegree",43,"White",720
"3889","West","Metropolitan",52,"MastersDegree",44,"White",2000
"3890","West","Metropolitan",39,"MastersDegree",44,"White",1923.07
"3891","South","Metropolitan",41,"AssocDegOccupVocat",41,"White",550
"3892","Midwest","Metropolitan",62,"FifthorSixthGrade",33,"White",1400
"3893","Northeast","Not Metropolitan",47,"HighSchoolDiploma",39,"White",976
"3894","Midwest","Not Metropolitan",57,"BachelorsDegree",43,"White",1384
"3895","Midwest","Metropolitan",58,"HighSchoolDiploma",39,"White",1346.15
"3896","West","Metropolitan",36,"BachelorsDegree",43,"White",1500
"3897","Northeast","Metropolitan",52,"NinthGrade",35,"White",200
"3898","South","Metropolitan",30,"HighSchoolDiploma",39,"White",1753.84
"3899","Midwest","Metropolitan",34,"SomeCollegeButNoDegree",40,"White",480
"3900","Midwest","Metropolitan",58,"BachelorsDegree",43,"White",865.38
"3901","West","Metropolitan",33,"HighSchoolDiploma",39,"White",346.15
"3902","South","Metropolitan",24,"BachelorsDegree",43,"White",415
"3903","South","Metropolitan",49,"HighSchoolDiploma",39,"White",375
"3904","Northeast","Metropolitan",47,"AssocDegOccupVocat",41,"White",769.23
"3905","West","Metropolitan",29,"FifthorSixthGrade",33,"White",300
"3906","West","Metropolitan",30,"SomeCollegeButNoDegree",40,"White",800
"3907","West","Not Identified",20,"SomeCollegeButNoDegree",40,"White",369.23
"3908","Northeast","Metropolitan",50,"MastersDegree",44,"Black",2884.61
"3909","Northeast","Metropolitan",19,"HighSchoolDiploma",39,"White",1453
"3910","South","Not Metropolitan",56,"MastersDegree",44,"White",2307.69
"3911","Midwest","Metropolitan",42,"AssocDegAcadem",42,"White",1000
"3912","Midwest","Metropolitan",43,"SomeCollegeButNoDegree",40,"White",1615
"3913","South","Metropolitan",62,"HighSchoolDiploma",39,"White",720
"3914","Midwest","Metropolitan",29,"MastersDegree",44,"White",1384
"3915","South","Not Metropolitan",34,"HighSchoolDiploma",39,"White",504.8
"3916","South","Metropolitan",41,"MastersDegree",44,"White",1576.92
"3917","West","Metropolitan",25,"NinthGrade",35,"White",288.75
"3918","Northeast","Not Metropolitan",50,"HighSchoolDiploma",39,"White",675
"3919","South","Metropolitan",49,"ProfSchoolDegree",45,"White",2884.61
"3920","Midwest","Metropolitan",32,"HighSchoolDiploma",39,"White",720
"3921","South","Not Metropolitan",55,"HighSchoolDiploma",39,"White",1192.3
"3922","Northeast","Metropolitan",36,"BachelorsDegree",43,"White",1442.3
"3923","Midwest","Metropolitan",38,"HighSchoolDiploma",39,"White",850
"3924","West","Metropolitan",60,"BachelorsDegree",43,"White",1384
"3925","Midwest","Metropolitan",38,"HighSchoolDiploma",39,"White",736
"3926","South","Metropolitan",48,"BachelorsDegree",43,"White",1278.6
"3927","Midwest","Not Metropolitan",24,"SomeCollegeButNoDegree",40,"White",330
"3928","South","Metropolitan",46,"SomeCollegeButNoDegree",40,"White",961.53
"3929","West","Not Metropolitan",63,"MastersDegree",44,"White",557.3
"3930","Northeast","Not Metropolitan",36,"HighSchoolDiploma",39,"White",557.08
"3931","West","Metropolitan",51,"AssocDegOccupVocat",41,"White",961.53
"3932","South","Metropolitan",57,"DoctorateDegree",46,"White",961.53
"3933","West","Not Metropolitan",29,"NinthGrade",35,"White",500
"3934","South","Metropolitan",39,"AssocDegOccupVocat",41,"White",600
"3935","Northeast","Metropolitan",48,"HighSchoolDiploma",39,"White",800
"3936","West","Metropolitan",44,"HighSchoolDiploma",39,"White",1030
"3937","Midwest","Not Metropolitan",58,"HighSchoolDiploma",39,"White",384.61
"3938","South","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",1170
"3939","South","Metropolitan",51,"BachelorsDegree",43,"White",2750
"3940","West","Not Metropolitan",27,"HighSchoolDiploma",39,"White",480
"3941","South","Metropolitan",20,"HighSchoolDiploma",39,"White",200
"3942","Midwest","Metropolitan",51,"HighSchoolDiploma",39,"Black",720
"3943","South","Metropolitan",57,"SomeCollegeButNoDegree",40,"Black",846
"3944","Northeast","Metropolitan",43,"HighSchoolDiploma",39,"White",1168.75
"3945","West","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",1442.3
"3946","West","Metropolitan",51,"FifthorSixthGrade",33,"White",400
"3947","Midwest","Not Metropolitan",30,"HighSchoolDiploma",39,"White",698.65
"3948","West","Metropolitan",24,"BachelorsDegree",43,"White",580
"3949","Midwest","Not Metropolitan",38,"SomeCollegeButNoDegree",40,"White",700
"3950","West","Metropolitan",57,"BachelorsDegree",43,"White",1730.76
"3951","Northeast","Metropolitan",59,"DoctorateDegree",46,"White",961
"3952","South","Metropolitan",30,"TwelthButNoDiploma",38,"White",600
"3953","Northeast","Metropolitan",60,"HighSchoolDiploma",39,"White",961.53
"3954","Northeast","Metropolitan",22,"HighSchoolDiploma",39,"White",576
"3955","South","Metropolitan",46,"HighSchoolDiploma",39,"White",1615
"3956","Midwest","Metropolitan",23,"BachelorsDegree",43,"White",576
"3957","West","Metropolitan",43,"HighSchoolDiploma",39,"White",1461.53
"3958","Northeast","Metropolitan",57,"MastersDegree",44,"White",2884.61
"3959","South","Metropolitan",54,"BachelorsDegree",43,"White",1057.69
"3960","Midwest","Metropolitan",24,"AssocDegOccupVocat",41,"White",600
"3961","South","Metropolitan",54,"ProfSchoolDegree",45,"White",1730.76
"3962","South","Metropolitan",30,"SomeCollegeButNoDegree",40,"White",231.25
"3963","Midwest","Metropolitan",29,"BachelorsDegree",43,"White",961
"3964","Midwest","Metropolitan",28,"HighSchoolDiploma",39,"White",370
"3965","Northeast","Metropolitan",29,"SomeCollegeButNoDegree",40,"White",1096.15
"3966","West","Metropolitan",46,"BachelorsDegree",43,"White",1280
"3967","Northeast","Metropolitan",32,"FifthorSixthGrade",33,"White",720
"3968","West","Metropolitan",24,"HighSchoolDiploma",39,"White",1453.84
"3969","South","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",540
"3970","West","Metropolitan",49,"AssocDegOccupVocat",41,"White",1692.3
"3971","South","Metropolitan",40,"MastersDegree",44,"Black",2500
"3972","South","Metropolitan",45,"HighSchoolDiploma",39,"White",673.07
"3973","South","Metropolitan",58,"HighSchoolDiploma",39,"White",1230.76
"3974","Midwest","Not Metropolitan",56,"AssocDegOccupVocat",41,"White",1250
"3975","Midwest","Metropolitan",29,"MastersDegree",44,"White",1153.84
"3976","South","Metropolitan",61,"BachelorsDegree",43,"White",1500
"3977","Midwest","Metropolitan",33,"SeventhOrEighthGrade",34,"White",320
"3978","West","Metropolitan",41,"MastersDegree",44,"White",923.07
"3979","West","Metropolitan",25,"SeventhOrEighthGrade",34,"White",460
"3980","South","Metropolitan",27,"HighSchoolDiploma",39,"White",403.84
"3981","West","Metropolitan",41,"BachelorsDegree",43,"White",1942.3
"3982","Northeast","Not Metropolitan",48,"BachelorsDegree",43,"White",1057.69
"3983","Midwest","Metropolitan",27,"BachelorsDegree",43,"White",622.11
"3984","South","Metropolitan",29,"BachelorsDegree",43,"White",414
"3985","South","Metropolitan",33,"NinthGrade",35,"White",400
"3986","South","Metropolitan",59,"SomeCollegeButNoDegree",40,"Black",942.3
"3987","Midwest","Not Metropolitan",35,"AssocDegOccupVocat",41,"White",2884.61
"3988","Northeast","Metropolitan",62,"AssocDegOccupVocat",41,"White",769
"3989","South","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",80.85
"3990","Midwest","Not Metropolitan",54,"FifthorSixthGrade",33,"White",655.2
"3991","West","Metropolitan",28,"BachelorsDegree",43,"White",1384.61
"3992","Midwest","Not Metropolitan",54,"HighSchoolDiploma",39,"White",461
"3993","West","Not Metropolitan",52,"BachelorsDegree",43,"White",2884.61
"3994","South","Metropolitan",50,"EleventhGrade",37,"White",440
"3995","Northeast","Metropolitan",40,"HighSchoolDiploma",39,"Black",307.69
"3996","South","Metropolitan",58,"BachelorsDegree",43,"White",1057
"3997","Midwest","Not Metropolitan",50,"SomeCollegeButNoDegree",40,"White",318
"3998","South","Metropolitan",38,"MastersDegree",44,"White",1730.76
"3999","West","Metropolitan",50,"HighSchoolDiploma",39,"White",1346
"4000","Northeast","Not Metropolitan",36,"HighSchoolDiploma",39,"White",660
"4001","Midwest","Metropolitan",51,"AssocDegOccupVocat",41,"White",1320
"4002","South","Metropolitan",31,"AssocDegAcadem",42,"White",1007.52
"4003","West","Metropolitan",48,"SomeCollegeButNoDegree",40,"White",1220
"4004","West","Metropolitan",48,"MastersDegree",44,"White",1442.3
"4005","Northeast","Metropolitan",50,"AssocDegAcadem",42,"White",2884.61
"4006","West","Not Metropolitan",57,"BachelorsDegree",43,"White",2884
"4007","West","Metropolitan",29,"TenthGrade",36,"White",400
"4008","Midwest","Metropolitan",45,"HighSchoolDiploma",39,"White",476.8
"4009","Midwest","Metropolitan",34,"HighSchoolDiploma",39,"White",108.75
"4010","Northeast","Not Metropolitan",49,"SomeCollegeButNoDegree",40,"White",703.5
"4011","South","Metropolitan",48,"HighSchoolDiploma",39,"White",540
"4012","South","Metropolitan",51,"ProfSchoolDegree",45,"White",1923
"4013","West","Metropolitan",31,"HighSchoolDiploma",39,"White",500
"4014","Northeast","Metropolitan",41,"HighSchoolDiploma",39,"White",787.6
"4015","South","Metropolitan",44,"HighSchoolDiploma",39,"White",769.23
"4016","Midwest","Metropolitan",53,"HighSchoolDiploma",39,"White",419.6
"4017","South","Metropolitan",33,"BachelorsDegree",43,"White",1442.3
"4018","Midwest","Metropolitan",45,"BachelorsDegree",43,"White",1442.3
"4019","South","Metropolitan",45,"BachelorsDegree",43,"White",1192
"4020","South","Metropolitan",37,"MastersDegree",44,"White",2307.69
"4021","Midwest","Not Metropolitan",35,"BachelorsDegree",43,"White",650
"4022","Midwest","Metropolitan",28,"BachelorsDegree",43,"White",1384.61
"4023","West","Metropolitan",41,"SomeCollegeButNoDegree",40,"White",846.15
"4024","South","Not Identified",43,"HighSchoolDiploma",39,"Black",420
"4025","South","Metropolitan",46,"HighSchoolDiploma",39,"White",1423.07
"4026","West","Metropolitan",41,"FifthorSixthGrade",33,"White",330
"4027","Northeast","Metropolitan",61,"AssocDegOccupVocat",41,"White",351
"4028","South","Not Metropolitan",41,"AssocDegOccupVocat",41,"White",925
"4029","Midwest","Not Metropolitan",31,"HighSchoolDiploma",39,"White",1500
"4030","South","Metropolitan",36,"DoctorateDegree",46,"White",2884.61
"4031","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",500
"4032","West","Metropolitan",23,"HighSchoolDiploma",39,"White",961.53
"4033","South","Not Metropolitan",39,"BachelorsDegree",43,"White",800
"4034","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",1067.3
"4035","South","Metropolitan",51,"HighSchoolDiploma",39,"White",650
"4036","West","Metropolitan",53,"HighSchoolDiploma",39,"White",550
"4037","South","Metropolitan",58,"HighSchoolDiploma",39,"White",295.38
"4038","West","Metropolitan",52,"BachelorsDegree",43,"White",1753.84
"4039","Midwest","Not Metropolitan",59,"SomeCollegeButNoDegree",40,"White",1200
"4040","Northeast","Metropolitan",29,"BachelorsDegree",43,"White",1000
"4041","Northeast","Metropolitan",53,"HighSchoolDiploma",39,"White",600
"4042","Northeast","Metropolitan",52,"BachelorsDegree",43,"White",1053.2
"4043","South","Metropolitan",44,"ProfSchoolDegree",45,"White",2884.61
"4044","West","Metropolitan",62,"BachelorsDegree",43,"White",2884.61
"4045","Midwest","Not Metropolitan",37,"BachelorsDegree",43,"Black",1015.38
"4046","Northeast","Metropolitan",50,"HighSchoolDiploma",39,"White",1500
"4047","Northeast","Metropolitan",21,"HighSchoolDiploma",39,"White",350
"4048","South","Metropolitan",34,"AssocDegOccupVocat",41,"White",1189.44
"4049","Northeast","Not Metropolitan",58,"BachelorsDegree",43,"White",1346.15
"4050","Northeast","Metropolitan",76,"HighSchoolDiploma",39,"White",480
"4051","South","Metropolitan",48,"BachelorsDegree",43,"White",1730.76
"4052","South","Metropolitan",64,"BachelorsDegree",43,"Black",1903.84
"4053","Northeast","Metropolitan",68,"MastersDegree",44,"White",1298.07
"4054","Midwest","Metropolitan",24,"HighSchoolDiploma",39,"White",620
"4055","West","Metropolitan",54,"BachelorsDegree",43,"White",2250
"4056","Northeast","Metropolitan",25,"MastersDegree",44,"White",2115
"4057","Midwest","Metropolitan",42,"HighSchoolDiploma",39,"White",692
"4058","West","Metropolitan",22,"EleventhGrade",37,"White",250
"4059","West","Metropolitan",36,"SomeCollegeButNoDegree",40,"White",1057.69
"4060","West","Metropolitan",34,"SeventhOrEighthGrade",34,"White",400
"4061","Midwest","Metropolitan",20,"SomeCollegeButNoDegree",40,"White",440
"4062","West","Metropolitan",40,"HighSchoolDiploma",39,"Black",400
"4063","Northeast","Metropolitan",53,"HighSchoolDiploma",39,"White",1211.53
"4064","South","Metropolitan",41,"HighSchoolDiploma",39,"White",800
"4065","West","Metropolitan",65,"HighSchoolDiploma",39,"White",550
"4066","West","Metropolitan",54,"NinthGrade",35,"White",600
"4067","South","Metropolitan",59,"DoctorateDegree",46,"White",1596.15
"4068","Northeast","Metropolitan",39,"AssocDegOccupVocat",41,"White",961.53
"4069","Northeast","Metropolitan",61,"HighSchoolDiploma",39,"White",283.1
"4070","Northeast","Metropolitan",54,"ProfSchoolDegree",45,"White",1084.61
"4071","Northeast","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",680
"4072","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",488.8
"4073","South","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",1295
"4074","Midwest","Not Metropolitan",38,"AssocDegOccupVocat",41,"White",958.7
"4075","South","Metropolitan",50,"HighSchoolDiploma",39,"Black",673.07
"4076","Northeast","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",2692.3
"4077","Northeast","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",690
"4078","South","Metropolitan",54,"HighSchoolDiploma",39,"White",1320
"4079","West","Metropolitan",37,"MastersDegree",44,"White",2884.61
"4080","Midwest","Not Metropolitan",48,"SomeCollegeButNoDegree",40,"White",1096.15
"4081","West","Metropolitan",38,"HighSchoolDiploma",39,"White",660
"4082","South","Metropolitan",57,"AssocDegAcadem",42,"White",1375
"4083","West","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",769
"4084","Northeast","Metropolitan",37,"BachelorsDegree",43,"White",961
"4085","Northeast","Metropolitan",46,"HighSchoolDiploma",39,"White",1250
"4086","South","Metropolitan",26,"BachelorsDegree",43,"White",330
"4087","Northeast","Metropolitan",49,"HighSchoolDiploma",39,"White",1552.4
"4088","South","Metropolitan",43,"DoctorateDegree",46,"White",1865.38
"4089","South","Metropolitan",28,"ProfSchoolDegree",45,"White",1442.3
"4090","West","Not Metropolitan",54,"HighSchoolDiploma",39,"White",1057.69
"4091","South","Metropolitan",41,"SomeCollegeButNoDegree",40,"White",639
"4092","South","Metropolitan",59,"BachelorsDegree",43,"White",2884.61
"4093","West","Metropolitan",35,"HighSchoolDiploma",39,"White",1335
"4094","South","Metropolitan",34,"HighSchoolDiploma",39,"White",550
"4095","West","Metropolitan",44,"SomeCollegeButNoDegree",40,"White",730.76
"4096","West","Metropolitan",38,"NinthGrade",35,"White",420
"4097","South","Not Metropolitan",38,"BachelorsDegree",43,"White",680
"4098","West","Not Metropolitan",29,"HighSchoolDiploma",39,"White",680
"4099","West","Metropolitan",27,"HighSchoolDiploma",39,"White",1346.15
"4100","Midwest","Metropolitan",38,"MastersDegree",44,"White",2884.61
"4101","Midwest","Metropolitan",61,"AssocDegOccupVocat",41,"White",400
"4102","Midwest","Metropolitan",42,"MastersDegree",44,"White",2884.61
"4103","Northeast","Metropolitan",25,"BachelorsDegree",43,"White",769.23
"4104","Midwest","Metropolitan",22,"HighSchoolDiploma",39,"White",380
"4105","West","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",425
"4106","Northeast","Metropolitan",39,"BachelorsDegree",43,"White",1480.76
"4107","West","Metropolitan",31,"HighSchoolDiploma",39,"White",570
"4108","Northeast","Metropolitan",60,"SomeCollegeButNoDegree",40,"White",2884.61
"4109","South","Not Metropolitan",41,"HighSchoolDiploma",39,"Black",400
"4110","Midwest","Metropolitan",46,"AssocDegOccupVocat",41,"White",2000
"4111","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",1399
"4112","West","Metropolitan",18,"HighSchoolDiploma",39,"White",200
"4113","Midwest","Not Metropolitan",33,"SomeCollegeButNoDegree",40,"White",560
"4114","West","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",2019.23
"4115","South","Metropolitan",23,"HighSchoolDiploma",39,"White",1153.84
"4116","Midwest","Metropolitan",50,"HighSchoolDiploma",39,"White",480
"4117","Midwest","Metropolitan",50,"AssocDegOccupVocat",41,"White",2884.61
"4118","Midwest","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",750
"4119","Midwest","Metropolitan",27,"HighSchoolDiploma",39,"Black",865
"4120","Northeast","Metropolitan",37,"AssocDegOccupVocat",41,"White",1115.38
"4121","Midwest","Metropolitan",29,"HighSchoolDiploma",39,"White",900
"4122","Midwest","Metropolitan",26,"HighSchoolDiploma",39,"White",450
"4123","South","Not Metropolitan",38,"HighSchoolDiploma",39,"Black",440.4
"4124","South","Metropolitan",70,"HighSchoolDiploma",39,"Black",1200
