"","Subject","Arith","Word","Parag","Math","AFQT","Income2005"
"1969",4711,14,15,5,11,23.091,40000
"1970",4714,19,27,12,14,64.763,45000
"1971",4716,12,8,5,6,8.573,58000
"1972",4717,12,26,15,6,44.228,3000
"1973",4720,24,27,13,11,50.743,67000
"1974",4722,14,26,14,6,44.638,35000
"1975",4724,8,15,9,5,8.594,8400
"1976",4729,25,29,7,17,45.692,15000
"1977",4731,15,22,4,4,16.497,20017
"1978",4732,12,24,7,4,19.224,21424
"1979",4733,9,11,8,10,16.996,12000
"1980",4734,16,20,8,9,23.5,12000
"1981",4738,28,28,13,11,59.362,75000
"1982",4742,30,35,15,25,100,30000
"1983",4746,11,21,14,10,44.275,36000
"1984",4747,7,19,6,5,11.038,12000
"1985",4752,21,31,9,15,60.219,42000
"1986",4753,29,35,14,18,89.164,33000
"1987",4754,25,35,14,17,87.349,67000
"1988",4755,22,22,12,14,56.643,54000
"1989",4756,30,35,15,25,100,163271
"1990",4758,24,35,13,21,84.623,60000
"1991",4759,23,27,10,13,41.732,62000
"1992",4760,28,34,13,24,95.519,34000
"1993",4762,16,25,5,13,39.656,8600
"1994",4764,16,25,11,8,31.668,55000
"1995",4765,22,28,12,17,66.229,70000
"1996",4767,29,35,15,25,100,40000
"1997",4768,26,32,15,21,88.406,30000
"1998",4770,23,21,10,18,56.987,31000
"1999",4772,21,28,8,14,45.131,24000
"2000",4774,15,31,12,10,44.272,4800
"2001",4776,13,18,7,3,11.451,41000
"2002",4777,12,26,9,9,34.099,22000
"2003",4778,7,18,8,13,29.236,26000
"2004",4779,12,10,2,10,16.44,27000
"2005",4780,13,22,12,10,34.125,25000
"2006",4788,21,19,13,9,43.564,66000
"2007",4790,14,19,9,4,44.281,13000
"2008",4793,28,30,14,22,86.859,115000
"2009",4795,26,29,12,25,89.109,70000
"2010",4798,30,33,14,18,90.344,90000
"2011",4799,30,34,14,20,93.854,40500
"2012",4803,27,31,12,21,82.637,19000
"2013",4804,15,24,12,14,53.937,12000
"2014",4805,27,27,12,18,61.977,90000
"2015",4810,28,34,12,19,74.194,50000
"2016",4812,30,34,14,24,98.187,80000
"2017",4813,17,30,11,10,62.75,74000
"2018",4815,25,33,15,22,90.394,58000
"2019",4817,17,32,14,9,60.664,35000
"2020",4818,28,33,13,18,81.962,21000
"2021",4820,18,34,13,19,79.014,25000
"2022",4822,22,30,11,9,44.296,30775
"2023",4825,26,32,15,22,81.855,42000
"2024",4826,20,32,13,15,71.626,57000
"2025",4828,24,31,15,22,83.353,66768
"2026",4829,27,32,14,20,90.563,126000
"2027",4830,30,31,13,24,93.01,344856
"2028",4831,26,33,15,23,95.503,54500
"2029",4832,28,30,12,25,77.854,57000
"2030",4834,13,32,14,6,56.188,80000
"2031",4839,14,28,13,14,62.465,14000
"2032",4840,27,30,12,25,84.43,24226
"2033",4842,21,27,8,13,55.403,37000
"2034",4843,17,25,12,9,54.678,45000
"2035",4844,9,18,9,11,30.696,6000
"2036",4849,15,29,9,8,44.859,20000
"2037",4856,25,30,13,16,72.897,60000
"2038",4858,24,31,13,18,75.431,64000
"2039",4859,27,33,15,24,91.95,36000
"2040",4862,27,32,13,21,92.938,39000
"2041",4864,11,29,10,10,41.211,8575
"2042",4865,19,26,12,16,69.395,25000
"2043",4870,18,34,13,19,81.774,6000
"2044",4871,30,34,14,25,95.394,34000
"2045",4872,10,18,9,9,28.043,56000
"2046",4873,29,31,14,25,89.918,55000
"2047",4876,22,25,15,16,67.661,35000
"2048",4879,20,33,14,16,65.964,26500
"2049",4880,19,31,9,17,53.053,27000
"2050",4881,26,29,14,19,66.586,80000
"2051",4883,25,25,12,14,50.386,47000
"2052",4884,28,33,11,15,67.232,33000
"2053",4888,19,34,10,12,57.352,38083
"2054",4889,25,34,13,17,78.181,65000
"2055",4890,18,26,13,7,38.555,22000
"2056",4892,25,29,11,12,56.759,72000
"2057",4894,23,30,12,21,77.629,81000
"2058",4896,30,29,14,25,80.642,90000
"2059",4899,6,19,6,10,15.864,20000
"2060",4900,20,30,13,14,55.398,50000
"2061",4901,9,24,9,8,23.682,32000
"2062",4906,9,13,6,3,8.811,7300
"2063",4907,26,34,13,24,86.847,188255
"2064",4911,26,29,14,16,70.097,6000
"2065",4914,14,21,7,10,25.611,29000
"2066",4919,12,27,12,10,38.709,52000
"2067",4921,30,33,14,24,92.503,92500
"2068",4922,10,32,13,13,63.204,17000
"2069",4923,11,17,5,8,22.076,22000
"2070",4924,15,30,12,14,43.271,33500
"2071",4926,26,26,13,13,51.554,48000
"2072",4927,26,26,14,23,83.641,159193
"2073",4929,14,31,12,10,49.657,17900
"2074",4930,16,28,11,6,41.842,18839
"2075",4931,17,33,14,17,81.658,33000
"2076",4933,16,34,11,18,62.784,39000
"2077",4934,12,19,8,8,23.927,25000
"2078",4937,6,7,5,8,7.135,22000
"2079",4939,22,30,13,18,60.522,41000
"2080",4942,6,21,5,6,13.494,54000
"2081",4943,10,27,9,11,31.353,42000
"2082",4944,22,33,14,22,82.469,75000
"2083",4945,20,24,11,8,25.492,35000
"2084",4946,7,16,3,4,2.893,43000
"2085",4948,7,25,13,7,26.901,18000
"2086",4952,13,21,9,5,23.721,26000
"2087",4953,22,29,13,19,74.689,22000
"2088",4954,19,24,14,21,73.712,78000
"2089",4955,19,27,12,12,64.713,40000
"2090",4960,15,25,8,7,21.164,60000
"2091",4962,18,25,14,14,74.484,36000
"2092",4966,18,33,11,12,47.582,32000
"2093",4967,18,33,15,10,64.114,32500
"2094",4968,25,35,13,22,90.36,66948
"2095",4972,15,19,11,9,33.643,3000
"2096",4975,27,34,14,21,92.247,60000
"2097",4976,22,31,14,15,85.066,94000
"2098",4979,14,29,14,14,70.51,58000
"2099",4981,13,14,9,9,27.358,35100
"2100",4983,7,26,5,8,21.009,8000
"2101",4986,16,21,4,7,16.841,410008
"2102",4987,25,33,14,23,86.508,15000
"2103",4992,14,25,9,9,32.249,30000
"2104",4997,22,30,12,19,75.073,62000
"2105",4998,25,28,14,19,80.394,69600
"2106",5001,19,30,13,15,67.504,30000
"2107",5003,22,33,13,21,70.669,228453
"2108",5007,14,22,9,8,18.04,63000
"2109",5012,26,32,12,22,87.153,215765
"2110",5017,29,35,11,25,84.38,115000
"2111",5020,30,35,13,24,91.144,39000
"2112",5021,30,35,13,23,94.331,44000
"2113",5022,27,31,12,17,79.135,80000
"2114",5023,21,32,15,19,78.873,39000
"2115",5025,25,24,12,22,64.441,40000
"2116",5026,11,33,14,12,58.229,42000
"2117",5028,26,35,15,24,96.183,153447
"2118",5029,30,35,15,25,100,120000
"2119",5037,17,26,11,6,25.844,18230
"2120",5041,8,17,10,4,13.195,14000
"2121",5042,13,12,7,5,11.369,29000
"2122",5043,10,22,11,11,36.172,29993
"2123",5053,7,19,12,3,18.631,60000
"2124",5054,18,28,12,16,44.084,34000
"2125",5055,14,24,13,15,52.035,43000
"2126",5060,13,18,11,8,17.529,24314
"2127",5062,21,19,15,20,77.171,25000
"2128",5085,8,18,8,3,9.128,9600
"2129",5091,18,21,14,20,72.251,56400
"2130",5094,12,29,6,9,22.029,10000
"2131",5095,26,30,11,22,73.751,20000
"2132",5096,22,30,12,18,73.407,30000
"2133",5097,18,20,11,17,47.006,119000
"2134",5099,27,34,15,22,97.61,40000
"2135",5101,17,29,13,15,57.477,11000
"2136",5102,19,23,12,13,48.968,33000
"2137",5106,15,19,6,7,23.45,120000
"2138",5107,25,28,15,21,89.381,152683
"2139",5108,29,35,14,22,98.645,33000
"2140",5115,15,27,15,9,46.56,27400
"2141",5125,28,29,14,18,77.314,3000
"2142",5128,17,32,13,8,56.945,29000
"2143",5131,19,31,12,19,78.06,21213
"2144",5132,18,27,11,12,41.062,26000
"2145",5134,16,29,9,10,47.968,42000
"2146",5139,8,28,11,2,17.763,15000
"2147",5140,14,31,13,16,60.402,10800
"2148",5143,26,29,15,14,80.74,62000
"2149",5145,26,30,14,20,81.861,36000
"2150",5149,21,29,13,17,72.306,6000
"2151",5151,23,32,12,15,53.96,89000
"2152",5156,14,30,12,12,58.127,100000
"2153",5158,17,28,11,12,41.879,50000
"2154",5159,13,15,12,11,36.433,1200
"2155",5161,17,23,14,12,55.622,37000
"2156",5162,19,32,13,18,80.536,100000
"2157",5166,30,31,15,24,98.687,75000
"2158",5168,25,34,11,23,73.682,23000
"2159",5170,26,34,14,21,83.498,55000
"2160",5174,20,30,14,19,84.442,65000
"2161",5176,18,23,12,11,31.449,38000
"2162",5178,20,27,14,20,70.507,25000
"2163",5179,15,28,10,18,53.747,23000
"2164",5180,20,22,13,14,61.711,3563
"2165",5184,13,16,11,10,37.165,38000
"2166",5185,26,31,14,20,91.441,57000
"2167",5186,15,32,11,14,42.843,29000
"2168",5187,20,31,11,16,60.646,34500
"2169",5188,19,32,13,13,53.09,46000
"2170",5189,15,32,12,6,48.596,27000
"2171",5191,26,32,15,10,75.345,20000
"2172",5192,10,24,5,10,24.074,30000
"2173",5193,18,26,12,10,52.58,56000
"2174",5194,24,28,13,11,70.467,32000
"2175",5195,21,28,13,10,56.535,28398
"2176",5197,17,32,13,14,72.335,123000
"2177",5199,22,33,12,14,62.924,15000
"2178",5208,18,31,14,16,75.701,25000
"2179",5211,9,19,6,4,10.875,35718
"2180",5212,28,30,13,23,72.412,20000
"2181",5219,13,22,10,8,33.664,83000
"2182",5221,8,23,7,5,8.837,35000
"2183",5222,18,26,12,8,46.218,80000
"2184",5226,27,32,14,19,83.809,85000
"2185",5227,16,33,12,9,45.579,40000
"2186",5229,11,26,12,5,31.929,32530
"2187",5231,6,17,9,7,13.348,12000
"2188",5235,15,18,2,1,13.793,70000
"2189",5236,24,35,14,19,85.912,8400
"2190",5238,13,19,6,5,21.71,22000
"2191",5244,16,26,12,12,46.534,60000
"2192",5245,19,31,11,21,70.64,200977
"2193",5246,9,28,10,13,46.743,31000
"2194",5247,18,24,12,19,55.115,26000
"2195",5248,15,28,14,9,38.094,96000
"2196",5249,21,27,12,11,56.267,36000
"2197",5250,23,32,13,19,88.662,55000
"2198",5251,13,21,10,6,15.176,50000
"2199",5252,16,25,12,10,38.32,9000
"2200",5254,15,28,8,11,48.244,120000
"2201",5255,13,23,7,5,12.777,37100
"2202",5256,11,25,11,8,30.913,68000
"2203",5257,20,24,4,9,21.706,40000
"2204",5258,14,27,9,9,34.971,33800
"2205",5259,11,26,9,9,27.434,3500
"2206",5262,19,25,14,9,45.691,11500
"2207",5263,22,30,14,13,67.67,35000
"2208",5264,12,8,4,5,4.008,65000
"2209",5266,28,20,10,13,55.998,98000
"2210",5267,12,12,3,7,12.39,50000
"2211",5268,25,34,14,10,75.256,11548
"2212",5269,12,19,2,8,19.642,30000
"2213",5272,14,25,7,13,28.603,20000
"2214",5274,13,31,11,10,42.704,6000
"2215",5277,14,18,5,5,17.534,10000
"2216",5278,11,23,8,7,27.724,55000
"2217",5287,25,35,14,17,79.838,3200
"2218",5288,12,23,10,7,22.097,37500
"2219",5289,27,35,14,22,88.294,40264
"2220",5291,13,16,4,7,15.276,47500
"2221",5294,11,33,10,5,27.953,16000
"2222",5299,24,30,14,19,78.135,45000
"2223",5300,16,26,10,12,50.321,63000
"2224",5301,19,35,15,17,86.332,29479
"2225",5307,9,25,10,8,22.362,28000
"2226",5308,7,18,5,4,4.171,11000
"2227",5310,26,35,12,17,84.207,59800
"2228",5311,16,29,13,5,34.37,10000
"2229",5315,14,34,13,9,52.155,16000
"2230",5316,25,32,14,20,85.107,58000
"2231",5317,23,31,14,10,76.53,7200
"2232",5318,27,34,10,21,75.732,20000
"2233",5325,28,34,14,18,88.694,600
"2234",5326,29,34,13,23,88.59,35000
"2235",5327,25,30,12,13,60.895,35000
"2236",5329,12,21,10,6,20.657,51000
"2237",5330,25,24,14,11,64.846,30000
"2238",5332,24,31,15,20,83.449,25000
"2239",5333,14,32,13,12,54.144,29000
"2240",5334,23,23,12,23,59.959,75000
"2241",5338,11,25,14,9,52.599,21939
"2242",5340,8,22,8,8,20.057,10000
"2243",5341,28,30,13,24,91.407,52000
"2244",5342,25,28,11,19,71.119,95000
"2245",5349,19,29,14,9,55.017,5250
"2246",5350,8,18,6,7,12.563,36500
"2247",5351,23,31,13,22,84.304,53000
"2248",5352,20,28,13,18,63.248,110000
"2249",5353,20,29,12,10,62.412,3200
"2250",5356,17,30,13,16,69.093,36800
"2251",5357,9,21,7,10,26.187,34000
"2252",5358,19,31,14,19,81.396,55000
"2253",5360,19,24,11,16,55.327,14000
"2254",5361,11,29,13,9,44.732,3000
"2255",5362,25,26,13,14,61.583,56000
"2256",5363,13,22,10,12,30.514,52000
"2257",5365,11,16,7,7,18.621,65000
"2258",5366,30,31,15,20,89.755,35000
"2259",5372,29,35,13,18,87.078,12000
"2260",5373,27,34,14,23,90.958,35000
"2261",5374,21,29,12,19,76.589,38400
"2262",5376,23,32,14,13,83.858,12000
"2263",5377,27,34,15,14,85.856,56000
"2264",5381,28,34,14,20,97.117,46000
"2265",5385,12,31,9,12,49.694,8000
"2266",5388,29,35,14,21,93.238,18000
"2267",5389,30,35,13,21,93.533,53000
"2268",5390,29,28,14,20,71.096,52000
"2269",5391,16,30,12,14,43.898,40000
"2270",5392,26,31,12,14,72.595,52000
"2271",5393,26,30,13,21,82.352,59850
"2272",5394,23,25,14,16,71.79,42000
"2273",5395,22,21,13,16,63.289,35000
"2274",5397,29,32,13,21,71.14,23699
"2275",5398,24,29,15,16,82.62,135000
"2276",5401,27,33,15,16,87.434,35000
"2277",5402,8,25,10,4,11.551,50000
"2278",5404,20,24,11,13,56.704,29500
"2279",5406,25,31,13,11,48.5,32000
"2280",5408,15,25,10,12,44.815,40000
"2281",5410,16,34,14,22,81.45,57000
"2282",5416,29,34,15,23,97.935,15000
"2283",5417,25,31,14,17,79.36,196680
"2284",5418,24,22,8,21,50.639,60000
"2285",5419,28,31,14,25,87.22,81000
"2286",5420,27,31,14,24,91.807,125000
"2287",5421,24,32,13,19,80.022,13000
"2288",5427,18,26,11,20,49.099,38000
"2289",5428,22,25,15,16,69.959,45000
"2290",5430,30,31,12,21,75.195,37000
"2291",5435,25,29,11,17,60.361,36000
"2292",5436,12,21,13,9,38.439,29000
"2293",5439,30,33,14,23,95.516,110000
"2294",5440,28,32,13,22,91.857,38000
"2295",5441,15,25,5,11,31.355,150000
"2296",5442,11,21,11,10,29.679,6800
"2297",5445,14,21,11,10,37.721,14000
"2298",5446,7,15,9,6,10.31,9600
"2299",5447,9,11,5,4,4.747,27300
"2300",5450,12,20,6,7,19.937,8500
"2301",5451,12,25,10,9,24.754,50000
"2302",5453,13,16,12,10,32.426,6000
"2303",5456,11,12,4,8,15.308,25000
"2304",5461,6,9,3,4,0.587,71776
"2305",5469,6,9,4,5,1.294,7200
"2306",5470,18,19,14,13,54.755,43000
"2307",5474,14,28,12,17,60.055,62000
"2308",5476,7,8,4,4,0.838,26000
"2309",5484,14,23,9,5,25.56,900
"2310",5485,7,24,7,8,23.139,47000
"2311",5486,8,23,9,8,22.735,20500
"2312",5488,10,17,6,7,11.841,350
"2313",5489,27,35,15,25,97.069,91000
"2314",5491,23,20,10,14,47.421,52000
"2315",5493,13,29,10,8,32.743,56000
"2316",5494,14,31,12,10,50.188,29800
"2317",5499,13,20,8,12,29.66,50000
"2318",5500,13,30,9,15,51.599,40000
"2319",5502,14,18,9,5,16.864,16000
"2320",5504,25,30,11,20,74.158,95000
"2321",5505,11,15,10,7,14.718,22050
"2322",5508,11,17,10,8,21.049,20000
"2323",5510,7,18,8,7,11.307,20000
"2324",5511,17,32,13,17,60.755,28000
"2325",5512,22,24,12,16,63.118,55000
"2326",5513,30,35,15,25,99.484,25000
"2327",5514,15,23,10,15,46.876,10000
"2328",5516,11,23,8,10,25.347,22500
"2329",5518,9,10,6,6,6.995,40000
"2330",5519,4,7,6,7,4.096,18000
"2331",5521,24,29,15,19,85.656,18560
"2332",5522,23,31,12,16,61.117,3000
"2333",5524,15,29,9,8,25.036,1300
"2334",5528,14,24,11,8,27.961,38000
"2335",5531,28,28,13,15,66.286,110000
"2336",5537,8,7,5,7,6.803,19000
"2337",5538,9,15,4,9,14.114,15000
"2338",5539,26,25,11,19,82.93,25000
"2339",5540,12,28,9,8,31.907,125000
"2340",5543,26,31,14,21,85.677,133000
"2341",5544,8,13,9,8,14.701,10056
"2342",5545,10,28,13,13,42.853,16000
"2343",5546,17,20,12,11,48.99,32000
"2344",5550,6,16,3,7,6.054,11000
"2345",5551,12,12,8,8,21.62,29000
"2346",5555,22,30,13,13,56.039,14000
"2347",5558,4,8,2,5,0.162,45000
"2348",5565,18,25,9,11,37.489,36000
"2349",5566,12,26,13,11,39.633,25000
"2350",5568,14,27,15,12,64.088,38000
"2351",5572,21,32,12,9,61.264,31000
"2352",5573,22,27,13,16,46.741,24000
"2353",5575,22,26,13,16,64.673,15785
"2354",5576,15,20,11,10,46.125,34000
"2355",5580,12,24,10,10,35.796,47000
"2356",5581,18,14,7,11,31.716,22000
"2357",5585,12,18,8,8,26.982,54000
"2358",5590,24,30,15,21,77.376,42000
"2359",5591,24,23,12,18,67.935,65000
"2360",5592,28,34,15,24,98.198,33000
"2361",5594,21,30,13,23,73.884,79000
"2362",5599,20,32,13,13,60.292,82000
"2363",5603,11,16,8,5,10.81,36000
"2364",5604,7,6,4,2,1.042,40000
"2365",5607,13,21,10,7,28.205,30000
"2366",5609,6,15,7,8,10.186,24000
"2367",5611,11,8,5,12,34.301,18000
"2368",5612,16,25,12,17,47.973,26500
"2369",5613,4,10,2,5,0,30000
"2370",5614,6,19,8,7,18.176,26000
"2371",5616,8,12,4,4,3.039,35000
"2372",5617,10,7,5,7,8.282,20000
"2373",5618,19,23,11,18,51.958,43000
"2374",5621,21,18,13,12,51.908,44000
"2375",5623,29,34,14,24,95.248,96000
"2376",5624,24,29,12,23,70.691,36000
"2377",5625,18,29,12,16,66.276,40000
"2378",5626,17,14,13,12,60.781,52000
"2379",5637,8,9,8,7,8.54,52000
"2380",5640,4,12,1,4,0.56,30000
"2381",5646,14,19,9,12,37.531,33000
"2382",5649,23,32,13,17,71.982,22000
"2383",5653,18,34,11,13,66.907,52000
"2384",5655,26,31,13,23,82.061,90000
"2385",5661,16,34,13,14,71.156,1600
"2386",5666,25,29,14,22,68.443,80000
"2387",5667,30,35,14,25,97.274,198032
"2388",5668,26,32,13,14,70.576,60000
"2389",5669,23,32,11,13,54.716,38000
"2390",5671,22,34,13,17,86.782,20000
"2391",5674,12,29,11,16,56.285,8000
"2392",5675,21,34,15,21,87.596,67500
"2393",5676,22,33,15,17,77.716,15000
"2394",5677,17,30,10,9,64.58,72000
"2395",5684,9,7,6,7,5.319,12000
"2396",5690,22,34,14,16,76.766,70000
"2397",5694,23,21,12,12,58.345,42000
"2398",5696,20,24,11,10,42.254,72000
"2399",5699,30,35,14,23,97.537,45000
"2400",5700,28,32,13,21,80.34,70000
"2401",5701,27,29,12,21,75.52,114000
"2402",5702,20,34,12,11,59.926,24000
"2403",5703,19,33,14,18,74.363,42500
"2404",5705,21,34,14,18,81.334,10900
"2405",5708,21,32,15,22,81.916,33000
"2406",5710,28,34,13,20,87.91,53000
"2407",5711,12,28,12,9,50.838,42000
"2408",5712,22,35,14,12,80.893,26280
"2409",5713,19,27,14,10,64.357,44328
"2410",5718,28,32,10,21,76.736,9000
"2411",6285,20,32,13,7,51.843,60000
"2412",11751,17,25,9,7,24.592,10000
"2413",11755,10,6,4,3,7.35,60000
"2414",11758,23,34,12,14,80.188,70000
"2415",11759,14,22,8,15,40.534,50000
"2416",11760,0,0,0,0,0,4000
"2417",11762,8,9,4,5,1.792,100000
"2418",11763,18,29,10,13,47.481,146000
"2419",11769,16,31,14,12,67.337,8000
"2420",11776,7,29,12,9,26.798,25000
"2421",11777,25,35,14,22,90.862,74500
"2422",11778,19,35,13,17,71.422,32900
"2423",11779,21,33,15,21,78.397,1500
"2424",11785,11,24,8,4,19.889,78000
"2425",11786,13,24,12,6,44.583,65000
"2426",11787,12,21,7,8,20.097,8000
"2427",11791,18,28,12,17,66.503,123000
"2428",11792,22,27,13,18,61.687,19000
"2429",11793,9,13,4,9,11.738,56000
"2430",11794,13,19,8,7,19.708,40000
"2431",11796,27,34,14,23,97.147,24000
"2432",11797,9,27,7,12,40.415,1200
"2433",11798,6,31,13,11,45.075,17000
"2434",11799,9,24,9,6,26.504,32000
"2435",11800,11,21,9,9,18.254,60000
"2436",11801,4,17,6,6,8.903,350
"2437",11806,18,21,9,9,43.089,63000
"2438",11807,11,25,5,15,40.755,80000
"2439",11809,24,29,9,23,68.468,39000
"2440",11811,5,7,2,6,0.823,8000
"2441",11813,9,7,5,4,3.222,30456
"2442",11814,8,7,3,6,2.314,9000
"2443",11815,9,22,10,8,21.716,1300
"2444",11816,28,33,12,22,78.611,19500
"2445",11818,11,19,4,3,12.57,13000
"2446",11819,12,27,13,12,43.124,27700
"2447",11820,18,28,13,18,62.701,50000
"2448",11822,12,27,9,12,41.801,57500
"2449",11830,4,12,5,3,1.457,2000
"2450",11832,4,11,7,7,9.266,15000
"2451",11833,12,11,4,8,13.696,25000
"2452",11835,12,34,13,11,60.5,14000
"2453",11838,12,16,8,7,23.064,52000
"2454",11839,8,24,12,14,48.275,45000
"2455",11841,17,17,11,11,39.048,57000
"2456",11844,7,21,10,10,23.172,20108
"2457",11845,16,26,10,17,47.552,40000
"2458",11846,7,14,7,7,9.003,54000
"2459",11848,12,28,13,13,48.795,24500
"2460",11849,10,16,4,6,14.611,50000
"2461",11850,9,20,9,12,24.52,32000
"2462",11851,19,31,15,16,67.97,80000
"2463",11854,21,32,12,18,68.817,87000
"2464",11858,13,30,12,8,37.279,24000
"2465",11860,23,33,13,12,61.243,40000
"2466",11863,26,28,14,21,78.549,77919
"2467",11864,8,20,7,6,16.885,24000
"2468",11865,17,32,13,15,75.534,42500
"2469",11867,6,21,9,5,18,28000
"2470",11868,17,22,12,18,54.37,102831
"2471",11869,28,30,14,23,83.763,38400
"2472",11870,24,26,13,20,72.983,11000
"2473",11872,29,34,12,24,81.931,24500
"2474",11875,26,29,12,10,63.866,57000
"2475",11878,8,24,11,10,39.427,22000
"2476",11879,16,34,13,10,63.777,13691
"2477",11880,12,31,12,6,44.032,15000
"2478",11881,27,35,14,24,92.255,15000
"2479",11883,16,33,15,17,75.428,44000
"2480",11884,10,27,12,3,18.231,2200
"2481",11886,20,35,15,18,79.197,10000
"2482",11887,23,34,11,13,61.341,24200
"2483",11889,21,30,11,11,68.263,40000
"2484",11890,6,4,3,6,1.779,50400
"2485",11891,8,15,4,6,4.028,10000
"2486",11894,24,28,12,14,55.742,30330
"2487",11897,27,35,15,22,96.751,64000
"2488",11898,26,33,13,21,80.758,58500
"2489",11901,9,27,12,12,36.943,29000
"2490",11902,15,27,12,13,39.267,48000
"2491",11905,20,24,11,12,43.256,60000
"2492",11909,16,29,12,8,51.061,16000
"2493",11911,21,30,11,21,56.834,46000
"2494",11916,9,26,11,11,45.787,38000
"2495",11917,22,35,12,12,62.412,35000
"2496",11918,28,33,13,23,89.086,85000
"2497",11920,25,32,13,16,83.021,338101
"2498",11923,10,29,12,14,45.43,12000
"2499",11924,30,33,14,21,91.057,68458
"2500",11925,28,29,13,14,70,58000
"2501",11926,28,30,13,22,86.514,45000
"2502",11929,26,35,15,23,93.914,82000
"2503",11932,4,19,6,9,9.829,10000
"2504",11934,7,19,4,9,12.465,90000
"2505",11935,12,16,7,1,10.59,24000
"2506",11936,23,18,11,13,38.717,125000
"2507",11937,12,17,6,5,12.877,43000
"2508",11939,10,25,9,9,27.064,15000
"2509",11940,16,31,13,14,48.739,14000
"2510",11942,13,28,9,18,52.131,39000
"2511",11945,7,14,7,3,15.874,40000
"2512",11947,12,14,6,7,10.751,90000
"2513",11949,11,17,7,8,20.859,26000
"2514",11950,5,22,6,5,6.732,2000
"2515",11955,25,32,12,14,72.75,42000
"2516",11958,12,20,11,11,42.412,75000
"2517",11971,8,17,11,10,24.339,39000
"2518",11972,14,26,10,16,37.918,110500
"2519",11973,18,29,14,12,60.113,60000
"2520",11981,7,9,2,4,0.332,31000
"2521",11990,30,32,14,23,85.632,70000
"2522",11993,16,22,10,9,36.867,40000
"2523",12000,26,28,12,22,56.178,33000
"2524",12005,10,30,10,13,39.556,35000
"2525",12006,25,28,12,23,59.085,17000
"2526",12008,14,27,14,6,38.202,60000
"2527",12010,26,32,12,22,83.535,53000
"2528",12012,26,30,13,24,76.322,65000
"2529",12014,21,31,13,16,80.79,85000
"2530",12016,24,31,13,18,70.816,150000
"2531",12018,27,34,15,24,94.157,52900
"2532",12019,14,29,14,18,69.997,58000
"2533",12022,24,30,12,15,54.756,63000
"2534",12023,23,27,13,18,74.585,65000
"2535",12031,28,25,13,13,66.317,40000
"2536",12032,10,15,7,5,14.177,24000
"2537",12034,28,33,10,22,72.753,161182
"2538",12036,24,35,13,21,81.701,28900
"2539",12039,22,28,14,15,65.528,22000
"2540",12041,8,18,7,8,16.707,46000
"2541",12042,10,12,3,8,8.479,3000
"2542",12043,8,2,5,7,5.867,628
"2543",12044,11,27,13,7,41.848,45000
"2544",12045,29,35,13,23,87.993,49000
"2545",12052,23,32,13,20,68.169,32000
"2546",12055,18,33,12,10,49.365,51000
"2547",12057,15,30,13,10,58.25,3000
"2548",12061,24,35,14,18,88.136,42000
"2549",12062,6,18,0,0,1.35,20000
"2550",12064,29,35,13,25,91.448,158730
"2551",12065,19,26,11,9,45.81,56000
"2552",12066,15,27,9,7,26.619,3000
"2553",12068,22,34,14,22,88.023,49000
"2554",12070,14,29,11,16,50.856,34000
"2555",12076,19,29,13,17,58.498,6000
"2556",12082,15,30,10,8,33.649,4000
"2557",12083,11,29,13,8,42.237,22000
"2558",12084,20,32,13,10,56.342,33793
"2559",12087,9,22,11,9,18.164,3000
"2560",12088,29,33,15,24,97.573,37000
"2561",12089,16,25,15,12,63.613,40000
"2562",12090,21,24,9,15,53.959,30000
"2563",12092,18,26,15,8,53.775,30000
"2564",12093,20,26,9,15,59.265,82000
"2565",12097,10,25,11,9,36.668,54000
"2566",12098,21,34,13,24,82.763,53000
"2567",12102,23,26,13,21,62.246,100000
"2568",12104,25,34,15,19,83.988,36323
"2569",12106,19,29,13,18,76.524,120000
"2570",12110,22,28,10,12,56.116,91000
"2571",12116,21,31,12,21,74.244,90000
"2572",12119,24,31,12,12,54.283,45000
"2573",12122,14,20,8,10,20.531,30000
"2574",12125,4,22,10,8,15.881,42000
"2575",12126,9,14,6,6,10.695,21000
"2576",12128,19,26,14,18,64.324,30000
"2577",12129,23,30,13,23,72.169,39500
"2578",12130,11,21,12,6,27.983,24000
"2579",12131,14,23,9,8,32.593,23000
"2580",12133,8,22,6,11,22.983,11560
"2581",12135,7,10,9,8,10.769,22000
"2582",12138,10,22,13,12,40.28,21000
"2583",12139,11,20,8,10,29.169,12600
"2584",12140,9,27,13,10,31.207,45000
