"","Subject","Imagazine","Inewspaper","Ilibrary","MotherEd","FatherEd","FamilyIncome78","Race","Gender","Educ","Science","Arith","Word","Parag","Numer","Coding","Auto","Math","Mechanic","Elec","AFQT","Income2005","Esteem1","Esteem2","Esteem3","Esteem4","Esteem5","Esteem6","Esteem7","Esteem8","Esteem9","Esteem10"
"1889",4528,1,1,1,10,8,25500,3,"female",14,19,26,33,13,45,75,19,18,10,14,65.668,62987,1,1,4,1,4,1,1,4,4,4
"1890",4531,1,1,1,15,18,28000,3,"male",16,21,25,25,12,49,58,19,25,21,13,66.623,113000,1,1,4,1,4,1,1,4,4,4
"1891",4532,1,1,1,9,12,60000,1,"male",16,19,28,33,12,43,53,17,19,21,13,70.375,73000,1,1,4,1,4,1,1,4,4,4
"1892",4534,1,1,1,12,12,27900,3,"female",13,19,27,33,13,49,82,18,12,19,13,72.163,35000,2,2,3,2,3,2,2,3,3,3
"1893",4536,0,1,0,13,8,7250,3,"female",13,16,21,32,13,45,67,18,13,13,12,57.342,11000,1,2,4,2,3,3,3,2,2,4
"1894",4538,0,1,1,10,9,16000,3,"female",12,16,17,30,12,38,61,15,18,21,14,41.962,40000,3,3,3,3,3,3,3,1,2,2
"1895",4540,1,0,1,12,12,9000,3,"male",16,11,13,20,9,20,30,13,12,13,7,32.671,57000,1,1,4,1,4,1,1,4,4,4
"1896",4541,0,0,1,7,11,4500,1,"female",12,13,12,17,4,15,15,6,4,9,5,7.177,35000,2,1,3,2,3,3,3,3,1,1
"1897",4542,0,0,0,7,11,4500,1,"male",13,6,7,7,4,12,16,4,10,6,6,7.817,34000,2,1,3,1,3,1,1,3,3,3
"1898",4543,0,0,0,7,11,4500,1,"female",12,9,13,14,5,20,38,7,10,8,7,18.514,1800,1,1,3,2,3,2,2,3,4,4
"1899",4544,0,0,1,7,11,4500,1,"female",12,12,5,11,5,25,42,10,5,4,4,2.96,12000,1,1,4,1,4,1,1,4,4,4
"1900",4548,1,1,0,12,8,30000,3,"male",16,18,27,30,13,37,50,16,24,19,14,89.282,100000,1,1,4,1,4,1,1,4,4,4
"1901",4557,1,1,1,9,7,6000,3,"female",12,9,8,13,4,27,25,10,5,11,8,4.899,6580,2,2,3,2,3,1,2,3,3,3
"1902",4560,1,1,0,13,14,600,3,"female",14,17,25,35,12,37,43,10,12,16,14,64.81,21000,2,2,3,2,3,2,2,2,2,2
"1903",4561,1,1,0,7,9,9048,3,"female",12,18,14,24,14,32,36,13,15,13,12,63.671,16000,2,2,4,1,4,1,1,3,4,4
"1904",4563,1,1,1,10,12,23000,3,"male",12,20,21,28,4,33,50,22,13,19,14,43.186,60000,2,1,4,2,4,1,2,3,4,4
"1905",4565,0,0,1,12,13,20000,3,"female",16,13,14,20,11,41,51,9,12,11,9,42.885,98000,2,1,4,2,3,2,2,3,3,3
"1906",4566,1,1,0,12,12,20000,3,"male",12,20,24,30,13,45,54,23,20,21,15,74.431,90000,1,1,4,2,4,1,1,4,4,4
"1907",4569,1,1,1,12,11,1600,3,"male",12,18,22,31,14,49,65,18,14,22,13,76.485,85000,1,1,4,1,4,1,2,2,4,4
"1908",4570,1,1,1,12,12,31000,3,"female",17,17,27,25,14,49,78,10,23,10,13,84.593,72000,1,2,3,2,3,2,2,2,3,3
"1909",4571,1,1,1,12,12,30000,3,"female",14,18,24,30,12,38,67,17,12,11,9,48.11,27359,2,2,3,2,3,2,2,3,3,3
"1910",4576,1,1,0,15,12,30000,3,"female",18,13,17,21,10,37,48,10,9,14,8,35.674,16000,1,1,4,2,3,2,2,1,3,3
"1911",4579,0,1,1,12,12,25000,3,"male",14,23,26,33,14,35,38,21,13,25,18,84.059,35000,1,1,4,1,3,2,2,3,2,3
"1912",4582,1,0,1,8,13,21000,3,"female",13,16,18,28,10,34,39,14,13,13,9,55.052,50000,2,2,4,2,4,2,2,4,4,4
"1913",4583,1,0,1,8,13,21000,3,"male",12,19,27,28,9,24,41,12,20,20,16,70.638,21000,2,2,3,2,3,2,2,2,3,4
"1914",4586,1,1,1,13,8,5040,3,"male",12,19,29,29,11,38,35,19,24,22,12,85.959,38154,1,1,4,1,4,1,2,4,4,4
"1915",4589,0,0,0,12,12,5000,3,"female",12,14,13,29,12,44,52,14,8,11,8,35.236,38200,2,2,3,2,3,2,2,3,3,3
"1916",4590,1,1,1,13,17,16000,3,"female",17,21,22,33,14,50,66,17,21,19,13,74.952,58000,2,2,3,2,3,2,2,3,3,3
"1917",4592,1,1,1,14,17,16500,3,"female",17,12,12,25,11,49,52,8,14,9,3,35.574,48000,1,1,4,1,3,1,2,3,3,3
"1918",4594,0,1,1,13,12,6112,3,"female",12,15,18,23,10,38,43,16,10,16,8,35.76,25000,2,2,3,2,3,2,2,2,2,3
"1919",4595,0,1,1,13,12,30000,3,"male",14,12,21,25,9,29,33,24,11,21,16,41.056,95000,1,1,4,1,4,1,1,4,4,4
"1920",4596,1,1,1,16,16,20000,3,"male",12,18,19,34,13,47,54,17,17,11,14,66.351,65000,1,1,4,1,4,1,1,1,4,4
"1921",4601,1,1,1,12,12,44000,3,"male",12,17,12,27,7,18,13,22,6,16,16,17.388,30000,2,2,3,2,3,2,2,3,3,3
"1922",4602,1,1,1,15,12,44000,3,"female",14,18,18,34,13,50,62,13,9,14,8,60.716,10000,1,1,3,1,3,1,1,3,3,3
"1923",4604,0,0,0,12,12,10500,3,"female",12,16,15,29,11,41,51,13,7,13,12,42.318,27412,1,1,4,1,4,1,1,4,4,4
"1924",4606,1,1,1,15,20,4000,3,"male",16,22,30,32,13,50,64,20,22,24,16,83.831,15000,1,1,4,1,4,1,2,3,3,3
"1925",4607,1,1,1,14,16,845,3,"male",17,15,21,31,12,46,49,23,19,18,14,58.25,55000,1,1,4,1,4,1,1,2,3,4
"1926",4609,1,1,1,12,10,2600,3,"male",20,21,28,31,14,49,69,24,25,18,19,91.857,194757,1,2,4,2,3,2,2,3,2,3
"1927",4619,1,1,1,10,10,6000,3,"male",12,10,11,12,5,17,30,13,9,8,11,12.411,9500,2,2,3,2,3,2,2,2,2,3
"1928",4621,0,1,1,8,8,13000,3,"male",12,13,24,29,13,35,53,20,16,19,13,66.439,24000,1,1,4,1,4,1,1,4,4,4
"1929",4623,1,0,1,12,10,20000,3,"male",12,18,16,12,4,22,24,24,8,15,4,22.535,62000,1,1,4,1,4,1,1,4,4,4
"1930",4624,1,1,1,16,12,16000,3,"female",15,18,11,27,10,25,18,7,10,9,7,38.467,27581,2,2,3,2,3,2,3,2,3,4
"1931",4625,1,1,1,12,12,6500,3,"female",15,17,27,28,15,49,58,12,23,15,13,81.014,77000,1,1,4,1,4,1,1,4,3,4
"1932",4626,1,0,1,14,18,6000,3,"female",20,19,23,30,14,49,74,13,18,16,11,65.198,130000,1,1,4,1,4,1,1,4,2,4
"1933",4630,1,1,1,13,15,40000,3,"male",12,12,26,21,7,32,39,15,15,20,10,44.75,130000,2,1,4,1,4,1,2,3,3,3
"1934",4632,1,1,1,14,14,27000,3,"female",16,16,18,27,13,42,56,12,12,14,10,60.639,45000,1,1,4,2,4,1,2,4,4,4
"1935",4633,0,1,1,12,12,50000,3,"male",13,18,16,29,9,39,27,20,9,16,15,35.588,90000,1,1,3,1,3,1,2,1,4,4
"1936",4634,1,1,1,12,14,50000,3,"male",18,16,22,29,13,36,46,21,14,17,11,68.487,355767,1,1,4,1,4,1,1,4,4,3
"1937",4635,1,1,1,12,14,50000,3,"male",17,20,28,32,14,36,33,24,24,21,17,92.94,70000,1,1,4,1,4,2,1,2,4,4
"1938",4636,1,1,1,12,16,35000,3,"male",14,15,14,30,12,33,49,13,8,12,14,31.028,99000,1,1,4,1,4,1,1,4,3,4
"1939",4637,1,1,1,12,6,20000,3,"female",12,9,4,9,3,12,7,5,6,8,3,1.32,25000,2,2,4,2,3,2,2,3,3,4
"1940",4638,1,1,1,12,7,20000,3,"female",12,6,7,8,6,15,8,7,7,6,4,4.875,17000,3,2,3,2,3,2,3,2,3,3
"1941",4641,0,1,1,11,8,7000,3,"female",12,17,22,23,8,38,65,11,23,13,8,63.72,18000,2,2,3,2,3,2,1,4,3,3
"1942",4642,1,1,1,12,16,25000,3,"male",13,16,20,25,10,34,20,16,16,15,13,55.007,90000,2,2,3,2,3,2,2,3,3,3
"1943",4643,1,1,0,12,14,4000,3,"male",14,15,14,20,7,35,11,16,7,13,10,24.298,56000,2,2,3,2,3,2,2,3,3,3
"1944",4646,1,1,1,11,10,21400,3,"male",12,17,17,22,11,37,52,18,11,18,12,36.39,24000,2,2,3,2,3,2,2,3,3,3
"1945",4651,1,1,1,12,12,52000,3,"female",13,12,15,22,13,42,55,14,7,15,13,49.157,25000,1,1,4,1,4,1,1,4,4,4
"1946",4652,1,1,1,12,16,65000,3,"male",16,25,30,35,12,29,59,22,25,22,18,92.296,60000,1,1,3,1,3,2,2,3,3,4
"1947",4662,1,1,1,12,16,35000,3,"female",16,15,30,35,15,45,40,9,24,13,14,98.483,52000,1,1,4,1,4,1,1,4,4,4
"1948",4665,0,1,1,14,14,50000,3,"female",14,21,24,34,15,47,62,13,19,18,16,83.307,15000,1,1,4,2,4,2,2,4,4,4
"1949",4668,1,1,1,12,12,28000,3,"male",16,20,25,30,14,36,19,21,18,13,15,81.304,209400,1,1,4,1,4,1,1,3,3,4
"1950",4669,1,1,1,12,16,28000,3,"male",14,9,11,15,10,29,27,9,10,12,6,30.372,40000,2,1,3,1,4,1,1,4,4,4
"1951",4675,1,1,1,12,12,20000,3,"female",13,17,14,30,12,28,54,13,12,12,15,48.409,38000,1,1,3,1,3,1,1,3,3,3
"1952",4676,1,1,1,12,12,2000,3,"male",12,21,28,30,14,49,56,22,21,23,19,86.921,45000,1,2,1,2,3,2,2,3,3,4
"1953",4678,1,1,1,11,12,26000,3,"female",12,12,7,23,5,28,46,6,6,10,9,14.358,5000,2,2,3,2,2,3,3,2,2,2
"1954",4680,0,1,1,12,12,24000,3,"male",12,18,18,31,14,39,48,21,14,21,16,71.684,14000,2,1,3,2,3,2,3,1,3,3
"1955",4681,0,0,1,12,10,8800,3,"male",10,7,10,11,7,19,33,12,7,14,5,10.844,3000,2,2,3,1,2,2,4,1,1,4
"1956",4683,1,1,1,17,16,5184,3,"female",18,19,18,33,14,34,40,9,19,11,7,74.499,10000,1,1,4,1,3,2,2,3,3,3
"1957",4686,0,1,1,12,14,40000,3,"female",17,18,28,30,14,49,76,11,24,15,11,85.163,84000,1,1,4,2,4,2,2,3,4,4
"1958",4687,0,1,1,12,16,40000,3,"male",13,18,22,29,15,37,66,11,20,14,9,84.843,68651,1,1,4,1,4,1,1,4,4,4
"1959",4692,1,1,1,16,17,75001,3,"female",19,18,26,33,14,39,60,12,23,18,12,97.585,29000,1,1,3,2,3,2,2,2,2,2
"1960",4694,1,1,1,12,16,45000,3,"female",15,14,21,27,14,49,68,14,20,8,10,69.189,4000,1,1,4,1,4,1,2,4,4,4
"1961",4695,1,1,1,16,16,22000,2,"male",16,25,29,35,13,33,42,18,24,23,18,92.725,91500,2,1,4,1,4,2,2,4,4,4
"1962",4698,1,1,1,14,12,25000,3,"male",16,18,26,31,9,45,33,13,18,12,13,69.532,108000,1,1,4,2,4,2,1,4,3,4
"1963",4699,0,1,1,13,14,25000,3,"male",14,19,23,28,12,46,32,21,17,19,16,60.14,137000,1,1,4,1,1,1,1,4,1,1
"1964",4701,1,1,1,12,16,30000,3,"male",12,18,24,24,12,34,46,22,20,20,18,59.027,197062,1,1,4,1,4,1,2,2,2,4
"1965",4702,1,1,1,10,15,30000,3,"male",14,18,27,28,13,49,18,21,23,21,16,85.659,100000,2,2,4,4,4,2,1,4,4,4
"1966",4704,1,1,1,11,16,30000,3,"male",15,18,16,32,13,49,39,12,16,19,12,66.998,5000,1,1,4,2,4,1,1,4,4,4
"1967",4707,1,1,1,12,14,25000,3,"male",12,23,20,28,9,28,38,22,20,22,18,65.045,72000,1,2,3,1,4,2,2,3,3,3
"1968",4710,1,1,1,10,10,22000,2,"male",12,9,11,15,8,36,44,11,8,8,8,13.195,15000,2,2,3,2,3,2,2,3,2,3
"1969",4711,1,1,1,10,8,22000,2,"female",12,12,14,15,5,40,34,8,11,9,3,23.091,40000,2,2,4,2,4,2,2,4,4,4
"1970",4714,1,1,1,10,12,28000,3,"female",12,23,19,27,12,46,59,8,14,11,10,64.763,45000,2,2,3,2,3,4,3,1,1,3
"1971",4716,1,1,1,12,12,30000,3,"male",12,12,12,8,5,16,34,17,6,17,10,8.573,58000,2,2,3,2,3,2,2,3,3,3
"1972",4717,1,1,1,12,12,30000,3,"female",14,16,12,26,15,33,60,12,6,11,8,44.228,3000,1,1,4,1,4,2,2,4,4,4
"1973",4720,0,1,1,12,9,23500,3,"male",12,18,24,27,13,31,51,24,11,18,17,50.743,67000,2,2,3,2,3,2,2,2,3,3
"1974",4722,1,1,1,12,12,25000,3,"male",12,15,14,26,14,27,17,21,6,18,18,44.638,35000,2,2,3,2,3,2,2,3,3,3
"1975",4724,1,1,1,11,16,19000,3,"female",12,9,8,15,9,30,42,11,5,2,11,8.594,8400,2,2,3,2,3,2,2,3,3,3
"1976",4729,0,1,1,10,10,20000,3,"male",14,18,25,29,7,44,52,19,17,17,12,45.692,15000,2,2,3,2,3,1,2,3,3,4
"1977",4731,1,1,1,12,10,7662,3,"male",11,16,15,22,4,20,22,22,4,11,11,16.497,20017,2,2,4,2,3,2,2,3,2,4
"1978",4732,1,1,1,12,10,7662,3,"male",12,19,12,24,7,19,27,16,4,9,9,19.224,21424,1,1,3,1,4,2,2,2,4,4
"1979",4733,0,1,1,11,8,7000,3,"female",11,16,9,11,8,25,46,6,10,10,7,16.996,12000,1,2,4,3,3,1,1,3,4,4
"1980",4734,1,1,0,11,8,16000,3,"female",12,13,16,20,8,20,41,14,9,11,8,23.5,12000,2,2,2,2,3,3,3,2,2,2
"1981",4738,1,1,1,10,10,22190,3,"male",14,22,28,28,13,40,45,22,11,21,17,59.362,75000,1,1,4,1,4,2,1,3,4,3
"1982",4742,0,1,1,12,16,24000,3,"female",16,24,30,35,15,26,40,19,25,18,16,100,30000,1,2,4,1,4,2,2,4,4,4
"1983",4746,1,1,1,9,8,18000,3,"female",12,12,11,21,14,34,52,9,10,14,7,44.275,36000,1,1,4,1,4,1,1,3,4,4
"1984",4747,0,1,1,9,8,18000,3,"male",12,8,7,19,6,22,32,9,5,14,6,11.038,12000,2,1,3,2,3,1,2,3,3,3
"1985",4752,1,1,1,11,8,12000,3,"male",12,21,21,31,9,29,34,22,15,18,14,60.219,42000,1,1,4,1,4,1,1,4,4,4
"1986",4753,1,1,1,16,20,30000,3,"female",16,19,29,35,14,47,67,13,18,15,14,89.164,33000,1,1,1,2,3,2,2,3,4,4
"1987",4754,1,1,1,16,20,751,3,"female",18,21,25,35,14,40,49,15,17,19,15,87.349,67000,1,1,4,1,4,2,2,3,3,4
"1988",4755,1,1,1,12,12,35000,3,"male",12,13,22,22,12,31,55,19,14,17,12,56.643,54000,2,2,3,2,3,2,2,3,3,3
"1989",4756,1,1,1,13,14,32000,3,"male",18,25,30,35,15,50,58,17,25,21,16,100,163271,1,2,3,2,3,2,2,3,3,3
"1990",4758,1,1,1,12,12,15000,3,"female",18,22,24,35,13,41,51,11,21,18,13,84.623,60000,2,1,3,1,4,2,2,2,3,4
"1991",4759,1,1,0,12,12,32000,3,"male",12,12,23,27,10,40,50,14,13,12,14,41.732,62000,1,1,4,1,4,1,1,4,4,4
"1992",4760,1,1,1,14,15,23000,3,"male",17,23,28,34,13,37,45,20,24,22,19,95.519,34000,1,1,3,1,3,2,2,3,2,3
"1993",4762,1,1,1,13,12,35000,3,"female",12,14,16,25,5,37,51,10,13,7,7,39.656,8600,2,2,3,2,3,2,2,3,3,3
"1994",4764,0,1,1,12,12,27000,3,"male",12,17,16,25,11,39,44,18,8,18,9,31.668,55000,2,2,3,2,3,2,2,3,3,3
"1995",4765,1,1,1,12,12,27000,3,"male",12,20,22,28,12,25,31,15,17,16,13,66.229,70000,1,1,4,1,4,1,1,4,4,4
"1996",4767,1,1,1,12,12,13000,3,"male",19,25,29,35,15,36,50,25,25,24,18,100,40000,1,1,3,1,3,1,2,3,3,4
"1997",4768,1,1,1,12,12,13500,3,"female",13,21,26,32,15,47,64,17,21,17,17,88.406,30000,2,2,4,2,1,2,2,4,4,4
"1998",4770,1,1,1,12,10,16000,3,"male",12,13,23,21,10,32,48,21,18,20,13,56.987,31000,2,2,3,2,3,2,2,3,3,3
"1999",4772,0,1,1,12,12,20667,3,"female",12,19,21,28,8,40,58,9,14,13,9,45.131,24000,1,1,4,1,4,1,1,4,4,4
"2000",4774,1,1,0,12,12,6000,3,"female",12,16,15,31,12,44,65,5,10,9,11,44.272,4800,2,2,3,2,4,2,2,2,2,3
"2001",4776,0,1,0,10,8,8000,3,"male",12,16,13,18,7,28,32,11,3,12,4,11.451,41000,1,2,3,1,3,2,2,2,3,3
"2002",4777,1,1,1,12,8,25000,3,"female",12,16,12,26,9,39,45,12,9,11,7,34.099,22000,2,2,4,1,4,2,3,3,3,3
"2003",4778,0,1,1,12,9,24500,3,"female",12,14,7,18,8,21,40,10,13,5,8,29.236,26000,2,2,3,3,3,3,3,2,2,2
"2004",4779,0,0,1,6,4,21000,3,"male",12,7,12,10,2,14,13,11,10,4,1,16.44,27000,2,2,3,2,3,2,2,3,3,3
"2005",4780,1,1,1,12,12,16580,3,"female",12,14,13,22,12,49,58,7,10,15,4,34.125,25000,1,1,4,2,4,1,1,3,2,4
"2006",4788,1,1,1,12,12,28000,3,"male",12,14,21,19,13,50,56,11,9,14,7,43.564,66000,2,2,3,2,3,2,2,3,3,3
"2007",4790,1,1,1,12,12,28000,3,"female",12,12,14,19,9,44,52,8,4,7,7,44.281,13000,2,2,3,2,3,2,2,3,3,3
"2008",4793,1,1,1,12,12,15000,3,"male",16,20,28,30,14,37,51,18,22,17,13,86.859,115000,1,1,4,1,4,1,1,4,4,4
"2009",4795,1,1,1,12,12,24000,3,"female",16,23,26,29,12,41,58,17,25,19,13,89.109,70000,2,2,3,2,3,2,2,3,3,3
"2010",4798,1,1,1,12,10,22400,3,"female",19,20,30,33,14,46,68,15,18,20,16,90.344,90000,2,1,4,1,4,2,2,3,4,4
"2011",4799,1,1,1,12,8,27000,3,"male",19,25,30,34,14,28,38,19,20,19,18,93.854,40500,1,1,1,1,1,1,1,1,1,1
"2012",4803,1,1,0,12,12,20000,3,"female",13,15,27,31,12,48,61,9,21,11,14,82.637,19000,2,2,3,2,3,2,2,3,3,3
"2013",4804,1,1,1,12,12,50000,3,"female",12,13,15,24,12,43,64,13,14,13,9,53.937,12000,2,2,3,1,4,2,1,1,3,4
"2014",4805,1,1,1,12,8,38000,3,"male",15,19,27,27,12,38,56,22,18,17,15,61.977,90000,1,1,4,1,4,1,1,3,3,3
"2015",4810,0,0,0,12,12,3600,3,"female",13,17,28,34,12,50,81,19,19,18,12,74.194,50000,2,2,3,1,3,2,2,3,3,3
"2016",4812,0,1,1,12,16,25000,3,"female",16,20,30,34,14,50,84,16,24,21,16,98.187,80000,2,2,3,2,3,2,2,3,2,2
"2017",4813,1,1,1,16,16,15000,3,"male",14,16,17,30,11,34,15,16,10,17,12,62.75,74000,1,1,4,1,4,2,1,4,3,4
"2018",4815,1,1,1,12,8,10000,3,"female",14,18,25,33,15,50,55,10,22,15,14,90.394,58000,1,1,4,2,4,2,1,4,3,4
"2019",4817,1,1,1,12,13,20000,3,"female",12,17,17,32,14,34,50,11,9,12,14,60.664,35000,2,2,3,2,3,2,2,3,2,2
"2020",4818,1,1,1,12,12,15000,3,"male",12,18,28,33,13,44,68,10,18,10,9,81.962,21000,2,2,2,2,3,2,3,2,3,4
"2021",4820,0,1,1,14,8,21000,3,"female",16,24,18,34,13,23,45,14,19,20,17,79.014,25000,2,2,4,1,4,1,1,4,3,3
"2022",4822,1,1,1,8,10,22700,3,"female",12,17,22,30,11,41,45,16,9,10,14,44.296,30775,2,2,3,2,3,2,2,3,3,3
"2023",4825,1,1,1,12,12,29000,3,"male",14,25,26,32,15,48,55,25,22,23,19,81.855,42000,1,1,4,1,4,2,2,3,4,4
"2024",4826,1,1,1,12,12,29000,3,"female",18,17,20,32,13,49,73,13,15,16,12,71.626,57000,1,1,4,1,4,2,1,3,3,4
"2025",4828,1,1,1,13,17,26000,3,"male",16,18,24,31,15,34,54,18,22,18,18,83.353,66768,2,2,3,2,3,2,2,2,3,3
"2026",4829,1,1,1,13,18,26000,3,"male",16,21,27,32,14,38,45,23,20,20,19,90.563,126000,1,1,3,1,3,2,2,3,3,3
"2027",4830,1,1,1,13,16,26000,3,"male",16,16,30,31,13,36,50,16,24,17,16,93.01,344856,2,2,3,2,3,2,2,3,3,3
"2028",4831,1,1,0,13,16,26000,3,"male",18,18,26,33,15,28,39,14,23,17,17,95.503,54500,1,1,4,1,4,1,1,4,4,4
"2029",4832,1,1,0,9,12,10000,3,"male",14,20,28,30,12,48,61,23,25,22,17,77.854,57000,1,1,3,1,4,1,1,1,4,4
"2030",4834,1,1,1,12,12,20000,3,"male",16,18,13,32,14,26,38,20,6,23,15,56.188,80000,1,1,3,1,4,2,2,4,4,4
"2031",4839,1,0,1,14,12,18000,3,"female",13,16,14,28,13,31,49,5,14,11,6,62.465,14000,2,2,3,2,3,2,2,2,3,2
"2032",4840,1,1,0,12,10,7600,3,"male",15,18,27,30,12,42,57,15,25,18,14,84.43,24226,2,2,3,2,3,2,2,3,3,3
"2033",4842,1,1,1,12,13,25000,3,"female",18,14,21,27,8,47,77,14,13,13,5,55.403,37000,2,2,3,2,3,2,2,3,3,3
"2034",4843,0,1,1,11,12,10000,3,"male",16,17,17,25,12,29,42,17,9,14,15,54.678,45000,1,1,4,1,4,1,2,4,4,4
"2035",4844,1,1,0,12,12,22000,3,"female",14,13,9,18,9,33,45,7,11,13,8,30.696,6000,1,1,4,1,3,1,2,3,3,3
"2036",4849,1,1,1,12,10,14000,3,"female",12,13,15,29,9,31,24,11,8,10,10,44.859,20000,2,2,3,2,3,3,3,2,2,3
"2037",4856,1,1,1,12,12,23800,3,"male",14,22,25,30,13,46,54,19,16,19,12,72.897,60000,2,2,3,2,3,2,2,3,3,3
"2038",4858,1,1,1,12,12,24000,3,"male",12,19,24,31,13,50,54,23,18,18,16,75.431,64000,2,2,4,2,4,2,2,2,3,4
"2039",4859,0,1,1,12,12,22500,3,"male",14,20,27,33,15,39,51,22,24,20,20,91.95,36000,1,1,4,1,3,2,2,3,4,4
"2040",4862,1,1,1,12,12,22500,3,"male",13,18,27,32,13,41,49,19,21,17,9,92.938,39000,1,1,1,1,1,1,1,1,1,1
"2041",4864,1,1,1,9,9,26300,3,"female",12,13,11,29,10,34,53,13,10,11,10,41.211,8575,2,2,3,2,3,2,2,3,3,3
"2042",4865,1,1,1,9,9,26300,3,"female",15,13,19,26,12,34,42,11,16,10,8,69.395,25000,2,2,3,2,3,2,2,3,3,3
"2043",4870,1,1,1,12,12,35000,3,"female",18,23,18,34,13,40,57,9,19,20,15,81.774,6000,1,1,4,1,3,1,3,3,2,4
"2044",4871,1,1,1,12,12,17000,3,"female",16,19,30,34,14,45,58,15,25,18,15,95.394,34000,1,1,4,1,4,1,2,4,4,4
"2045",4872,1,1,1,12,13,17000,3,"female",17,10,10,18,9,33,35,4,9,12,7,28.043,56000,2,2,4,2,3,2,2,3,2,3
"2046",4873,1,1,1,12,12,12000,3,"female",16,20,29,31,14,39,53,15,25,17,13,89.918,55000,1,1,4,1,4,2,2,2,3,4
"2047",4876,1,1,1,12,12,25000,3,"female",12,16,22,25,15,37,48,16,16,16,11,67.661,35000,2,1,4,1,4,1,1,4,4,4
"2048",4879,1,1,1,11,14,3200,3,"male",12,20,20,33,14,37,28,23,16,23,18,65.964,26500,1,1,4,1,4,1,1,4,4,4
"2049",4880,1,1,1,12,9,17000,3,"female",14,17,19,31,9,36,69,8,17,11,11,53.053,27000,1,2,4,2,4,2,2,3,3,3
"2050",4881,1,1,1,12,14,12000,3,"male",14,22,26,29,14,48,67,24,19,21,17,66.586,80000,2,2,3,2,3,2,2,3,3,3
"2051",4883,1,1,1,12,12,9556,3,"male",13,17,25,25,12,49,63,21,14,18,17,50.386,47000,1,1,4,1,4,1,1,4,3,3
"2052",4884,0,1,1,12,11,1100,3,"male",12,22,28,33,11,46,56,25,15,23,16,67.232,33000,1,1,4,1,4,1,1,4,4,4
"2053",4888,1,1,0,13,13,14000,3,"male",12,19,19,34,10,27,44,24,12,24,17,57.352,38083,1,1,4,1,4,1,1,4,4,4
"2054",4889,1,1,1,12,16,13000,3,"male",14,17,25,34,13,38,42,24,17,22,18,78.181,65000,1,1,3,1,4,1,1,4,4,4
"2055",4890,1,1,1,16,12,15000,3,"female",13,17,18,26,13,50,56,13,7,15,11,38.555,22000,1,1,4,1,4,1,1,4,4,4
"2056",4892,1,1,1,12,16,16000,3,"male",16,20,25,29,11,39,53,19,12,21,16,56.759,72000,2,2,4,2,4,2,2,4,4,4
"2057",4894,1,1,1,12,12,8383,3,"male",16,22,23,30,12,43,59,20,21,22,14,77.629,81000,1,1,3,1,3,1,1,3,3,3
"2058",4896,1,1,1,12,14,20000,3,"male",16,24,30,29,14,47,65,24,25,22,17,80.642,90000,1,1,4,2,3,1,1,3,4,4
"2059",4899,1,0,0,8,12,15000,3,"female",14,16,6,19,6,27,43,7,10,12,6,15.864,20000,1,2,4,2,4,2,2,3,4,4
"2060",4900,1,0,0,12,7,29233,3,"male",12,18,20,30,13,27,44,23,14,22,18,55.398,50000,2,2,3,2,3,2,2,3,3,3
"2061",4901,0,0,0,12,8,29233,3,"male",11,13,9,24,9,22,43,17,8,18,9,23.682,32000,2,2,3,2,3,2,2,3,2,2
"2062",4906,0,1,0,7,3,7024,3,"female",12,11,9,13,6,22,37,7,3,7,3,8.811,7300,2,2,4,2,3,2,2,3,3,3
"2063",4907,1,1,1,12,14,25000,3,"male",20,25,26,34,13,46,57,24,24,22,19,86.847,188255,1,1,4,1,4,1,1,4,4,4
"2064",4911,1,1,1,10,12,8800,3,"male",12,18,26,29,14,29,54,19,16,21,16,70.097,6000,2,2,3,1,3,1,2,3,3,3
"2065",4914,1,0,0,10,12,11767,3,"male",12,13,14,21,7,27,28,15,10,10,7,25.611,29000,2,2,4,2,4,2,2,4,4,4
"2066",4919,1,1,1,9,9,12132,3,"female",18,15,12,27,12,34,67,12,10,13,9,38.709,52000,1,1,4,1,4,1,1,4,4,4
"2067",4921,1,1,1,16,12,50000,3,"male",20,21,30,33,14,50,83,20,24,18,16,92.503,92500,1,1,4,1,4,1,1,4,4,4
"2068",4922,1,1,1,12,14,24000,3,"female",13,15,10,32,13,20,36,13,13,12,13,63.204,17000,2,2,3,2,3,3,3,1,1,2
"2069",4923,0,0,0,9,10,11429,3,"male",10,14,11,17,5,24,24,11,8,8,5,22.076,22000,1,2,3,2,1,2,2,3,3,3
"2070",4924,1,1,0,14,12,27715,3,"female",13,18,15,30,12,40,64,15,14,12,8,43.271,33500,1,1,3,2,3,1,1,1,1,1
"2071",4926,0,1,1,12,12,32000,3,"male",12,19,26,26,13,37,43,19,13,22,18,51.554,48000,2,2,3,2,3,2,2,3,3,3
"2072",4927,1,1,1,12,12,32000,3,"female",16,15,26,26,14,40,45,11,23,19,11,83.641,159193,2,2,3,2,3,2,2,3,3,3
"2073",4929,1,1,1,12,10,20000,3,"female",14,13,14,31,12,32,52,14,10,12,9,49.657,17900,1,1,4,2,3,2,2,2,3,4
"2074",4930,1,1,0,10,14,23659,3,"female",13,14,16,28,11,30,41,14,6,6,8,41.842,18839,1,1,4,2,4,1,1,4,4,4
"2075",4931,1,0,1,9,10,16000,3,"female",14,18,17,33,14,38,33,12,17,13,11,81.658,33000,1,1,4,1,4,1,2,3,4,4
