"","Gene","GeneName","pValue"
"17648",17648,"AT4G14870",0.107119555
"17649",17649,"AT5G09330",0.11091368
"17650",17650,"AT5G43320",0.593889845
"17651",17651,"AT1G58030",0.107730638
"17652",17652,"AT2G36240",0.775055733
"17653",17653,"AT3G02780",0.038728673
"17654",17654,"AT4G15530",0.706180583
"17655",17655,"AT5G27150",0.737821462
"17656",17656,"AT5G67250",0.974619097
"17657",17657,"AT1G64380",0.465977321
"17658",17658,"AT1G67785",0.602342496
"17659",17659,"AT2G23760",0.252243472
"17660",17660,"AT3G03890",0.544086732
"17661",17661,"AT3G11450",0.811646661
"17662",17662,"AT3G15630",0.183972309
"17663",17663,"AT3G16400",0.040569024
"17664",17664,"AT4G30660",0.034054626
"17665",17665,"AT5G54830",0.796212085
"17666",17666,"AT1G21080",0.024162566
"17667",17667,"AT2G17340",0.243643435
"17668",17668,"AT2G43570",0.027020809
"17669",17669,"AT4G31040",0.561607776
"17670",17670,"AT5G05010",0.01893275
"17671",17671,"AT5G14440",0.515002905
"17672",17672,"AT1G13350",0.883240909
"17673",17673,"AT1G14000",0.024488553
"17674",17674,"AT1G79230",0.639002484
"17675",17675,"AT2G01490",0.073935161
"17676",17676,"AT4G16490",0.542453601
"17677",17677,"AT5G13980",0.06441948
"17678",17678,"AT5G27120",0.104821028
"17679",17679,"AT1G08880",0.055058066
"17680",17680,"AT1G10290",0.001908743
"17681",17681,"AT2G39970",0.040330532
"17682",17682,"AT3G07480",0.217189628
"17683",17683,"AT5G39510",0.017499206
"17684",17684,"AT1G04850",0.801341307
"17685",17685,"AT2G23070",0.133427681
"17686",17686,"AT2G32080",0.139925143
"17687",17687,"AT3G59540",0.980153216
"17688",17688,"AT4G30440",0.042577451
"17689",17689,"AT5G62140",0.002076864
"17690",17690,"AT1G33990",0.273366692
"17691",17691,"AT1G72180",0.746745544
"17692",17692,"AT1G73750",0.044927276
"17693",17693,"AT2G04842",1.03035e-05
"17694",17694,"AT2G29210",0.904359675
"17695",17695,"AT3G53740",0.975950886
"17696",17696,"AT5G55040",0.489976189
"17697",17697,"AT2G02710",0.799685966
"17698",17698,"AT2G11240",0.445467955
"17699",17699,"AT3G13520",0.648289989
"17700",17700,"AT3G14650",0.047003948
"17701",17701,"AT3G27300",0.26783372
"17702",17702,"AT4G03550",0.366699549
"17703",17703,"AT4G32285",0.012101058
"17704",17704,"AT5G35790",0.000246771
"17705",17705,"AT3G03640",0.108685507
"17706",17706,"AT5G20130",0.049456206
"17707",17707,"AT1G27530",0.580145208
"17708",17708,"AT1G62390",0.351031098
"17709",17709,"AT2G16640",0.012449471
"17710",17710,"AT2G42690",0.00393513
"17711",17711,"AT3G03470",0.642381357
"17712",17712,"AT3G57560",0.864081641
"17713",17713,"AT4G37270",0.446807639
"17714",17714,"AT5G47840",0.005054728
"17715",17715,"AT4G12420",0.33807425
"17716",17716,"AT5G09850",0.41121621
"17717",17717,"AT5G52450",0.387436981
"17718",17718,"AT5G61660",0.0705781
"17719",17719,"AT5G65990",0.258507752
"17720",17720,"AT1G10830",0.664994712
"17721",17721,"AT1G27000",0.012681431
"17722",17722,"AT1G28600",0.734814389
"17723",17723,"AT1G74050",0.634862016
"17724",17724,"AT2G04410",0.007955364
"17725",17725,"AT3G13300",0.540850199
"17726",17726,"AT5G03460",0.287152734
"17727",17727,"AT5G36925",2.76405e-05
"17728",17728,"AT5G50850",0.861053685
"17729",17729,"AT5G59820",0.000779456
"17730",17730,"AT1G06230",0.504273832
"17731",17731,"AT1G15930",0.466831498
"17732",17732,"AT1G23190",0.571906727
"17733",17733,"AT1G73060",0.080956117
"17734",17734,"AT3G44260",0.209072416
"17735",17735,"AT4G38740",0.553876162
"17736",17736,"AT5G16780",0.807441965
"17737",17737,"AT5G42380",0.368346821
"17738",17738,"AT5G50380",0.538588059
"17739",17739,"AT1G04120",5.32838e-05
"17740",17740,"AT1G61120",0.000701345
"17741",17741,"AT2G01690",0.550513822
"17742",17742,"AT2G17120",0.032610038
"17743",17743,"AT3G17780",0.443711692
"17744",17744,"AT3G46550",0.008339796
"17745",17745,"AT4G15630",0.28604754
"17746",17746,"AT2G34585",0.874526901
"17747",17747,"AT3G14600",0.355303495
"17748",17748,"AT4G37200",0.00209156
"17749",17749,"AT5G17860",8.90295e-05
"17750",17750,"AT1G49740",0.417020086
"17751",17751,"AT2G30470",0.605682379
"17752",17752,"AT2G47970",0.710455868
"17753",17753,"AT3G02880",0.000206022
"17754",17754,"AT3G11910",0.171793956
"17755",17755,"AT4G00100",0.542412859
"17756",17756,"AT5G61270",0.05676373
"17757",17757,"AT1G12800",0.018724438
"17758",17758,"AT4G03080",0.016519035
"17759",17759,"AT1G77740",0.329265185
"17760",17760,"AT4G31480",0.312619992
"17761",17761,"AT1G27760",0.006547543
"17762",17762,"AT1G70730",0.029206935
"17763",17763,"AT2G34070",0.0001113
"17764",17764,"AT5G06130",0.451295001
"17765",17765,"AT5G13010",0.937687259
"17766",17766,"AT5G13160",0.127979131
"17767",17767,"AT5G46250",0.975312097
"17768",17768,"AT5G64430",0.35553893
"17769",17769,"AT1G17380",5.86809e-06
"17770",17770,"AT1G71697",0.008452629
"17771",17771,"AT4G28570",0.123449749
"17772",17772,"AT5G36220",0.00152542
"17773",17773,"AT5G48810",0.641801233
"17774",17774,"AT5G51570",0.130209913
"17775",17775,"AT1G05300",0.00022013
"17776",17776,"AT3G07160",0.012458457
"17777",17777,"AT3G14990",0.002338131
"17778",17778,"AT5G18600",0.891927131
"17779",17779,"AT5G59613",0.363507608
"17780",17780,"AT1G06430",0.006413906
"17781",17781,"AT2G18750",0.147678319
"17782",17782,"AT5G46630",0.003440085
"17783",17783,"AT5G47200",0.004598068
"17784",17784,"AT3G06960",0.666333631
"17785",17785,"AT3G12290",0.088720629
"17786",17786,"AT3G19490",0.020715096
"17787",17787,"AT4G25500",0.457693153
"17788",17788,"AT4G30160",4.91158e-05
"17789",17789,"AT5G08290",0.988832037
"17790",17790,"AT5G55670",0.58635642
"17791",17791,"AT4G18670",0.003422012
"17792",17792,"AT1G16720",0.00722543
"17793",17793,"AT1G53510",0.73576206
"17794",17794,"AT2G02230",0.542444801
"17795",17795,"AT3G14620",0.055668592
"17796",17796,"AT3G43800",0.007536423
"17797",17797,"AT3G54920",0.019404744
"17798",17798,"AT1G07770",0.024924421
"17799",17799,"AT1G50920",0.351673323
"17800",17800,"AT4G18170",0.019699586
"17801",17801,"AT4G38510",0.743482134
"17802",17802,"AT5G58420",0.479887685
"17803",17803,"AT5G60030",0.618401835
"17804",17804,"AT2G21530",0.044620463
"17805",17805,"AT2G39260",0.578003466
"17806",17806,"AT3G54400",0.661560826
"17807",17807,"AT4G39300",0.325244317
"17808",17808,"AT2G01350",0.416278318
"17809",17809,"AT3G14010",0.252112588
"17810",17810,"AT5G04710",0.452026096
"17811",17811,"AT5G04830",0.553971847
"17812",17812,"AT5G35680",0.42410956
"17813",17813,"AT1G17840",0.382728801
"17814",17814,"AT1G25490",0.8060423
"17815",17815,"AT3G11810",0.710696744
"17816",17816,"AT5G13800",0.755298312
"17817",17817,"AT1G53570",0.269056413
"17818",17818,"AT2G14610",0.651817684
"17819",17819,"AT2G29700",0.803592567
"17820",17820,"AT3G01690",0.001607584
"17821",17821,"AT3G16370",0.000767147
"17822",17822,"AT3G59350",0.106541711
"17823",17823,"AT5G23890",0.344486588
"17824",17824,"AT1G17890",0.100251869
"17825",17825,"AT1G21630",0.139289978
"17826",17826,"AT3G05060",0.08796092
"17827",17827,"AT4G30350",0.008975738
"17828",17828,"AT2G04570",0.042646735
"17829",17829,"AT2G16740",0.171388969
"17830",17830,"AT4G16950",0.312276206
"17831",17831,"AT5G50160",0.616910128
"17832",17832,"AT1G51090",0.000553742
"17833",17833,"AT1G52000",0.384518331
"17834",17834,"AT1G55265",0.313150836
"17835",17835,"AT2G21250",8.33734e-05
"17836",17836,"AT3G16780",0.871166416
"17837",17837,"AT5G17710",0.017345102
"17838",17838,"AT1G12840",0.894136498
"17839",17839,"AT4G24330",0.101253645
"17840",17840,"AT5G51300",0.757696106
"17841",17841,"AT5G54630",0.000344666
"17842",17842,"AT1G03040",0.106569519
"17843",17843,"AT2G31800",0.045338848
"17844",17844,"AT3G05670",0.836012349
"17845",17845,"AT3G09735",0.056625451
"17846",17846,"AT3G26590",0.809203087
"17847",17847,"AT3G46640",0.913570727
"17848",17848,"AT1G30630",0.414249629
"17849",17849,"AT2G20360",0.93985673
"17850",17850,"AT2G31410",0.595257276
"17851",17851,"AT3G24050",0.207667757
"17852",17852,"AT3G50685",0.009923917
"17853",17853,"AT3G61280",0.873252195
"17854",17854,"AT4G10790",0.297920186
"17855",17855,"AT1G51610",0.031000844
"17856",17856,"AT2G16510",0.071144013
"17857",17857,"AT5G10780",0.566243289
"17858",17858,"AT1G17745",0.008460127
"17859",17859,"AT4G00270",0.906788313
"17860",17860,"AT4G08350",0.05724061
"17861",17861,"AT4G11890",0.104454042
"17862",17862,"AT4G29840",0.861076571
"17863",17863,"AT1G64330",0.757485433
"17864",17864,"AT1G64770",0.027974818
"17865",17865,"AT1G78890",0.601018079
"17866",17866,"AT5G41560",0.015114175
"17867",17867,"AT1G32460",0.252199637
"17868",17868,"AT1G35580",0.087440211
"17869",17869,"AT3G56240",0.651968508
"17870",17870,"AT2G20880",0.001292321
"17871",17871,"AT2G45660",0.36047877
"17872",17872,"AT3G02080",0.555202683
"17873",17873,"AT3G54620",0.010057779
"17874",17874,"AT3G57890",0.04912875
"17875",17875,"AT1G54830",0.047537319
"17876",17876,"AT1G73920",0.907147637
"17877",17877,"AT3G17240",0.134179949
"17878",17878,"AT3G62120",0.034044095
"17879",17879,"AT5G66090",0.06280042
"17880",17880,"AT1G50370",0.006436966
"17881",17881,"AT3G06400",0.864183778
"17882",17882,"AT2G04160",0.040454468
"17883",17883,"AT2G23320",4.18678e-07
"17884",17884,"AT2G29460",0.036701595
"17885",17885,"AT4G35860",0.421612538
"17886",17886,"AT5G26360",0.172360212
"17887",17887,"AT5G65840",0.084931078
"17888",17888,"AT2G36380",3.76217e-06
"17889",17889,"AT1G15280",0.080506314
"17890",17890,"AT2G21160",0.01780968
"17891",17891,"AT2G46550",0.178156474
"17892",17892,"AT4G13220",0.594263902
"17893",17893,"AT5G03730",0.000875967
"17894",17894,"AT1G31810",0.227946559
"17895",17895,"AT2G23600",0.025751711
"17896",17896,"AT2G36950",0.015076899
"17897",17897,"AT3G28200",0.854783816
"17898",17898,"AT5G20500",0.807659963
"17899",17899,"AT1G01210",0.686322584
"17900",17900,"AT1G08700",0.822151896
"17901",17901,"AT2G15320",0.016773464
"17902",17902,"AT2G27730",0.03781229
"17903",17903,"AT2G29670",0.191128336
"17904",17904,"AT3G13810",0.217687227
"17905",17905,"AT4G10180",0.407189295
"17906",17906,"AT1G08360",0.04232096
"17907",17907,"AT1G56330",0.125441312
"17908",17908,"AT3G05560",0.027527047
"17909",17909,"AT5G47020",0.006786079
"17910",17910,"AT2G05630",0.594330714
"17911",17911,"AT3G02260",0.000328132
"17912",17912,"AT3G53430",0.633753389
"17913",17913,"AT1G02090",0.453622497
"17914",17914,"AT1G15950",0.662026818
"17915",17915,"AT1G20200",0.001251033
"17916",17916,"AT3G01390",0.378221211
"17917",17917,"AT5G65110",0.042096737
"17918",17918,"AT1G08050",0.0456774
"17919",17919,"AT1G08420",0.337281673
"17920",17920,"AT1G61790",0.036024674
"17921",17921,"AT4G17940",0.981219062
"17922",17922,"AT1G03900",0.178548251
"17923",17923,"AT1G13320",0.430393514
"17924",17924,"AT2G27710",0.787216623
"17925",17925,"AT2G36850",0.095601879
"17926",17926,"AT2G38270",0.198570116
"17927",17927,"AT2G43680",0.394092147
"17928",17928,"AT3G08670",0.845007732
"17929",17929,"AT4G20980",0.401892065
"17930",17930,"AT4G31700",0.785926826
"17931",17931,"AT2G17560",0.17283973
"17932",17932,"AT2G26670",0.907409344
"17933",17933,"AT3G61130",0.438237221
"17934",17934,"AT4G24520",0.002621169
"17935",17935,"AT5G66850",0.004811097
"17936",17936,"AT1G11680",0.976407327
"17937",17937,"AT2G40380",0.715445768
"17938",17938,"AT4G10840",0.658066719
"17939",17939,"AT5G12120",0.078382486
"17940",17940,"AT1G71100",0.002724321
"17941",17941,"AT5G47040",0.570937111
"17942",17942,"AT5G48160",0.799694827
"17943",17943,"AT1G45688",0.030282244
"17944",17944,"AT1G48450",0.094392802
"17945",17945,"AT1G56300",0.287063315
"17946",17946,"AT1G71970",0.790042899
"17947",17947,"AT3G17770",0.267960471
"17948",17948,"AT4G01690",0.054478846
"17949",17949,"AT4G17170",0.506040601
"17950",17950,"AT5G48657",0.000423795
"17951",17951,"AT5G59420",0.220932941
"17952",17952,"AT2G19740",0.550401485
"17953",17953,"AT4G04960",0.022102655
"17954",17954,"AT5G44380",0.000169664
"17955",17955,"AT1G56450",0.919317803
"17956",17956,"AT1G65800",0.090038388
"17957",17957,"AT1G73030",0.813748105
"17958",17958,"AT3G48460",0.013266056
"17959",17959,"AT4G27870",0.000259686
"17960",17960,"AT5G48540",0.000327835
"17961",17961,"AT3G27890",0.121432146
"17962",17962,"AT3G47380",0.000792055
"17963",17963,"AT5G13890",0.019104669
"17964",17964,"AT5G15410",0.047643661
"17965",17965,"AT5G62890",0.617487152
"17966",17966,"AT5G67600",0.002270737
"17967",17967,"AT5G62740",0.203497213
"17968",17968,"AT4G23270",0.003327243
"17969",17969,"AT5G04800",0.478625545
"17970",17970,"AT5G13810",0.077873685
"17971",17971,"AT5G24520",0.206115703
"17972",17972,"AT1G79380",0.2990237
"17973",17973,"AT2G45300",0.00038292
"17974",17974,"AT4G24620",0.691203419
"17975",17975,"AT1G67440",0.30604927
"17976",17976,"AT1G75040",0.224621669
"17977",17977,"AT3G19820",0.156102208
"17978",17978,"AT3G27430",0.195874668
"17979",17979,"AT3G56340",0.182950091
"17980",17980,"AT5G46580",0.137794374
"17981",17981,"AT1G09780",0.008581051
"17982",17982,"AT1G16740",0.922511471
"17983",17983,"AT1G29400",0.870708293
"17984",17984,"AT3G26900",0.441003272
"17985",17985,"AT5G23040",0.227431065
"17986",17986,"AT1G69760",0.764758782
"17987",17987,"AT2G17720",0.000287657
"17988",17988,"AT2G39390",0.016588296
"17989",17989,"AT4G23300",5.78958e-05
"17990",17990,"AT1G04990",0.10995122
"17991",17991,"AT1G51500",0.002522261
"17992",17992,"AT1G68050",0.311561795
"17993",17993,"AT5G49360",0.070381975
"17994",17994,"AT5G57930",0.001650025
"17995",17995,"AT1G06190",0.051326599
"17996",17996,"AT1G28240",0.206655905
"17997",17997,"AT3G56590",0.040692636
"17998",17998,"AT4G36690",0.543387375
"17999",17999,"AT5G23630",0.272461453
"18000",18000,"AT5G38650",0.875023509
"18001",18001,"AT2G22540",0.094654926
"18002",18002,"AT3G11710",0.152197141
"18003",18003,"AT3G20680",0.090649067
"18004",18004,"AT1G17110",0.928038679
"18005",18005,"AT5G16050",0.381494243
"18006",18006,"AT5G24530",0.462754631
"18007",18007,"AT5G53350",0.343592361
"18008",18008,"AT5G62190",0.033344026
"18009",18009,"AT2G02390",0.032229742
"18010",18010,"AT3G19450",0.041710935
"18011",18011,"AT4G38360",0.300183727
"18012",18012,"AT5G66140",0.508994834
"18013",18013,"AT1G42990",0.200109913
"18014",18014,"AT3G11510",0.832874651
"18015",18015,"AT5G43830",0.999999462
"18016",18016,"AT5G49820",0.566341336
"18017",18017,"AT2G28550",0.091755894
"18018",18018,"AT4G31170",0.431713649
"18019",18019,"AT5G03610",0.003260563
"18020",18020,"AT5G08050",0.000304776
"18021",18021,"AT5G65940",0.006169439
"18022",18022,"AT5G42030",0.106682975
"18023",18023,"AT1G67350",0.809000953
"18024",18024,"AT2G24270",7.4352e-05
"18025",18025,"AT2G42680",0.041290536
"18026",18026,"AT1G40104",0.088635696
"18027",18027,"AT3G54140",0.774902407
"18028",18028,"AT5G15490",0.001883312
"18029",18029,"AT5G28840",0.252999062
"18030",18030,"AT5G42900",0.67557339
"18031",18031,"AT1G01650",0.418386425
"18032",18032,"AT1G04690",0.938134614
"18033",18033,"AT1G07360",0.768087595
"18034",18034,"AT4G08810",0.397821299
"18035",18035,"AT5G47930",0.382340443
"18036",18036,"AT2G30250",0.113739587
"18037",18037,"AT2G44210",0.102600484
"18038",18038,"AT2G31570",0.922962607
"18039",18039,"AT3G11820",0.001961898
"18040",18040,"AT4G27470",0.034622029
"18041",18041,"AT4G35100",4.13368e-05
"18042",18042,"AT5G60980",0.256267111
"18043",18043,"AT4G35890",0.257043647
"18044",18044,"AT5G21940",0.823629275
"18045",18045,"AT4G12610",0.878705121
"18046",18046,"AT4G14270",0.266522956
"18047",18047,"AT5G15090",0.10377363
"18048",18048,"AT1G70370",0.365019944
"18049",18049,"AT3G62770",0.156837505
"18050",18050,"AT4G26110",0.259077155
"18051",18051,"AT2G20580",0.158316962
"18052",18052,"AT4G33430",7.35208e-05
"18053",18053,"AT4G33980",0.291210273
"18054",18054,"AT5G06570",0.00018845
"18055",18055,"AT1G14250",0.393025021
"18056",18056,"AT2G41530",0.01643858
"18057",18057,"AT3G48420",0.26832295
"18058",18058,"AT3G55610",0.001313509
"18059",18059,"AT4G33780",0.15457417
"18060",18060,"AT5G13720",0.036486658
"18061",18061,"AT5G25270",0.529496399
"18062",18062,"AT1G07250",0.193861314
"18063",18063,"AT1G27650",0.459646544
"18064",18064,"AT2G36320",0.499906175
"18065",18065,"AT5G20660",0.357528017
"18066",18066,"AT5G22090",0.009312087
"18067",18067,"AT3G19130",0.000713566
"18068",18068,"AT5G27770",0.015245504
"18069",18069,"AT5G52190",0.070196891
"18070",18070,"AT2G25520",0.112586895
"18071",18071,"AT2G25830",0.33924671
"18072",18072,"AT3G07700",0.979871665
"18073",18073,"AT3G61210",0.92321886
"18074",18074,"AT2G16700",0.396468692
"18075",18075,"AT2G46100",0.600281909
"18076",18076,"AT4G11010",0.53815473
"18077",18077,"AT5G06690",0.10354099
"18078",18078,"AT5G16440",0.531871556
"18079",18079,"AT1G44910",0.086118402
"18080",18080,"AT1G64740",0.860309485
"18081",18081,"AT2G22125",0.350513122
"18082",18082,"AT4G03020",0.322302161
"18083",18083,"AT4G13930",0.740656356
"18084",18084,"AT4G34240",0.004756514
"18085",18085,"AT5G04440",0.443095078
"18086",18086,"AT5G35970",0.028432535
"18087",18087,"AT5G56710",0.402368779
"18088",18088,"AT1G54580",0.301078305
"18089",18089,"AT5G04430",0.219422281
"18090",18090,"AT5G13020",0.286057688
"18091",18091,"AT1G10580",0.004935255
"18092",18092,"AT1G27320",0.788053763
"18093",18093,"AT3G52400",0.023264896
"18094",18094,"AT5G23920",0.374739628
"18095",18095,"AT1G22280",0.038438109
"18096",18096,"AT3G54200",0.113441458
"18097",18097,"AT5G10980",0.474282767
"18098",18098,"AT1G23440",0.041714899
"18099",18099,"AT1G60940",0.567784209
"18100",18100,"AT2G43945",0.217524252
"18101",18101,"AT3G55250",0.020376551
"18102",18102,"AT5G10760",0.994594859
"18103",18103,"AT5G16030",0.007987939
"18104",18104,"AT2G31790",0.086012611
"18105",18105,"AT3G55360",0.00989821
"18106",18106,"AT5G40760",0.000194753
"18107",18107,"AT1G01120",0.00365877
"18108",18108,"AT1G26560",0.098218889
"18109",18109,"AT4G01720",9.71031e-06
"18110",18110,"AT1G50020",0.484754007
"18111",18111,"AT2G01850",0.256433224
"18112",18112,"AT2G02070",0.155634747
"18113",18113,"AT2G45670",0.153401272
"18114",18114,"AT4G14030",0.828057353
"18115",18115,"AT1G62480",0.289309748
"18116",18116,"AT1G67230",0.035627294
"18117",18117,"AT4G00780",0.641335357
"18118",18118,"AT4G21790",0.006101892
"18119",18119,"AT4G30920",0.004710219
"18120",18120,"AT4G32070",0.421201881
"18121",18121,"AT1G29880",0.136823179
"18122",18122,"AT2G25250",0.178170785
"18123",18123,"AT4G02890",0.429989587
"18124",18124,"AT5G55920",0.179550441
"18125",18125,"AT1G51820",2.7844e-05
"18126",18126,"AT5G40170",0.109968741
"18127",18127,"AT2G38310",0.000807938
"18128",18128,"AT3G49010",0.85782024
"18129",18129,"AT4G27830",0.445917668
"18130",18130,"AT4G38225",0.771049299
"18131",18131,"AT1G18540",0.105240864
"18132",18132,"AT1G78240",0.000457098
"18133",18133,"AT3G11400",0.262711526
"18134",18134,"AT4G23290",0.004178056
"18135",18135,"AT5G19820",0.308322618
"18136",18136,"AT1G77940",0.859213697
"18137",18137,"AT2G35240",0.155398296
"18138",18138,"AT3G10970",0.016302422
"18139",18139,"AT3G56860",0.350528849
"18140",18140,"AT4G09800",0.782506537
"18141",18141,"AT4G37000",0.043166258
"18142",18142,"AT5G58950",0.742238084
"18143",18143,"AT1G03370",0.10461731
"18144",18144,"AT2G39460",0.548502874
"18145",18145,"AT5G07090",0.298892941
"18146",18146,"AT1G08370",0.891917712
"18147",18147,"AT2G47700",0.874594512
"18148",18148,"AT3G53520",0.058493347
"18149",18149,"AT5G05250",0.070120151
"18150",18150,"AT1G04220",0.392734237
"18151",18151,"AT1G12000",0.002714407
"18152",18152,"AT1G06000",0.735305369
"18153",18153,"AT2G17200",0.51301466
"18154",18154,"AT2G41560",0.006569469
"18155",18155,"AT1G51760",0.000556045
"18156",18156,"AT4G14746",0.645969854
"18157",18157,"AT4G18010",0.268690475
"18158",18158,"AT4G21450",0.573073604
"18159",18159,"AT5G64350",0.293817725
"18160",18160,"AT1G55110",0.101777877
"18161",18161,"AT3G17800",0.142824199
"18162",18162,"AT2G47710",0.233669122
"18163",18163,"AT4G37830",0.457146415
"18164",18164,"AT5G15960",0.004743881
"18165",18165,"AT1G52510",0.06497208
"18166",18166,"AT2G24060",0.048691575
"18167",18167,"AT4G01985",0.913864355
"18168",18168,"AT5G52050",0.018927529
"18169",18169,"AT3G22110",0.223052234
"18170",18170,"AT3G50910",0.000593425
"18171",18171,"AT5G55070",0.000400845
"18172",18172,"AT2G42590",0.185340051
"18173",18173,"AT4G36390",0.490044405
"18174",18174,"AT5G18380",0.335020087
"18175",18175,"AT2G27510",0.003200632
"18176",18176,"AT1G22190",0.413809802
"18177",18177,"AT5G64410",0.414154281
"18178",18178,"AT2G33730",0.307157265
"18179",18179,"AT4G20480",0.154811904
"18180",18180,"AT5G38980",0.006697614
"18181",18181,"AT5G64240",0.095384211
"18182",18182,"AT2G34620",0.23985827
"18183",18183,"AT5G27640",0.736913812
"18184",18184,"AT1G21380",0.067087006
"18185",18185,"AT1G33600",0.031254762
"18186",18186,"AT1G72520",0.006751017
"18187",18187,"AT3G07100",0.004971945
"18188",18188,"AT5G13860",0.00225184
"18189",18189,"AT2G38230",0.002491259
"18190",18190,"AT3G62250",0.331707574
"18191",18191,"AT4G32590",0.563962617
"18192",18192,"AT5G20050",0.001793477
"18193",18193,"AT5G22950",0.691107388
"18194",18194,"AT1G13060",0.511979701
"18195",18195,"AT4G30960",0.455576973
"18196",18196,"AT5G10840",0.255454504
"18197",18197,"AT5G16730",0.685156442
"18198",18198,"AT2G17972",0.024222784
"18199",18199,"AT3G29034",0.022579173
"18200",18200,"AT4G19210",0.00216832
"18201",18201,"AT1G75800",0.004644659
"18202",18202,"AT2G45790",0.89577923
"18203",18203,"AT5G60640",0.005154736
"18204",18204,"AT2G04360",0.492587185
"18205",18205,"AT5G22060",0.002389858
"18206",18206,"AT5G36880",0.000425636
"18207",18207,"AT5G57290",0.080491693
"18208",18208,"AT1G27400",0.77790058
"18209",18209,"AT2G27530",0.804949668
"18210",18210,"AT3G07195",0.006809383
"18211",18211,"AT5G42570",0.203747998
"18212",18212,"AT1G80450",0.000985562
"18213",18213,"AT3G02910",0.595442777
"18214",18214,"AT5G57560",0.437678928
"18215",18215,"AT1G67840",0.100234712
"18216",18216,"AT1G75370",0.055832548
"18217",18217,"AT2G39140",0.000128192
"18218",18218,"AT4G03560",0.355748912
"18219",18219,"AT4G20890",0.772657788
"18220",18220,"AT5G09620",0.034260981
"18221",18221,"AT5G37370",0.210997743
"18222",18222,"AT1G09590",0.236236845
"18223",18223,"AT1G64860",0.054812
"18224",18224,"AT4G26750",0.001623486
"18225",18225,"AT2G21290",0.934839566
"18226",18226,"AT2G46500",0.036132485
"18227",18227,"AT3G24830",0.76338661
"18228",18228,"AT3G25070",0.270200588
"18229",18229,"AT3G28930",0.013388661
"18230",18230,"AT4G35790",0.038888763
"18231",18231,"AT1G72750",0.028844385
"18232",18232,"AT2G16900",0.029426821
"18233",18233,"AT4G23170",0.168832389
"18234",18234,"AT5G59910",0.489891271
"18235",18235,"AT5G27850",0.9653448
"18236",18236,"AT5G38710",0.000150236
"18237",18237,"AT1G01080",0.006373906
"18238",18238,"AT1G35340",0.930950373
"18239",18239,"AT1G78920",0.064392969
"18240",18240,"AT3G03250",0.851161164
"18241",18241,"AT3G55760",0.000909232
"18242",18242,"AT4G13350",0.715245543
"18243",18243,"AT5G06280",0.134515954
"18244",18244,"AT5G13710",0.417742388
"18245",18245,"AT4G19120",0.008542837
"18246",18246,"AT5G07340",0.368683928
"18247",18247,"AT1G55680",0.000729383
"18248",18248,"AT2G17190",0.200261421
"18249",18249,"AT4G02230",0.602411868
"18250",18250,"AT5G61150",0.657616859
"18251",18251,"AT1G19910",0.486167372
"18252",18252,"AT1G25560",0.010782533
"18253",18253,"AT2G27690",0.002239804
"18254",18254,"AT2G36895",0.362012959
"18255",18255,"AT5G32440",0.01621479
"18256",18256,"AT5G57580",0.055076168
"18257",18257,"AT1G74230",0.347800196
"18258",18258,"AT5G55530",0.001126447
"18259",18259,"AT2G39800",0.002158504
"18260",18260,"AT3G01560",0.07048692
"18261",18261,"AT3G01910",0.047027352
"18262",18262,"AT4G13520",0.522571072
"18263",18263,"AT5G16880",0.075464127
"18264",18264,"AT3G07030",0.076233119
"18265",18265,"AT4G34100",0.160741074
"18266",18266,"AT5G20830",0.721848427
"18267",18267,"AT4G26710",0.401621195
"18268",18268,"AT5G52780",0.134894585
"18269",18269,"AT1G70620",0.793242566
"18270",18270,"AT3G22235",0.728010817
"18271",18271,"AT4G18030",0.14920295
"18272",18272,"AT5G42100",0.007009685
"18273",18273,"AT1G32070",0.000751664
"18274",18274,"AT4G00810",0.391882111
"18275",18275,"AT5G19120",0.26185751
"18276",18276,"AT5G60790",0.652005894
"18277",18277,"AT3G61820",0.24397243
"18278",18278,"AT4G11360",0.06772065
"18279",18279,"AT2G16860",0.980966093
"18280",18280,"AT1G14890",0.128832422
"18281",18281,"AT1G68830",0.067637839
"18282",18282,"AT4G29390",0.505986758
"18283",18283,"AT1G23820",0.795401083
"18284",18284,"AT2G20420",0.006363161
"18285",18285,"AT3G03100",0.832955033
"18286",18286,"AT5G03380",0.073723395
"18287",18287,"AT1G43700",0.176121769
"18288",18288,"AT3G06070",0.199030404
"18289",18289,"AT3G25230",0.001848504
"18290",18290,"AT4G13615",0.006358179
"18291",18291,"AT5G01800",0.263889538
"18292",18292,"AT5G17170",0.001991412
"18293",18293,"AT5G26751",0.109768591
"18294",18294,"AT5G63810",0.002868257
"18295",18295,"AT1G21600",0.12263937
"18296",18296,"AT4G00165",0.195880991
"18297",18297,"AT5G14910",0.000227236
"18298",18298,"AT5G19855",0.477349375
"18299",18299,"AT5G53330",0.005524277
"18300",18300,"AT1G33240",0.00651315
"18301",18301,"AT1G59710",0.366826418
"18302",18302,"AT1G10940",0.828716133
"18303",18303,"AT3G46740",0.825985596
"18304",18304,"AT4G39840",0.228855833
"18305",18305,"AT5G23540",0.984278469
"18306",18306,"AT1G12240",0.730621154
"18307",18307,"AT2G35930",5.04005e-06
"18308",18308,"AT5G07470",0.002977253
"18309",18309,"AT1G35160",0.163212039
"18310",18310,"AT2G44760",0.240240362
"18311",18311,"AT5G12890",0.241826382
