"","Subject","Gender","AFQT","Educ","Income2005"
"2283",5417,"male",79.36,12,196680
"2284",5418,"male",50.639,16,60000
"2285",5419,"male",87.22,17,81000
"2286",5420,"male",91.807,16,125000
"2287",5421,"female",80.022,12,13000
"2288",5427,"female",49.099,13,38000
"2289",5428,"female",69.959,14,45000
"2290",5430,"male",75.195,16,37000
"2291",5435,"male",60.361,12,36000
"2292",5436,"female",38.439,12,29000
"2293",5439,"male",95.516,16,110000
"2294",5440,"male",91.857,12,38000
"2295",5441,"male",31.355,14,150000
"2296",5442,"female",29.679,15,6800
"2297",5445,"female",37.721,14,14000
"2298",5446,"male",10.31,9,9600
"2299",5447,"male",4.747,8,27300
"2300",5450,"female",19.937,12,8500
"2301",5451,"male",24.754,12,50000
"2302",5453,"female",32.426,13,6000
"2303",5456,"male",15.308,12,25000
"2304",5461,"male",0.587,8,71776
"2305",5469,"female",1.294,9,7200
"2306",5470,"male",54.755,12,43000
"2307",5474,"female",60.055,16,62000
"2308",5476,"female",0.838,12,26000
"2309",5484,"male",25.56,12,900
"2310",5485,"female",23.139,16,47000
"2311",5486,"female",22.735,12,20500
"2312",5488,"female",11.841,11,350
"2313",5489,"male",97.069,20,91000
"2314",5491,"male",47.421,12,52000
"2315",5493,"male",32.743,12,56000
"2316",5494,"male",50.188,12,29800
"2317",5499,"male",29.66,12,50000
"2318",5500,"male",51.599,14,40000
"2319",5502,"female",16.864,12,16000
"2320",5504,"male",74.158,16,95000
"2321",5505,"female",14.718,12,22050
"2322",5508,"female",21.049,12,20000
"2323",5510,"female",11.307,12,20000
"2324",5511,"female",60.755,14,28000
"2325",5512,"male",63.118,13,55000
"2326",5513,"male",99.484,16,25000
"2327",5514,"male",46.876,12,10000
"2328",5516,"male",25.347,12,22500
"2329",5518,"female",6.995,14,40000
"2330",5519,"male",4.096,8,18000
"2331",5521,"male",85.656,12,18560
"2332",5522,"female",61.117,12,3000
"2333",5524,"female",25.036,12,1300
"2334",5528,"female",27.961,12,38000
"2335",5531,"male",66.286,12,110000
"2336",5537,"female",6.803,12,19000
"2337",5538,"male",14.114,12,15000
"2338",5539,"male",82.93,12,25000
"2339",5540,"male",31.907,14,125000
"2340",5543,"male",85.677,17,133000
"2341",5544,"female",14.701,12,10056
"2342",5545,"male",42.853,12,16000
"2343",5546,"female",48.99,12,32000
"2344",5550,"female",6.054,12,11000
"2345",5551,"female",21.62,12,29000
"2346",5555,"female",56.039,12,14000
"2347",5558,"male",0.162,12,45000
"2348",5565,"female",37.489,16,36000
"2349",5566,"female",39.633,12,25000
"2350",5568,"female",64.088,14,38000
"2351",5572,"female",61.264,12,31000
"2352",5573,"male",46.741,12,24000
"2353",5575,"female",64.673,12,15785
"2354",5576,"female",46.125,12,34000
"2355",5580,"male",35.796,12,47000
"2356",5581,"female",31.716,12,22000
"2357",5585,"male",26.982,12,54000
"2358",5590,"male",77.376,16,42000
"2359",5591,"female",67.935,16,65000
"2360",5592,"male",98.198,19,33000
"2361",5594,"male",73.884,20,79000
"2362",5599,"male",60.292,16,82000
"2363",5603,"male",10.81,9,36000
"2364",5604,"male",1.042,9,40000
"2365",5607,"male",28.205,12,30000
"2366",5609,"female",10.186,14,24000
"2367",5611,"male",34.301,13,18000
"2368",5612,"female",47.973,13,26500
"2369",5613,"male",0,12,30000
"2370",5614,"female",18.176,12,26000
"2371",5616,"male",3.039,12,35000
"2372",5617,"male",8.282,12,20000
"2373",5618,"male",51.958,16,43000
"2374",5621,"male",51.908,17,44000
"2375",5623,"male",95.248,20,96000
"2376",5624,"female",70.691,19,36000
"2377",5625,"male",66.276,12,40000
"2378",5626,"female",60.781,12,52000
"2379",5637,"male",8.54,12,52000
"2380",5640,"female",0.56,12,30000
"2381",5646,"female",37.531,12,33000
"2382",5649,"male",71.982,13,22000
"2383",5653,"male",66.907,12,52000
"2384",5655,"male",82.061,17,90000
"2385",5661,"female",71.156,15,1600
"2386",5666,"male",68.443,16,80000
"2387",5667,"male",97.274,20,198032
"2388",5668,"male",70.576,12,60000
"2389",5669,"female",54.716,12,38000
"2390",5671,"male",86.782,12,20000
"2391",5674,"female",56.285,13,8000
"2392",5675,"female",87.596,16,67500
"2393",5676,"female",77.716,17,15000
"2394",5677,"male",64.58,12,72000
"2395",5684,"female",5.319,12,12000
"2396",5690,"female",76.766,19,70000
"2397",5694,"male",58.345,12,42000
"2398",5696,"male",42.254,12,72000
"2399",5699,"male",97.537,13,45000
"2400",5700,"male",80.34,12,70000
"2401",5701,"female",75.52,17,114000
"2402",5702,"female",59.926,13,24000
"2403",5703,"male",74.363,14,42500
"2404",5705,"female",81.334,12,10900
"2405",5708,"female",81.916,14,33000
"2406",5710,"female",87.91,18,53000
"2407",5711,"male",50.838,12,42000
"2408",5712,"female",80.893,12,26280
"2409",5713,"female",64.357,11,44328
"2410",5718,"female",76.736,12,9000
"2411",6285,"male",51.843,13,60000
"2412",11751,"male",24.592,11,10000
"2413",11755,"male",7.35,11,60000
"2414",11758,"male",80.188,19,70000
"2415",11759,"male",40.534,12,50000
"2416",11760,"male",0,12,4000
"2417",11762,"male",1.792,11,100000
"2418",11763,"male",47.481,15,146000
"2419",11769,"female",67.337,15,8000
"2420",11776,"male",26.798,10,25000
"2421",11777,"female",90.862,14,74500
"2422",11778,"female",71.422,15,32900
"2423",11779,"female",78.397,17,1500
"2424",11785,"female",19.889,12,78000
"2425",11786,"female",44.583,12,65000
"2426",11787,"female",20.097,10,8000
"2427",11791,"male",66.503,16,123000
"2428",11792,"female",61.687,12,19000
"2429",11793,"male",11.738,12,56000
"2430",11794,"female",19.708,12,40000
"2431",11796,"male",97.147,16,24000
"2432",11797,"female",40.415,14,1200
"2433",11798,"female",45.075,15,17000
"2434",11799,"male",26.504,14,32000
"2435",11800,"female",18.254,12,60000
"2436",11801,"male",8.903,12,350
"2437",11806,"male",43.089,13,63000
"2438",11807,"female",40.755,12,80000
"2439",11809,"male",68.468,16,39000
"2440",11811,"female",0.823,12,8000
"2441",11813,"female",3.222,12,30456
"2442",11814,"female",2.314,8,9000
"2443",11815,"female",21.716,13,1300
"2444",11816,"female",78.611,15,19500
"2445",11818,"female",12.57,10,13000
"2446",11819,"female",43.124,14,27700
"2447",11820,"male",62.701,16,50000
"2448",11822,"male",41.801,12,57500
"2449",11830,"male",1.457,12,2000
"2450",11832,"female",9.266,13,15000
"2451",11833,"male",13.696,13,25000
"2452",11835,"female",60.5,16,14000
"2453",11838,"female",23.064,15,52000
"2454",11839,"female",48.275,12,45000
"2455",11841,"male",39.048,13,57000
"2456",11844,"male",23.172,15,20108
"2457",11845,"female",47.552,14,40000
"2458",11846,"male",9.003,12,54000
"2459",11848,"female",48.795,16,24500
"2460",11849,"male",14.611,12,50000
"2461",11850,"female",24.52,8,32000
"2462",11851,"female",67.97,14,80000
"2463",11854,"female",68.817,16,87000
"2464",11858,"female",37.279,12,24000
"2465",11860,"male",61.243,12,40000
"2466",11863,"male",78.549,14,77919
"2467",11864,"male",16.885,12,24000
"2468",11865,"female",75.534,12,42500
"2469",11867,"female",18,16,28000
"2470",11868,"female",54.37,16,102831
"2471",11869,"female",83.763,14,38400
"2472",11870,"female",72.983,16,11000
"2473",11872,"male",81.931,14,24500
"2474",11875,"male",63.866,12,57000
"2475",11878,"female",39.427,12,22000
"2476",11879,"female",63.777,12,13691
"2477",11880,"male",44.032,12,15000
"2478",11881,"female",92.255,16,15000
"2479",11883,"male",75.428,12,44000
"2480",11884,"male",18.231,12,2200
"2481",11886,"female",79.197,15,10000
"2482",11887,"male",61.341,12,24200
"2483",11889,"male",68.263,17,40000
"2484",11890,"male",1.779,6,50400
"2485",11891,"female",4.028,12,10000
"2486",11894,"female",55.742,16,30330
"2487",11897,"male",96.751,14,64000
"2488",11898,"female",80.758,16,58500
"2489",11901,"female",36.943,14,29000
"2490",11902,"female",39.267,18,48000
"2491",11905,"female",43.256,16,60000
"2492",11909,"female",51.061,12,16000
"2493",11911,"male",56.834,13,46000
"2494",11916,"female",45.787,18,38000
"2495",11917,"male",62.412,12,35000
"2496",11918,"female",89.086,17,85000
"2497",11920,"male",83.021,16,338101
"2498",11923,"female",45.43,14,12000
"2499",11924,"male",91.057,13,68458
"2500",11925,"male",70,12,58000
"2501",11926,"male",86.514,12,45000
"2502",11929,"female",93.914,20,82000
"2503",11932,"female",9.829,14,10000
"2504",11934,"male",12.465,12,90000
"2505",11935,"female",10.59,12,24000
"2506",11936,"male",38.717,16,125000
"2507",11937,"male",12.877,20,43000
"2508",11939,"male",27.064,12,15000
"2509",11940,"female",48.739,12,14000
"2510",11942,"male",52.131,12,39000
"2511",11945,"male",15.874,13,40000
"2512",11947,"male",10.751,12,90000
"2513",11949,"female",20.859,12,26000
"2514",11950,"female",6.732,12,2000
"2515",11955,"female",72.75,16,42000
"2516",11958,"female",42.412,12,75000
"2517",11971,"male",24.339,15,39000
"2518",11972,"male",37.918,20,110500
"2519",11973,"male",60.113,12,60000
"2520",11981,"female",0.332,12,31000
"2521",11990,"male",85.632,20,70000
"2522",11993,"female",36.867,12,40000
"2523",12000,"female",56.178,12,33000
"2524",12005,"female",39.556,15,35000
"2525",12006,"male",59.085,16,17000
"2526",12008,"male",38.202,12,60000
"2527",12010,"male",83.535,20,53000
"2528",12012,"male",76.322,14,65000
"2529",12014,"male",80.79,16,85000
"2530",12016,"male",70.816,16,150000
"2531",12018,"female",94.157,12,52900
"2532",12019,"male",69.997,12,58000
"2533",12022,"female",54.756,12,63000
"2534",12023,"male",74.585,17,65000
"2535",12031,"male",66.317,12,40000
"2536",12032,"female",14.177,12,24000
"2537",12034,"female",72.753,16,161182
"2538",12036,"female",81.701,15,28900
"2539",12039,"male",65.528,12,22000
"2540",12041,"male",16.707,12,46000
"2541",12042,"female",8.479,12,3000
"2542",12043,"male",5.867,12,628
"2543",12044,"male",41.848,18,45000
"2544",12045,"male",87.993,20,49000
"2545",12052,"female",68.169,15,32000
"2546",12055,"male",49.365,12,51000
"2547",12057,"female",58.25,12,3000
"2548",12061,"female",88.136,13,42000
"2549",12062,"female",1.35,13,20000
"2550",12064,"male",91.448,20,158730
"2551",12065,"male",45.81,10,56000
"2552",12066,"female",26.619,14,3000
"2553",12068,"male",88.023,16,49000
"2554",12070,"female",50.856,15,34000
"2555",12076,"female",58.498,12,6000
"2556",12082,"male",33.649,12,4000
"2557",12083,"female",42.237,12,22000
"2558",12084,"male",56.342,12,33793
"2559",12087,"female",18.164,13,3000
"2560",12088,"male",97.573,16,37000
"2561",12089,"male",63.613,20,40000
"2562",12090,"male",53.959,12,30000
"2563",12092,"female",53.775,16,30000
"2564",12093,"male",59.265,12,82000
"2565",12097,"female",36.668,12,54000
"2566",12098,"female",82.763,14,53000
"2567",12102,"male",62.246,16,100000
"2568",12104,"female",83.988,15,36323
"2569",12106,"male",76.524,18,120000
"2570",12110,"male",56.116,16,91000
"2571",12116,"male",74.244,16,90000
"2572",12119,"male",54.283,18,45000
"2573",12122,"male",20.531,8,30000
"2574",12125,"male",15.881,12,42000
"2575",12126,"female",10.695,12,21000
"2576",12128,"female",64.324,12,30000
"2577",12129,"male",72.169,16,39500
"2578",12130,"female",27.983,12,24000
"2579",12131,"male",32.593,12,23000
"2580",12133,"male",22.983,12,11560
"2581",12135,"female",10.769,10,22000
"2582",12138,"female",40.28,13,21000
"2583",12139,"male",29.169,12,12600
"2584",12140,"female",31.207,13,45000
