"","Gender","Arith","Word","Parag","Math","AFQT"
"2411","female",25,26,15,24,84.5
"2412","female",20,29,14,19,84.2
"2413","male",29,34,14,25,90.4
"2414","male",28,30,14,22,86.9
"2415","male",29,35,11,25,84.4
"2416","male",29,33,14,25,96.9
"2417","male",20,31,13,17,81.3
"2418","male",19,31,15,20,89.3
"2419","male",18,20,11,17,47
"2420","male",30,35,14,23,96
"2421","male",15,29,11,18,57.1
"2422","male",27,29,13,21,86.7
"2423","male",24,31,14,11,79.8
"2424","male",15,25,12,10,43.2
"2425","male",16,27,10,13,55.5
"2426","female",28,31,14,20,80.5
"2427","male",27,33,12,24,86.9
"2428","female",26,34,14,22,82.9
"2429","male",12,30,13,6,44.8
"2430","male",20,31,11,9,57.8
"2431","male",28,31,14,22,85.9
"2432","male",16,31,13,9,52.8
"2433","female",27,33,11,24,67.7
"2434","male",30,35,15,25,100
"2435","male",15,19,6,7,23.5
"2436","male",15,28,8,11,48.2
"2437","male",19,29,13,18,76.5
"2438","male",28,34,11,23,78
"2439","male",17,32,13,14,72.3
"2440","male",18,28,12,17,66.5
"2441","male",30,35,14,25,98
"2442","female",15,32,12,14,46.7
"2443","male",23,19,10,11,38.1
"2444","male",23,32,12,11,47.5
"2445","female",28,33,14,22,89.4
"2446","female",24,27,15,21,79.6
"2447","male",28,31,14,25,94.7
"2448","male",18,27,11,20,56.1
"2449","male",29,35,14,24,96.9
"2450","male",28,29,13,23,79.1
"2451","male",28,27,13,23,64.5
"2452","male",26,32,11,22,68.7
"2453","male",28,32,15,17,83.1
"2454","male",27,31,14,24,91.8
"2455","male",12,28,9,8,31.9
"2456","male",23,18,11,13,38.7
"2457","male",30,27,13,20,74.7
"2458","male",27,32,14,20,90.6
"2459","male",17,33,13,13,55.5
"2460","male",23,27,9,21,64.2
"2461","male",23,32,11,14,53.4
"2462","male",27,28,13,19,79.1
"2463","male",22,27,11,12,46.5
"2464","male",30,33,13,25,90.9
"2465","male",27,35,11,23,77.3
"2466","female",23,30,14,18,65.2
"2467","male",26,21,7,15,44.8
"2468","male",26,31,14,21,85.7
"2469","male",26,35,15,23,93.9
"2470","male",19,33,10,14,57.5
"2471","male",28,32,15,23,92.2
"2472","male",26,31,14,24,85.4
"2473","male",24,29,15,16,82.6
"2474","male",23,28,12,17,60.1
"2475","female",29,35,12,24,85.3
"2476","male",29,33,14,25,97.8
"2477","male",16,18,12,9,35.5
"2478","male",25,32,15,21,88.9
"2479","male",25,27,6,21,58.9
"2480","male",20,26,11,25,59.7
"2481","male",28,35,14,22,94.4
"2482","male",26,32,15,23,93.3
"2483","male",25,30,14,22,92.1
"2484","male",28,32,13,22,87.6
"2485","male",12,18,7,7,21.7
"2486","male",13,29,8,12,26.6
"2487","male",18,29,10,13,47.5
"2488","male",27,34,13,25,86.4
"2489","male",30,34,13,25,97.8
"2490","male",28,32,15,20,89
"2491","female",21,32,13,13,64.8
"2492","male",24,34,13,20,75.9
"2493","male",28,34,14,22,93.8
"2494","male",24,32,13,21,77.9
"2495","male",28,30,12,24,83.4
"2496","male",28,33,11,20,65.5
"2497","male",15,25,5,11,31.4
"2498","male",24,31,13,18,70.8
"2499","male",8,20,8,3,6.1
"2500","male",23,24,10,10,63.1
"2501","female",22,28,15,21,79.8
"2502","female",25,28,15,21,89.4
"2503","male",30,35,14,24,96.8
"2504","male",24,28,11,22,71.1
"2505","female",26,35,15,24,96.2
"2506","male",26,32,14,23,83.7
"2507","male",23,34,14,22,78.7
"2508","male",17,25,12,9,53.7
"2509","male",25,26,13,11,66.3
"2510","female",17,27,12,12,50.1
"2511","male",28,34,12,23,92.5
"2512","male",29,35,13,25,91.4
"2513","male",30,33,14,25,94.7
"2514","female",26,26,14,23,83.6
"2515","female",28,33,10,22,72.8
"2516","male",28,34,14,24,95.6
"2517","male",29,33,13,24,85.6
"2518","male",28,31,15,25,97.4
"2519","male",28,31,13,25,86.1
"2520","male",30,35,15,25,100
"2521","male",20,29,11,15,36.2
"2522","female",25,34,15,23,94.6
"2523","male",29,31,11,19,79.7
"2524","male",16,34,12,3,49.1
"2525","male",28,34,14,20,92
"2526","male",26,31,10,22,67.5
"2527","male",30,32,15,24,96.4
"2528","male",30,35,14,25,100
"2529","male",16,26,11,13,33.2
"2530","female",28,31,13,24,87.3
"2531","male",24,35,10,21,71.9
"2532","male",29,33,14,22,92.8
"2533","male",25,28,15,23,83.5
"2534","male",30,33,12,24,92.5
"2535","male",27,35,14,22,90.5
"2536","male",29,31,14,23,89.9
"2537","male",29,31,13,25,82.8
"2538","male",27,31,14,24,89.3
"2539","male",23,34,15,24,93.7
"2540","male",29,35,13,18,84.7
"2541","male",18,34,13,18,81.5
"2542","male",26,34,13,24,86.8
"2543","female",26,35,15,17,87.3
"2544","male",24,31,13,13,50.5
"2545","male",26,32,14,23,73.3
"2546","male",14,27,13,14,81.9
"2547","male",28,31,14,25,91.9
"2548","male",15,22,13,11,50.5
"2549","male",25,31,14,17,79.4
"2550","male",24,24,12,20,59
"2551","male",30,35,14,25,97.3
"2552","male",19,31,11,21,70.6
"2553","male",28,32,13,25,87.9
"2554","male",29,32,14,22,94
"2555","male",22,25,9,11,51.8
"2556","male",25,30,14,18,81.3
"2557","male",30,34,15,22,95.9
"2558","male",26,32,12,22,87.2
"2559","male",18,28,10,19,47.6
"2560","male",23,32,15,16,78.5
"2561","female",22,33,13,21,70.7
"2562","female",30,35,15,22,98.8
"2563","female",14,26,15,13,65
"2564","male",26,27,14,22,79.8
"2565","female",29,33,13,25,88.4
"2566","male",16,29,13,12,70.5
"2567","male",28,34,13,24,81.4
"2568","male",29,32,13,20,90.9
"2569","male",30,35,15,23,98.7
"2570","male",30,34,15,25,100
"2571","male",28,34,13,25,82.3
"2572","male",25,32,13,16,83
"2573","male",30,31,13,24,93
"2574","male",28,33,14,22,87.9
"2575","male",22,29,13,14,68.5
"2576","male",30,35,13,23,96.8
"2577","male",30,33,15,24,96.4
"2578","male",14,26,13,12,53.9
"2579","male",30,35,13,25,93.7
"2580","male",22,26,13,17,73.4
"2581","male",16,21,4,7,16.8
"2582","male",30,35,15,25,100
"2583","male",29,33,15,24,97.7
"2584","male",21,29,14,16,75.1
